week,timestamp_index,week_death_index,pageid,timestamp,views,share
142,994,137,179643,20180321,6007,0.00000336
143,1001,138,179643,20180328,5595,0.00000315
144,1008,139,179643,20180404,5724,0.00000316
145,1015,140,179643,20180411,8490,0.00000467
146,1022,141,179643,20180418,10678,0.00000605
147,1029,142,179643,20180425,5757,0.00000328
148,1036,143,179643,20180502,6422,0.00000372
149,1043,144,179643,20180509,7263,0.00000416
150,1050,145,179643,20180516,7402,0.00000408
151,1057,146,179643,20180523,11492,0.00000663
152,1064,147,179643,20180530,5925,0.00000347
153,1071,148,179643,20180606,4797,0.00000277
154,1078,149,179643,20180613,5098,0.00000301
155,1085,150,179643,20180620,4890,0.00000291
156,1092,151,179643,20180627,4500,0.00000268
1,6,-4,1448170,20150707,580,0.00000033
2,13,-3,1448170,20150714,637,0.00000037
3,20,-2,1448170,20150721,845,0.00000049
4,27,-1,1448170,20150728,516,0.00000030
5,34,0,1448170,20150804,44805,0.00002606
6,41,1,1448170,20150811,30314,0.00001749
7,48,2,1448170,20150818,2672,0.00000153
8,55,3,1448170,20150825,1675,0.00000096
9,62,4,1448170,20150901,1486,0.00000083
10,69,5,1448170,20150908,1156,0.00000062
11,76,6,1448170,20150915,1030,0.00000059
12,83,7,1448170,20150922,1021,0.00000059
13,90,8,1448170,20150929,879,0.00000051
14,97,9,1448170,20151006,990,0.00000056
15,104,10,1448170,20151013,833,0.00000047
16,111,11,1448170,20151020,972,0.00000055
17,118,12,1448170,20151027,761,0.00000043
18,125,13,1448170,20151103,879,0.00000050
19,132,14,1448170,20151110,829,0.00000047
20,139,15,1448170,20151117,708,0.00000040
21,146,16,1448170,20151124,664,0.00000038
22,153,17,1448170,20151201,692,0.00000039
23,160,18,1448170,20151208,1567,0.00000088
24,167,19,1448170,20151215,872,0.00000053
25,174,20,1448170,20151222,542,0.00000034
26,181,21,1448170,20151229,868,0.00000050
27,188,22,1448170,20160105,573,0.00000031
28,195,23,1448170,20160112,1136,0.00000062
29,202,24,1448170,20160119,1166,0.00000063
30,209,25,1448170,20160126,787,0.00000042
31,216,26,1448170,20160202,975,0.00000053
32,223,27,1448170,20160209,890,0.00000049
33,230,28,1448170,20160216,663,0.00000036
34,237,29,1448170,20160223,1522,0.00000083
35,244,30,1448170,20160301,985,0.00000054
36,251,31,1448170,20160308,1207,0.00000069
37,258,32,1448170,20160315,742,0.00000044
38,265,33,1448170,20160322,564,0.00000034
39,272,34,1448170,20160329,918,0.00000054
40,279,35,1448170,20160405,1054,0.00000060
41,286,36,1448170,20160412,826,0.00000048
42,293,37,1448170,20160419,957,0.00000054
43,300,38,1448170,20160426,859,0.00000050
44,307,39,1448170,20160503,791,0.00000046
45,314,40,1448170,20160510,668,0.00000039
46,321,41,1448170,20160517,2189,0.00000126
47,328,42,1448170,20160524,2876,0.00000172
48,335,43,1448170,20160531,1048,0.00000061
49,342,44,1448170,20160607,592,0.00000035
50,349,45,1448170,20160614,594,0.00000035
51,356,46,1448170,20160621,461,0.00000027
52,363,47,1448170,20160628,518,0.00000031
53,370,48,1448170,20160705,516,0.00000030
54,377,49,1448170,20160712,585,0.00000036
55,384,50,1448170,20160719,1269,0.00000068
56,391,51,1448170,20160726,917,0.00000047
57,398,52,1448170,20160802,12450,0.00000653
58,405,53,1448170,20160809,1267,0.00000064
59,412,54,1448170,20160816,549,0.00000031
60,419,55,1448170,20160823,729,0.00000041
61,426,56,1448170,20160830,768,0.00000044
62,433,57,1448170,20160906,618,0.00000035
63,440,58,1448170,20160913,685,0.00000039
64,447,59,1448170,20160920,887,0.00000050
65,454,60,1448170,20160927,653,0.00000037
66,461,61,1448170,20161004,892,0.00000050
67,468,62,1448170,20161011,844,0.00000047
68,475,63,1448170,20161018,671,0.00000037
69,482,64,1448170,20161025,790,0.00000045
70,489,65,1448170,20161101,849,0.00000046
71,496,66,1448170,20161108,601,0.00000031
72,503,67,1448170,20161115,717,0.00000038
73,510,68,1448170,20161122,636,0.00000035
74,517,69,1448170,20161129,701,0.00000038
75,524,70,1448170,20161206,913,0.00000049
76,531,71,1448170,20161213,808,0.00000046
77,538,72,1448170,20161220,1668,0.00000097
78,545,73,1448170,20161227,509,0.00000027
79,552,74,1448170,20170103,580,0.00000029
80,559,75,1448170,20170110,777,0.00000039
81,566,76,1448170,20170117,673,0.00000034
82,573,77,1448170,20170124,923,0.00000046
83,580,78,1448170,20170131,1155,0.00000059
84,587,79,1448170,20170207,910,0.00000047
85,594,80,1448170,20170214,1047,0.00000055
86,601,81,1448170,20170221,930,0.00000048
87,608,82,1448170,20170228,1298,0.00000068
88,615,83,1448170,20170307,1102,0.00000059
89,622,84,1448170,20170314,871,0.00000046
90,629,85,1448170,20170321,706,0.00000039
91,636,86,1448170,20170328,644,0.00000036
92,643,87,1448170,20170404,810,0.00000046
93,650,88,1448170,20170411,620,0.00000035
94,657,89,1448170,20170418,839,0.00000046
95,664,90,1448170,20170425,735,0.00000041
96,671,91,1448170,20170502,675,0.00000038
97,678,92,1448170,20170509,1267,0.00000072
98,685,93,1448170,20170516,1030,0.00000057
99,692,94,1448170,20170523,602,0.00000035
100,699,95,1448170,20170530,568,0.00000032
101,706,96,1448170,20170606,605,0.00000035
102,713,97,1448170,20170613,581,0.00000035
103,720,98,1448170,20170620,656,0.00000040
104,727,99,1448170,20170627,708,0.00000044
105,734,100,1448170,20170704,278857,0.00016941
106,741,101,1448170,20170711,1424,0.00000086
107,748,102,1448170,20170718,1251,0.00000075
108,755,103,1448170,20170725,1130,0.00000069
109,762,104,1448170,20170801,4273,0.00000265
110,769,105,1448170,20170808,826,0.00000051
111,776,106,1448170,20170815,558,0.00000034
112,783,107,1448170,20170822,756,0.00000047
113,790,108,1448170,20170829,673,0.00000042
114,797,109,1448170,20170905,732,0.00000044
115,804,110,1448170,20170912,776,0.00000047
116,811,111,1448170,20170919,886,0.00000053
117,818,112,1448170,20170926,841,0.00000051
118,825,113,1448170,20171003,755,0.00000044
119,832,114,1448170,20171010,967,0.00000056
120,839,115,1448170,20171017,948,0.00000056
121,846,116,1448170,20171024,839,0.00000049
122,853,117,1448170,20171031,645,0.00000037
123,860,118,1448170,20171107,721,0.00000041
124,867,119,1448170,20171114,672,0.00000038
125,874,120,1448170,20171121,733,0.00000042
126,881,121,1448170,20171128,808,0.00000047
127,888,122,1448170,20171205,796,0.00000045
128,895,123,1448170,20171212,527,0.00000031
129,902,124,1448170,20171219,423,0.00000027
130,909,125,1448170,20171226,789,0.00000046
131,916,126,1448170,20180102,596,0.00000031
132,923,127,1448170,20180109,575,0.00000030
133,930,128,1448170,20180116,691,0.00000036
134,937,129,1448170,20180123,623,0.00000033
135,944,130,1448170,20180130,675,0.00000037
136,951,131,1448170,20180206,697,0.00000038
137,958,132,1448170,20180213,784,0.00000043
138,965,133,1448170,20180220,837,0.00000045
139,972,134,1448170,20180227,1077,0.00000058
140,979,135,1448170,20180306,1059,0.00000058
141,986,136,1448170,20180313,750,0.00000041
142,993,137,1448170,20180320,750,0.00000042
143,1000,138,1448170,20180327,691,0.00000039
144,1007,139,1448170,20180403,704,0.00000039
145,1014,140,1448170,20180410,609,0.00000034
146,1021,141,1448170,20180417,625,0.00000035
147,1028,142,1448170,20180424,624,0.00000035
148,1035,143,1448170,20180501,652,0.00000038
149,1042,144,1448170,20180508,656,0.00000038
150,1049,145,1448170,20180515,752,0.00000042
151,1056,146,1448170,20180522,586,0.00000034
152,1063,147,1448170,20180529,563,0.00000033
153,1070,148,1448170,20180605,4770,0.00000275
154,1077,149,1448170,20180612,1504,0.00000089
155,1084,150,1448170,20180619,874,0.00000052
156,1091,151,1448170,20180626,957,0.00000057
0,1,-9,153147,20150702,8772,0.00000511
1,8,-8,153147,20150709,9013,0.00000516
2,15,-7,153147,20150716,8535,0.00000497
3,22,-6,153147,20150723,8862,0.00000504
4,29,-5,153147,20150730,10394,0.00000619
5,36,-4,153147,20150806,9247,0.00000537
6,43,-3,153147,20150813,8865,0.00000510
7,50,-2,153147,20150820,8411,0.00000481
8,57,-1,153147,20150827,834211,0.00047979
9,64,0,153147,20150903,168336,0.00009108
10,71,1,153147,20150910,46347,0.00002549
11,78,2,153147,20150917,40595,0.00002320
12,85,3,153147,20150924,28862,0.00001668
13,92,4,153147,20151001,34645,0.00002012
14,99,5,153147,20151008,28738,0.00001633
15,106,6,153147,20151015,25460,0.00001444
16,113,7,153147,20151022,44214,0.00002492
17,120,8,153147,20151029,155830,0.00008890
18,127,9,153147,20151105,20659,0.00001167
19,134,10,153147,20151112,14628,0.00000833
20,141,11,153147,20151119,13219,0.00000760
21,148,12,153147,20151126,12096,0.00000692
22,155,13,153147,20151203,12795,0.00000723
23,162,14,153147,20151210,11947,0.00000684
24,169,15,153147,20151217,13535,0.00000842
25,176,16,153147,20151224,16770,0.00001041
26,183,17,153147,20151231,18642,0.00001047
27,190,18,153147,20160107,13265,0.00000713
28,197,19,153147,20160114,13979,0.00000758
29,204,20,153147,20160121,12164,0.00000653
30,211,21,153147,20160128,10730,0.00000579
31,218,22,153147,20160204,10126,0.00000555
32,225,23,153147,20160211,18683,0.00001028
33,232,24,153147,20160218,11072,0.00000605
34,239,25,153147,20160225,48855,0.00002679
35,246,26,153147,20160303,14617,0.00000810
36,253,27,153147,20160310,11648,0.00000674
37,260,28,153147,20160317,10543,0.00000631
38,267,29,153147,20160324,11197,0.00000659
39,274,30,153147,20160331,13125,0.00000763
40,281,31,153147,20160407,12353,0.00000708
41,288,32,153147,20160414,11597,0.00000677
42,295,33,153147,20160421,10957,0.00000622
43,302,34,153147,20160428,10669,0.00000622
44,309,35,153147,20160505,10863,0.00000636
45,316,36,153147,20160512,16318,0.00000948
46,323,37,153147,20160519,13821,0.00000803
47,330,38,153147,20160526,14797,0.00000881
48,337,39,153147,20160602,12999,0.00000767
49,344,40,153147,20160609,13223,0.00000777
50,351,41,153147,20160616,11777,0.00000703
51,358,42,153147,20160623,12744,0.00000757
52,365,43,153147,20160630,13696,0.00000807
53,372,44,153147,20160707,11312,0.00000677
54,379,45,153147,20160714,10412,0.00000626
55,386,46,153147,20160721,10672,0.00000548
56,393,47,153147,20160728,14935,0.00000767
57,400,48,153147,20160804,11142,0.00000580
58,407,49,153147,20160811,11042,0.00000575
59,414,50,153147,20160818,11035,0.00000630
60,421,51,153147,20160825,13785,0.00000779
61,428,52,153147,20160901,10610,0.00000610
62,435,53,153147,20160908,9487,0.00000537
63,442,54,153147,20160915,9859,0.00000557
64,449,55,153147,20160922,9198,0.00000521
65,456,56,153147,20160929,11220,0.00000638
66,463,57,153147,20161006,11991,0.00000677
67,470,58,153147,20161013,18037,0.00000995
68,477,59,153147,20161020,15168,0.00000851
69,484,60,153147,20161027,31998,0.00001822
70,491,61,153147,20161103,12576,0.00000672
71,498,62,153147,20161110,10597,0.00000555
72,505,63,153147,20161117,9131,0.00000496
73,512,64,153147,20161124,8779,0.00000478
74,519,65,153147,20161201,23495,0.00001264
75,526,66,153147,20161208,12288,0.00000674
76,533,67,153147,20161215,10382,0.00000588
77,540,68,153147,20161222,10204,0.00000580
78,547,69,153147,20161229,11387,0.00000601
79,554,70,153147,20170105,11619,0.00000590
80,561,71,153147,20170112,11854,0.00000598
81,568,72,153147,20170119,9503,0.00000480
82,575,73,153147,20170126,9713,0.00000489
83,582,74,153147,20170202,11047,0.00000568
84,589,75,153147,20170209,9405,0.00000487
85,596,76,153147,20170216,10865,0.00000567
86,603,77,153147,20170223,10235,0.00000528
87,610,78,153147,20170302,9494,0.00000502
88,617,79,153147,20170309,9447,0.00000504
89,624,80,153147,20170316,8631,0.00000457
90,631,81,153147,20170323,8321,0.00000463
91,638,82,153147,20170330,9591,0.00000542
92,645,83,153147,20170406,9134,0.00000522
93,652,84,153147,20170413,9258,0.00000518
94,659,85,153147,20170420,9804,0.00000544
95,666,86,153147,20170427,9264,0.00000520
96,673,87,153147,20170504,9102,0.00000509
97,680,88,153147,20170511,8729,0.00000498
98,687,89,153147,20170518,8910,0.00000496
99,694,90,153147,20170525,13146,0.00000756
100,701,91,153147,20170601,10140,0.00000593
101,708,92,153147,20170608,9082,0.00000536
102,715,93,153147,20170615,9771,0.00000591
103,722,94,153147,20170622,9450,0.00000586
104,729,95,153147,20170629,9510,0.00000593
105,736,96,153147,20170706,11004,0.00000663
106,743,97,153147,20170713,11847,0.00000719
107,750,98,153147,20170720,10013,0.00000597
108,757,99,153147,20170727,11417,0.00000702
109,764,100,153147,20170803,12263,0.00000757
110,771,101,153147,20170810,9366,0.00000578
111,778,102,153147,20170817,8511,0.00000520
112,785,103,153147,20170824,12662,0.00000782
113,792,104,153147,20170831,12136,0.00000739
114,799,105,153147,20170907,9345,0.00000571
115,806,106,153147,20170914,11019,0.00000656
116,813,107,153147,20170921,9671,0.00000578
117,820,108,153147,20170928,10078,0.00000609
118,827,109,153147,20171005,14801,0.00000865
119,834,110,153147,20171012,19371,0.00001137
120,841,111,153147,20171019,19004,0.00001102
121,848,112,153147,20171026,25431,0.00001487
122,855,113,153147,20171102,13220,0.00000753
123,862,114,153147,20171109,8871,0.00000507
124,869,115,153147,20171116,7360,0.00000420
125,876,116,153147,20171123,7548,0.00000434
126,883,117,153147,20171130,7672,0.00000446
127,890,118,153147,20171207,6966,0.00000397
128,897,119,153147,20171214,7126,0.00000430
129,904,120,153147,20171221,7483,0.00000468
130,911,121,153147,20171228,9616,0.00000540
131,918,122,153147,20180104,10032,0.00000530
132,925,123,153147,20180111,11792,0.00000615
133,932,124,153147,20180118,10584,0.00000559
134,939,125,153147,20180125,9256,0.00000495
135,946,126,153147,20180201,8463,0.00000459
136,953,127,153147,20180208,8894,0.00000487
137,960,128,153147,20180215,8343,0.00000455
138,967,129,153147,20180222,9587,0.00000516
139,974,130,153147,20180301,8741,0.00000473
140,981,131,153147,20180308,8219,0.00000447
141,988,132,153147,20180315,8356,0.00000461
142,995,133,153147,20180322,8024,0.00000450
143,1002,134,153147,20180329,8933,0.00000501
144,1009,135,153147,20180405,8284,0.00000456
145,1016,136,153147,20180412,8891,0.00000491
146,1023,137,153147,20180419,9452,0.00000533
147,1030,138,153147,20180426,7643,0.00000440
148,1037,139,153147,20180503,8819,0.00000511
149,1044,140,153147,20180510,9347,0.00000533
150,1051,141,153147,20180517,8929,0.00000493
151,1058,142,153147,20180524,8712,0.00000504
152,1065,143,153147,20180531,8185,0.00000480
153,1072,144,153147,20180607,9356,0.00000540
154,1079,145,153147,20180614,8565,0.00000507
155,1086,146,153147,20180621,8337,0.00000496
0,1,-11,1164653,20150702,5437,0.00000317
1,8,-10,1164653,20150709,5054,0.00000289
2,15,-9,1164653,20150716,5427,0.00000316
