week,timestamp_index,week_death_index,pageid,timestamp,views,share
11,76,-38,30963890,20150915,10318,0.00000588
12,83,-37,30963890,20150922,14052,0.00000811
13,90,-36,30963890,20150929,12865,0.00000754
14,97,-35,30963890,20151006,12092,0.00000689
15,104,-34,30963890,20151013,10949,0.00000621
16,111,-33,30963890,20151020,9430,0.00000529
17,118,-32,30963890,20151027,10134,0.00000577
18,125,-31,30963890,20151103,10400,0.00000587
19,132,-30,30963890,20151110,13121,0.00000750
20,139,-29,30963890,20151117,9093,0.00000517
21,146,-28,30963890,20151124,8755,0.00000505
22,153,-27,30963890,20151201,9059,0.00000515
23,160,-26,30963890,20151208,10938,0.00000616
24,167,-25,30963890,20151215,10088,0.00000612
25,174,-24,30963890,20151222,7798,0.00000495
26,181,-23,30963890,20151229,7871,0.00000451
27,188,-22,30963890,20160105,6727,0.00000364
28,195,-21,30963890,20160112,6111,0.00000332
29,202,-20,30963890,20160119,6563,0.00000352
30,209,-19,30963890,20160126,7878,0.00000425
31,216,-18,30963890,20160202,7360,0.00000401
32,223,-17,30963890,20160209,5602,0.00000311
33,230,-16,30963890,20160216,6115,0.00000331
34,237,-15,30963890,20160223,5708,0.00000313
35,244,-14,30963890,20160301,5548,0.00000305
36,251,-13,30963890,20160308,7249,0.00000416
37,258,-12,30963890,20160315,5428,0.00000320
38,265,-11,30963890,20160322,5536,0.00000331
39,272,-10,30963890,20160329,5123,0.00000300
40,279,-9,30963890,20160405,4517,0.00000258
41,286,-8,30963890,20160412,4413,0.00000257
42,293,-7,30963890,20160419,3890,0.00000221
43,300,-6,30963890,20160426,3584,0.00000208
44,307,-5,30963890,20160503,3452,0.00000202
45,314,-4,30963890,20160510,3318,0.00000194
46,321,-3,30963890,20160517,3220,0.00000186
47,328,-2,30963890,20160524,3420,0.00000204
48,335,-1,30963890,20160531,3176,0.00000186
49,342,0,30963890,20160607,3149134,0.00186259
50,349,1,30963890,20160614,866172,0.00051302
51,356,2,30963890,20160621,155152,0.00009242
52,363,3,30963890,20160628,99262,0.00005887
53,370,4,30963890,20160705,79155,0.00004679
54,377,5,30963890,20160712,67794,0.00004117
55,384,6,30963890,20160719,59939,0.00003210
56,391,7,30963890,20160726,68104,0.00003461
57,398,8,30963890,20160802,52933,0.00002775
58,405,9,30963890,20160809,52261,0.00002656
59,412,10,30963890,20160816,76965,0.00004371
60,419,11,30963890,20160823,60077,0.00003413
61,426,12,30963890,20160830,50203,0.00002870
62,433,13,30963890,20160906,42222,0.00002402
63,440,14,30963890,20160913,47771,0.00002692
64,447,15,30963890,20160920,61069,0.00003446
65,454,16,30963890,20160927,45974,0.00002635
66,461,17,30963890,20161004,45845,0.00002580
67,468,18,30963890,20161011,37117,0.00002059
68,475,19,30963890,20161018,34785,0.00001939
69,482,20,30963890,20161025,36052,0.00002060
70,489,21,30963890,20161101,39688,0.00002151
71,496,22,30963890,20161108,33861,0.00001772
72,503,23,30963890,20161115,31790,0.00001706
73,510,24,30963890,20161122,31964,0.00001761
74,517,25,30963890,20161129,35520,0.00001911
75,524,26,30963890,20161206,59935,0.00003243
76,531,27,30963890,20161213,60784,0.00003432
77,538,28,30963890,20161220,59704,0.00003455
78,545,29,30963890,20161227,137388,0.00007322
79,552,30,30963890,20170103,50946,0.00002579
80,559,31,30963890,20170110,37470,0.00001902
81,566,32,30963890,20170117,33101,0.00001666
82,573,33,30963890,20170124,29653,0.00001490
83,580,34,30963890,20170131,28367,0.00001457
84,587,35,30963890,20170207,34200,0.00001756
85,594,36,30963890,20170214,46837,0.00002461
86,601,37,30963890,20170221,65720,0.00003382
87,608,38,30963890,20170228,38475,0.00002028
88,615,39,30963890,20170307,59027,0.00003134
89,622,40,30963890,20170314,43105,0.00002294
90,629,41,30963890,20170321,36135,0.00001981
91,636,42,30963890,20170328,52719,0.00002967
92,643,43,30963890,20170404,37777,0.00002142
93,650,44,30963890,20170411,35722,0.00002032
94,657,45,30963890,20170418,51828,0.00002858
95,664,46,30963890,20170425,346887,0.00019503
96,671,47,30963890,20170502,70994,0.00003965
97,678,48,30963890,20170509,62062,0.00003528
98,685,49,30963890,20170516,86377,0.00004818
99,692,50,30963890,20170523,114734,0.00006705
100,699,51,30963890,20170530,67515,0.00003860
101,706,52,30963890,20170606,83038,0.00004847
102,713,53,30963890,20170613,60447,0.00003657
103,720,54,30963890,20170620,60106,0.00003679
104,727,55,30963890,20170627,42185,0.00002634
105,734,56,30963890,20170704,35868,0.00002179
106,741,57,30963890,20170711,33941,0.00002048
107,748,58,30963890,20170718,32558,0.00001951
108,755,59,30963890,20170725,29824,0.00001822
109,762,60,30963890,20170801,32004,0.00001984
110,769,61,30963890,20170808,30815,0.00001894
111,776,62,30963890,20170815,33963,0.00002077
112,783,63,30963890,20170822,31781,0.00001961
113,790,64,30963890,20170829,36305,0.00002239
114,797,65,30963890,20170905,51533,0.00003113
115,804,66,30963890,20170912,34380,0.00002071
116,811,67,30963890,20170919,29489,0.00001756
117,818,68,30963890,20170926,33827,0.00002053
118,825,69,30963890,20171003,34545,0.00002034
119,832,70,30963890,20171010,90666,0.00005279
120,839,71,30963890,20171017,73867,0.00004327
121,846,72,30963890,20171024,66711,0.00003862
122,853,73,30963890,20171031,28322,0.00001632
123,860,74,30963890,20171107,27948,0.00001597
124,867,75,30963890,20171114,25167,0.00001433
125,874,76,30963890,20171121,26360,0.00001526
126,881,77,30963890,20171128,27762,0.00001605
127,888,78,30963890,20171205,30825,0.00001748
128,895,79,30963890,20171212,23368,0.00001384
129,902,80,30963890,20171219,25922,0.00001641
130,909,81,30963890,20171226,25719,0.00001489
131,916,82,30963890,20180102,26854,0.00001413
132,923,83,30963890,20180109,44207,0.00002327
133,930,84,30963890,20180116,35103,0.00001843
134,937,85,30963890,20180123,26209,0.00001396
135,944,86,30963890,20180130,28495,0.00001545
136,951,87,30963890,20180206,24000,0.00001303
137,958,88,30963890,20180213,31662,0.00001744
138,965,89,30963890,20180220,27695,0.00001490
139,972,90,30963890,20180227,39815,0.00002150
140,979,91,30963890,20180306,52906,0.00002893
141,986,92,30963890,20180313,44661,0.00002435
142,993,93,30963890,20180320,34843,0.00001948
143,1000,94,30963890,20180327,32589,0.00001840
144,1007,95,30963890,20180403,31159,0.00001714
145,1014,96,30963890,20180410,25918,0.00001426
146,1021,97,30963890,20180417,24847,0.00001408
147,1028,98,30963890,20180424,23899,0.00001354
148,1035,99,30963890,20180501,24658,0.00001431
149,1042,100,30963890,20180508,31945,0.00001831
150,1049,101,30963890,20180515,21818,0.00001207
151,1056,102,30963890,20180522,22250,0.00001284
152,1063,103,30963890,20180529,26020,0.00001513
153,1070,104,30963890,20180605,29558,0.00001704
154,1077,105,30963890,20180612,33687,0.00001996
155,1084,106,30963890,20180619,29953,0.00001769
156,1091,107,30963890,20180626,38207,0.00002281
1,5,-49,46644858,20150706,826,0.00000047
2,12,-48,46644858,20150713,229,0.00000013
3,19,-47,46644858,20150720,246,0.00000014
4,26,-46,46644858,20150727,177,0.00000010
5,33,-45,46644858,20150803,194,0.00000011
6,40,-44,46644858,20150810,252,0.00000015
7,47,-43,46644858,20150817,232,0.00000013
8,54,-42,46644858,20150824,165,0.00000009
9,61,-41,46644858,20150831,171,0.00000010
10,68,-40,46644858,20150907,1009,0.00000054
11,75,-39,46644858,20150914,334,0.00000019
12,82,-38,46644858,20150921,191,0.00000011
13,89,-37,46644858,20150928,203,0.00000012
14,96,-36,46644858,20151005,1091,0.00000062
15,103,-35,46644858,20151012,1881,0.00000107
16,110,-34,46644858,20151019,186,0.00000010
17,117,-33,46644858,20151026,165,0.00000009
18,124,-32,46644858,20151102,311,0.00000018
19,131,-31,46644858,20151109,342,0.00000019
20,138,-30,46644858,20151116,203,0.00000012
21,145,-29,46644858,20151123,1204,0.00000070
22,152,-28,46644858,20151130,664,0.00000038
23,159,-27,46644858,20151207,179,0.00000010
24,166,-26,46644858,20151214,211,0.00000013
25,173,-25,46644858,20151221,120,0.00000008
26,180,-24,46644858,20151228,242,0.00000014
27,187,-23,46644858,20160104,415,0.00000023
28,194,-22,46644858,20160111,258,0.00000014
29,201,-21,46644858,20160118,210,0.00000011
30,208,-20,46644858,20160125,181,0.00000010
31,215,-19,46644858,20160201,162,0.00000009
32,222,-18,46644858,20160208,116,0.00000006
33,229,-17,46644858,20160215,107,0.00000006
34,236,-16,46644858,20160222,103,0.00000006
35,243,-15,46644858,20160229,169,0.00000009
36,250,-14,46644858,20160307,162,0.00000009
37,257,-13,46644858,20160314,131,0.00000008
38,264,-12,46644858,20160321,166,0.00000010
39,271,-11,46644858,20160328,76,0.00000004
40,278,-10,46644858,20160404,70,0.00000004
41,285,-9,46644858,20160411,297,0.00000017
42,292,-8,46644858,20160418,194,0.00000011
43,299,-7,46644858,20160425,172,0.00000010
44,306,-6,46644858,20160502,4340,0.00000254
45,313,-5,46644858,20160509,694,0.00000040
46,320,-4,46644858,20160516,157,0.00000009
47,327,-3,46644858,20160523,131,0.00000008
48,334,-2,46644858,20160530,153,0.00000009
49,341,-1,46644858,20160606,169,0.00000010
50,348,0,46644858,20160613,1201365,0.00071073
51,355,1,46644858,20160620,342315,0.00020349
52,362,2,46644858,20160627,35621,0.00002109
53,369,3,46644858,20160704,15296,0.00000907
54,376,4,46644858,20160711,19612,0.00001186
55,383,5,46644858,20160718,8275,0.00000454
56,390,6,46644858,20160725,6012,0.00000306
57,397,7,46644858,20160801,4819,0.00000253
58,404,8,46644858,20160808,5610,0.00000285
59,411,9,46644858,20160815,4299,0.00000241
60,418,10,46644858,20160822,4029,0.00000229
61,425,11,46644858,20160829,3578,0.00000203
62,432,12,46644858,20160905,4287,0.00000244
63,439,13,46644858,20160912,5847,0.00000332
64,446,14,46644858,20160919,9663,0.00000544
65,453,15,46644858,20160926,4753,0.00000272
66,460,16,46644858,20161003,6281,0.00000353
67,467,17,46644858,20161010,4679,0.00000261
68,474,18,46644858,20161017,9399,0.00000523
69,481,19,46644858,20161024,8981,0.00000511
70,488,20,46644858,20161031,7458,0.00000407
71,495,21,46644858,20161107,5061,0.00000267
72,502,22,46644858,20161114,22469,0.00001198
73,509,23,46644858,20161121,54952,0.00003025
74,516,24,46644858,20161128,10118,0.00000545
75,523,25,46644858,20161205,5282,0.00000285
76,530,26,46644858,20161212,8534,0.00000482
77,537,27,46644858,20161219,11172,0.00000642
78,544,28,46644858,20161226,14526,0.00000786
79,551,29,46644858,20170102,4143,0.00000211
80,558,30,46644858,20170109,3331,0.00000169
81,565,31,46644858,20170116,3779,0.00000190
82,572,32,46644858,20170123,4191,0.00000211
83,579,33,46644858,20170130,5127,0.00000263
84,586,34,46644858,20170206,3564,0.00000183
85,593,35,46644858,20170213,3137,0.00000165
86,600,36,46644858,20170220,7440,0.00000386
87,607,37,46644858,20170227,3489,0.00000182
88,614,38,46644858,20170306,3208,0.00000170
89,621,39,46644858,20170313,2874,0.00000153
90,628,40,46644858,20170320,15173,0.00000826
91,635,41,46644858,20170327,3614,0.00000204
92,642,42,46644858,20170403,3469,0.00000196
93,649,43,46644858,20170410,3113,0.00000178
94,656,44,46644858,20170417,4318,0.00000238
95,663,45,46644858,20170424,3967,0.00000223
96,670,46,46644858,20170501,3385,0.00000189
97,677,47,46644858,20170508,3228,0.00000183
98,684,48,46644858,20170515,8567,0.00000485
99,691,49,46644858,20170522,12704,0.00000729
100,698,50,46644858,20170529,10740,0.00000612
101,705,51,46644858,20170605,16242,0.00000948
102,712,52,46644858,20170612,68270,0.00004104
103,719,53,46644858,20170619,24117,0.00001468
104,726,54,46644858,20170626,6214,0.00000388
105,733,55,46644858,20170703,3662,0.00000224
106,740,56,46644858,20170710,3022,0.00000182
107,747,57,46644858,20170717,2949,0.00000177
108,754,58,46644858,20170724,2158,0.00000131
109,761,59,46644858,20170731,1851,0.00000115
110,768,60,46644858,20170807,2452,0.00000150
111,775,61,46644858,20170814,7486,0.00000460
112,782,62,46644858,20170821,1866,0.00000115
113,789,63,46644858,20170828,1503,0.00000093
114,796,64,46644858,20170904,4119,0.00000248
115,803,65,46644858,20170911,2636,0.00000160
116,810,66,46644858,20170918,2115,0.00000125
117,817,67,46644858,20170925,4306,0.00000261
118,824,68,46644858,20171002,2737,0.00000162
119,831,69,46644858,20171009,2472,0.00000144
120,838,70,46644858,20171016,2308,0.00000136
121,845,71,46644858,20171023,2540,0.00000147
122,852,72,46644858,20171030,1986,0.00000115
123,859,73,46644858,20171106,3026,0.00000173
124,866,74,46644858,20171113,2624,0.00000150
125,873,75,46644858,20171120,2808,0.00000163
126,880,76,46644858,20171127,36108,0.00002075
127,887,77,46644858,20171204,3958,0.00000225
128,894,78,46644858,20171211,5150,0.00000303
129,901,79,46644858,20171218,4490,0.00000279
130,908,80,46644858,20171225,6435,0.00000379
131,915,81,46644858,20180101,6075,0.00000325
132,922,82,46644858,20180108,6053,0.00000320
133,929,83,46644858,20180115,9523,0.00000498
134,936,84,46644858,20180122,5637,0.00000300
135,943,85,46644858,20180129,4226,0.00000229
136,950,86,46644858,20180205,6230,0.00000337
137,957,87,46644858,20180212,22813,0.00001258
138,964,88,46644858,20180219,7637,0.00000412
139,971,89,46644858,20180226,3609,0.00000195
140,978,90,46644858,20180305,3582,0.00000195
141,985,91,46644858,20180312,3496,0.00000190
142,992,92,46644858,20180319,2883,0.00000161
143,999,93,46644858,20180326,2917,0.00000165
144,1006,94,46644858,20180402,2309,0.00000127
145,1013,95,46644858,20180409,2417,0.00000133
146,1020,96,46644858,20180416,2567,0.00000145
147,1027,97,46644858,20180423,2575,0.00000146
148,1034,98,46644858,20180430,2758,0.00000160
149,1041,99,46644858,20180507,2739,0.00000157
150,1048,100,46644858,20180514,3958,0.00000220
151,1055,101,46644858,20180521,2557,0.00000146
152,1062,102,46644858,20180528,2416,0.00000140
153,1069,103,46644858,20180604,2588,0.00000149
154,1076,104,46644858,20180611,10057,0.00000595
155,1083,105,46644858,20180618,5248,0.00000309
156,1090,106,46644858,20180625,2280,0.00000136
0,1,-51,1034732,20150702,25899,0.00001510
1,8,-50,1034732,20150709,20147,0.00001152
2,15,-49,1034732,20150716,16125,0.00000939
3,22,-48,1034732,20150723,15243,0.00000867
4,29,-47,1034732,20150730,13164,0.00000784
5,36,-46,1034732,20150806,14375,0.00000834
6,43,-45,1034732,20150813,14952,0.00000860
7,50,-44,1034732,20150820,14565,0.00000833
8,57,-43,1034732,20150827,14161,0.00000814
9,64,-42,1034732,20150903,20735,0.00001122
10,71,-41,1034732,20150910,17627,0.00000969
11,78,-40,1034732,20150917,16953,0.00000969
12,85,-39,1034732,20150924,16998,0.00000982
13,92,-38,1034732,20151001,14833,0.00000861
14,99,-37,1034732,20151008,12754,0.00000725
15,106,-36,1034732,20151015,17493,0.00000992
16,113,-35,1034732,20151022,13172,0.00000742
17,120,-34,1034732,20151029,17135,0.00000978
18,127,-33,1034732,20151105,13853,0.00000782
19,134,-32,1034732,20151112,13347,0.00000760
20,141,-31,1034732,20151119,13213,0.00000760
21,148,-30,1034732,20151126,14781,0.00000845
22,155,-29,1034732,20151203,12926,0.00000731
23,162,-28,1034732,20151210,17107,0.00000979
24,169,-27,1034732,20151217,18196,0.00001132
25,176,-26,1034732,20151224,16255,0.00001009
26,183,-25,1034732,20151231,15869,0.00000891
27,190,-24,1034732,20160107,16193,0.00000870
28,197,-23,1034732,20160114,13054,0.00000708
29,204,-22,1034732,20160121,13697,0.00000735
30,211,-21,1034732,20160128,13274,0.00000717
31,218,-20,1034732,20160204,11504,0.00000631
32,225,-19,1034732,20160211,13086,0.00000720
33,232,-18,1034732,20160218,12282,0.00000671
34,239,-17,1034732,20160225,11124,0.00000610
35,246,-16,1034732,20160303,11553,0.00000640
36,253,-15,1034732,20160310,14908,0.00000863
37,260,-14,1034732,20160317,13731,0.00000822
38,267,-13,1034732,20160324,13791,0.00000811
39,274,-12,1034732,20160331,13459,0.00000783
40,281,-11,1034732,20160407,14995,0.00000859
41,288,-10,1034732,20160414,15228,0.00000889
42,295,-9,1034732,20160421,15247,0.00000865
43,302,-8,1034732,20160428,21875,0.00001276
44,309,-7,1034732,20160505,17935,0.00001050
45,316,-6,1034732,20160512,16049,0.00000933
46,323,-5,1034732,20160519,17860,0.00001037
47,330,-4,1034732,20160526,16582,0.00000987
48,337,-3,1034732,20160602,15581,0.00000920
49,344,-2,1034732,20160609,13347,0.00000784
50,351,-1,1034732,20160616,1840991,0.00109966
51,358,0,1034732,20160623,298803,0.00017740
52,365,1,1034732,20160630,186686,0.00011004
53,372,2,1034732,20160707,141022,0.00008434
54,379,3,1034732,20160714,198092,0.00011914
55,386,4,1034732,20160721,289653,0.00014878
56,393,5,1034732,20160728,200338,0.00010292
57,400,6,1034732,20160804,103176,0.00005368
58,407,7,1034732,20160811,74442,0.00003879
59,414,8,1034732,20160818,72796,0.00004158
60,421,9,1034732,20160825,66350,0.00003751
61,428,10,1034732,20160901,58243,0.00003350
62,435,11,1034732,20160908,56122,0.00003176
63,442,12,1034732,20160915,82098,0.00004635
64,449,13,1034732,20160922,42555,0.00002412
65,456,14,1034732,20160929,74379,0.00004227
66,463,15,1034732,20161006,72067,0.00004068
67,470,16,1034732,20161013,60131,0.00003315
68,477,17,1034732,20161020,58905,0.00003306
69,484,18,1034732,20161027,62384,0.00003552
70,491,19,1034732,20161103,87139,0.00004654
71,498,20,1034732,20161110,69545,0.00003645
72,505,21,1034732,20161117,70106,0.00003810
73,512,22,1034732,20161124,75239,0.00004095
74,519,23,1034732,20161201,64681,0.00003480
75,526,24,1034732,20161208,75025,0.00004112
76,533,25,1034732,20161215,71226,0.00004037
77,540,26,1034732,20161222,212722,0.00012099
78,547,27,1034732,20161229,253990,0.00013415
79,554,28,1034732,20170105,87479,0.00004439
80,561,29,1034732,20170112,69504,0.00003504
81,568,30,1034732,20170119,62709,0.00003165
82,575,31,1034732,20170126,63566,0.00003201
83,582,32,1034732,20170202,51456,0.00002644
84,589,33,1034732,20170209,78363,0.00004058
85,596,34,1034732,20170216,46675,0.00002435
86,603,35,1034732,20170223,153264,0.00007908
87,610,36,1034732,20170302,52733,0.00002788
88,617,37,1034732,20170309,84203,0.00004489
89,624,38,1034732,20170316,52859,0.00002799
90,631,39,1034732,20170323,51293,0.00002852
91,638,40,1034732,20170330,48486,0.00002742
92,645,41,1034732,20170406,40056,0.00002288
93,652,42,1034732,20170413,56080,0.00003141
94,659,43,1034732,20170420,39440,0.00002190
95,666,44,1034732,20170427,42339,0.00002376
96,673,45,1034732,20170504,35873,0.00002007
97,680,46,1034732,20170511,40596,0.00002317
98,687,47,1034732,20170518,38003,0.00002117
99,694,48,1034732,20170525,42635,0.00002451
100,701,49,1034732,20170601,38620,0.00002260
101,708,50,1034732,20170608,36848,0.00002173
102,715,51,1034732,20170615,57119,0.00003454
103,722,52,1034732,20170622,44079,0.00002732
104,729,53,1034732,20170629,41989,0.00002616
105,736,54,1034732,20170706,42753,0.00002577
106,743,55,1034732,20170713,46680,0.00002831
107,750,56,1034732,20170720,36578,0.00002182
108,757,57,1034732,20170727,36998,0.00002275
109,764,58,1034732,20170803,32352,0.00001998
110,771,59,1034732,20170810,47399,0.00002923
111,778,60,1034732,20170817,36890,0.00002255
112,785,61,1034732,20170824,37881,0.00002341
113,792,62,1034732,20170831,38336,0.00002336
114,799,63,1034732,20170907,36466,0.00002227
115,806,64,1034732,20170914,38775,0.00002309
116,813,65,1034732,20170921,34952,0.00002088
117,820,66,1034732,20170928,33301,0.00002013
118,827,67,1034732,20171005,86771,0.00005073
119,834,68,1034732,20171012,43482,0.00002552
120,841,69,1034732,20171019,39913,0.00002314
121,848,70,1034732,20171026,41917,0.00002451
122,855,71,1034732,20171102,36059,0.00002054
123,862,72,1034732,20171109,35487,0.00002028
124,869,73,1034732,20171116,34999,0.00001999
125,876,74,1034732,20171123,36260,0.00002086
126,883,75,1034732,20171130,54505,0.00003165
127,890,76,1034732,20171207,39028,0.00002223
128,897,77,1034732,20171214,53867,0.00003248
129,904,78,1034732,20171221,46463,0.00002909
130,911,79,1034732,20171228,52355,0.00002941
131,918,80,1034732,20180104,46151,0.00002437
132,925,81,1034732,20180111,41330,0.00002155
133,932,82,1034732,20180118,36442,0.00001925
134,939,83,1034732,20180125,39377,0.00002107
135,946,84,1034732,20180201,36791,0.00001996
136,953,85,1034732,20180208,34855,0.00001908
137,960,86,1034732,20180215,44644,0.00002436
138,967,87,1034732,20180222,52719,0.00002838
139,974,88,1034732,20180301,65462,0.00003539
140,981,89,1034732,20180308,109842,0.00005972
141,988,90,1034732,20180315,49623,0.00002739
142,995,91,1034732,20180322,57361,0.00003217
143,1002,92,1034732,20180329,38248,0.00002143
144,1009,93,1034732,20180405,39871,0.00002193
145,1016,94,1034732,20180412,38616,0.00002134
146,1023,95,1034732,20180419,41214,0.00002326
147,1030,96,1034732,20180426,33425,0.00001924
148,1037,97,1034732,20180503,35702,0.00002067
149,1044,98,1034732,20180510,33984,0.00001939
150,1051,99,1034732,20180517,35229,0.00001946
151,1058,100,1034732,20180524,69817,0.00004036
152,1065,101,1034732,20180531,59541,0.00003492
153,1072,102,1034732,20180607,52632,0.00003039
154,1079,103,1034732,20180614,49960,0.00002959
155,1086,104,1034732,20180621,44796,0.00002665
0,3,-52,213795,20150704,3000,0.00000173
1,10,-51,213795,20150711,16719,0.00000961
2,17,-50,213795,20150718,6164,0.00000357
3,24,-49,213795,20150725,2533,0.00000145
4,31,-48,213795,20150801,1790,0.00000106
5,38,-47,213795,20150808,2302,0.00000134
6,45,-46,213795,20150815,1937,0.00000111
7,52,-45,213795,20150822,1628,0.00000093
8,59,-44,213795,20150829,1653,0.00000094
9,66,-43,213795,20150905,1945,0.00000105
10,73,-42,213795,20150912,2154,0.00000120
11,80,-41,213795,20150919,1957,0.00000112
12,87,-40,213795,20150926,1988,0.00000116
13,94,-39,213795,20151003,3024,0.00000173
14,101,-38,213795,20151010,2279,0.00000130
15,108,-37,213795,20151017,1966,0.00000111
16,115,-36,213795,20151024,2145,0.00000122
17,122,-35,213795,20151031,5301,0.00000301
18,129,-34,213795,20151107,2503,0.00000142
19,136,-33,213795,20151114,2880,0.00000164
20,143,-32,213795,20151121,2667,0.00000156
21,150,-31,213795,20151128,3771,0.00000213
22,157,-30,213795,20151205,3186,0.00000180
23,164,-29,213795,20151212,3315,0.00000194
24,171,-28,213795,20151219,2154,0.00000139
25,178,-27,213795,20151226,4677,0.00000282
26,185,-26,213795,20160102,4383,0.00000239
27,192,-25,213795,20160109,4899,0.00000263
28,199,-24,213795,20160116,8392,0.00000454
29,206,-23,213795,20160123,5797,0.00000312
30,213,-22,213795,20160130,5497,0.00000297
31,220,-21,213795,20160206,5635,0.00000311
32,227,-20,213795,20160213,6755,0.00000370
33,234,-19,213795,20160220,20986,0.00001150
34,241,-18,213795,20160227,5998,0.00000328
35,248,-17,213795,20160305,6160,0.00000346
36,255,-16,213795,20160312,6335,0.00000369
37,262,-15,213795,20160319,11963,0.00000722
38,269,-14,213795,20160326,31702,0.00001857
39,276,-13,213795,20160402,49505,0.00002850
40,283,-12,213795,20160409,29072,0.00001669
41,290,-11,213795,20160416,3446,0.00000199
42,297,-10,213795,20160423,2549,0.00000146
43,304,-9,213795,20160430,2205,0.00000129
44,311,-8,213795,20160507,1943,0.00000114
45,318,-7,213795,20160514,1911,0.00000111
46,325,-6,213795,20160521,1762,0.00000103
47,332,-5,213795,20160528,1642,0.00000097
48,339,-4,213795,20160604,2077,0.00000123
49,346,-3,213795,20160611,2196,0.00000129
50,353,-2,213795,20160618,1740,0.00000104
51,360,-1,213795,20160625,767606,0.00045310
52,367,0,213795,20160702,43705,0.00002603
53,374,1,213795,20160709,39026,0.00002335
54,381,2,213795,20160716,12242,0.00000706
55,388,3,213795,20160723,7317,0.00000373
56,395,4,213795,20160730,5421,0.00000283
57,402,5,213795,20160806,8543,0.00000437
58,409,6,213795,20160813,4699,0.00000255
59,416,7,213795,20160820,12677,0.00000720
60,423,8,213795,20160827,6289,0.00000356
61,430,9,213795,20160903,11322,0.00000650
62,437,10,213795,20160910,4050,0.00000229
63,444,11,213795,20160917,6465,0.00000362
64,451,12,213795,20160924,4031,0.00000231
65,458,13,213795,20161001,2795,0.00000158
66,465,14,213795,20161008,2864,0.00000161
67,472,15,213795,20161015,22700,0.00001256
68,479,16,213795,20161022,6634,0.00000375
69,486,17,213795,20161029,3486,0.00000195
70,493,18,213795,20161105,3019,0.00000160
71,500,19,213795,20161112,3925,0.00000207
72,507,20,213795,20161119,4995,0.00000278
73,514,21,213795,20161126,4092,0.00000220
74,521,22,213795,20161203,5899,0.00000315
75,528,23,213795,20161210,5519,0.00000309
76,535,24,213795,20161217,7209,0.00000410
77,542,25,213795,20161224,12674,0.00000696
78,549,26,213795,20161231,11163,0.00000587
79,556,27,213795,20170107,6229,0.00000316
80,563,28,213795,20170114,14423,0.00000725
81,570,29,213795,20170121,7581,0.00000382
82,577,30,213795,20170128,6006,0.00000306
83,584,31,213795,20170204,8420,0.00000431
84,591,32,213795,20170211,10067,0.00000525
85,598,33,213795,20170218,6431,0.00000336
86,605,34,213795,20170225,6384,0.00000329
87,612,35,213795,20170304,6828,0.00000362
88,619,36,213795,20170311,6606,0.00000353
89,626,37,213795,20170318,12297,0.00000656
90,633,38,213795,20170325,19484,0.00001090
91,640,39,213795,20170401,20832,0.00001177
92,647,40,213795,20170408,2950,0.00000169
93,654,41,213795,20170415,8506,0.00000472
94,661,42,213795,20170422,4013,0.00000224
95,668,43,213795,20170429,2625,0.00000147
96,675,44,213795,20170506,2614,0.00000147
97,682,45,213795,20170513,2660,0.00000151
98,689,46,213795,20170520,2577,0.00000146
99,696,47,213795,20170527,2152,0.00000123
100,703,48,213795,20170603,2193,0.00000128
101,710,49,213795,20170610,4513,0.00000269
102,717,50,213795,20170617,2958,0.00000179
103,724,51,213795,20170624,10411,0.00000648
104,731,52,213795,20170701,6682,0.00000414
105,738,53,213795,20170708,12476,0.00000752
106,745,54,213795,20170715,3462,0.00000209
107,752,55,213795,20170722,2286,0.00000137
108,759,56,213795,20170729,2402,0.00000148
109,766,57,213795,20170805,2949,0.00000181
110,773,58,213795,20170812,1822,0.00000112
111,780,59,213795,20170819,1937,0.00000119
112,787,60,213795,20170826,1859,0.00000115
113,794,61,213795,20170902,2288,0.00000138
114,801,62,213795,20170909,2495,0.00000152
115,808,63,213795,20170916,2616,0.00000155
116,815,64,213795,20170923,2956,0.00000178
117,822,65,213795,20170930,9790,0.00000589
118,829,66,213795,20171007,2321,0.00000135
119,836,67,213795,20171014,4318,0.00000254
120,843,68,213795,20171021,2679,0.00000155
121,850,69,213795,20171028,2859,0.00000166
122,857,70,213795,20171104,2834,0.00000162
123,864,71,213795,20171111,4575,0.00000261
124,871,72,213795,20171118,3554,0.00000207
125,878,73,213795,20171125,4339,0.00000246
126,885,74,213795,20171202,4190,0.00000240
127,892,75,213795,20171209,4511,0.00000262
128,899,76,213795,20171216,12836,0.00000787
129,906,77,213795,20171223,2951,0.00000178
130,913,78,213795,20171230,3862,0.00000214
131,920,79,213795,20180106,5395,0.00000284
132,927,80,213795,20180113,7386,0.00000382
133,934,81,213795,20180120,9748,0.00000520
134,941,82,213795,20180127,5665,0.00000306
135,948,83,213795,20180203,4124,0.00000223
136,955,84,213795,20180210,4876,0.00000268
137,962,85,213795,20180217,5560,0.00000302
138,969,86,213795,20180224,5768,0.00000312
139,976,87,213795,20180303,12641,0.00000683
140,983,88,213795,20180310,10120,0.00000550
141,990,89,213795,20180317,47706,0.00002639
142,997,90,213795,20180324,15861,0.00000896
143,1004,91,213795,20180331,16435,0.00000917
144,1011,92,213795,20180407,3233,0.00000177
145,1018,93,213795,20180414,3259,0.00000182
146,1025,94,213795,20180421,2643,0.00000149
