link,name,year_of_birth,year_of_death,date_of_death,timestamp_of_death,median_views,median_views_before,median_views_after,median_share,median_share_before,median_share_after,max_views,max_share,max_change_before_views,max_change_before_share,median_views_bin2,median_views_before_bin2,median_views_after_bin2,median_share_bin2,median_share_before_bin2,median_share_after_bin2,max_views_bin2,max_share_bin2,max_change_before_views_bin2,max_change_before_share_bin2,median_views_bin3,median_views_before_bin3,median_views_after_bin3,median_share_bin3,median_share_before_bin3,median_share_after_bin3,max_views_bin3,max_share_bin3,max_change_before_views_bin3,max_change_before_share_bin3,pageid,description,canonical,display,thumbnail_source,thumbnail_width,thumbnail_height,extract_html
/wiki/Christina_Grimmie,Christina Grimmie,1994,2016,June 10,20160610,4244.5,1030,5185,0.000016722042519772263,0.000004041061695725118,0.000020646982402451216,1661164,0.00730922034171944,1612.780582524272,1808.737626909181,8500,2071.5,10372.5,0.000016929617075171512,0.000004028563413105115,0.00002069137908554515,1661632,0.00361312675422368,802.1395124306058,896.8772199216229,31067,7214,37155,0.000017445400955579153,0.000003977502316205901,0.00002123010332104599,3741365,0.0021942178687676464,518.6255891322429,551.6572196143153,30963890,"American singer, songwriter, musician, actress",Christina_Grimmie,Christina Grimmie,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Christina_Grimmie_2014_crop.jpg/251px-Christina_Grimmie_2014_crop.jpg,251,320,"<p><b>Christina Victoria Grimmie</b> was an American singer, songwriter, musician, actress, and YouTuber known for her participation in the NBC singing competition <i>The Voice</i> and for her covers of hit songs by contemporary pop musicians. In June 2011, she released her debut EP, <i>Find Me</i>. In 2013, she released her studio album, <i>With Love</i>. In 2016, she released her second EP, <i>Side A</i>, and a posthumous release, <span><i>Side B</i></span>, was made available on iTunes and Spotify. On June 9, 2017, her second and final album, <i>All Is Vanity</i>, was released posthumously.</p>"
/wiki/Anton_Yelchin,Anton Yelchin,1989,2016,June 19,20160619,5377.5,2087,6840,0.00002146600968662186,0.000008379300565673128,0.000027118548004304604,788945,0.003078995228762346,378.02827024436993,367.45253432915894,10970.5,4255,13586.5,0.000022231056628845037,0.000008426117702911904,0.000027517130325240143,1457300,0.002939383547593175,342.4911868390129,348.8419757746062,39246,14672.5,49074,0.00002254509504648038,0.0000084218027634792,0.000027711641125831284,1997309,0.001189372186756367,136.12601806099846,141.2253670810281,1034732,American film and television actor,Anton_Yelchin,Anton Yelchin,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Anton_Yelchin_Deauville_2011.jpg/226px-Anton_Yelchin_Deauville_2011.jpg,226,320,"<p><b>Anton Viktorovich Yelchin</b> was an American actor. He played Pavel Chekov in three <i>Star Trek</i> films: including the first film, <i>Star Trek</i> (2009); the first sequel, <i>Star Trek Into Darkness</i> (2013) and the posthumously released <i>Star Trek Beyond</i> (2016).</p>"
/wiki/Pat_Summitt,Pat Summitt,1952,2016,June 28,20160628,501,385,546.5,0.0000019776466738673005,0.000001537672966537157,0.0000021867531027124342,408154,0.0016362361397344396,1060.1402597402598,1064.0989178727953,1040,778,1195,0.0000020487748877315182,0.0000015435481382411302,0.0000023119755439226962,601625,0.0012220791900083706,773.2969151670951,791.7337721652965,4218.5,2904,4680,0.0000023800181442466097,0.0000016735531474924086,0.0000025753612432843905,701047,0.00041576426368423905,241.40736914600552,248.4320646208369,213795,basketball player and coach,Pat_Summitt,Pat Summitt,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/Pat-Summitt-Walter-Reed-Center-06-24-08-2.jpg/167px-Pat-Summitt-Walter-Reed-Center-06-24-08-2.jpg,167,320,"<p><b>Patricia Sue Summitt</b> was an American women's college basketball head coach who accrued 1,098 career wins, the most in college basketball history upon her retirement. She served as the head coach of the University of Tennessee Lady Vols basketball team from 1974 to 2012, before retiring at age 59 because of a diagnosis of early-onset Alzheimer's disease. She won eight NCAA championships.</p>"
/wiki/Caroline_Aherne,Caroline Aherne,1963,2016,July 2,20160702,620.5,524,660,0.0000024379072820728524,0.0000021197638271982876,0.0000025980826288552642,427401,0.0019012966443549537,815.6507633587786,896.9379607104231,1272,1113,1382,0.0000025190383054203302,0.0000022426914495864402,0.00000272850206619266,587805,0.0012721361961925512,528.1266846361186,567.2363875231866,4699,4096,5064.5,0.00000268249941509443,0.000002355386085518611,0.0000027895153322603575,746614,0.0004446307049155927,182.27880859375,188.7718992861816,514223,"English comedian, writer and actress",Caroline_Aherne,Caroline Aherne,https://upload.wikimedia.org/wikipedia/en/a/a4/Caroline_Aherne_2001.jpg,101,112,"<p><b>Caroline Mary Aherne</b> was an English comedian and BAFTA-winning writer and actress, best known for performing as the acerbic chat show host <i>Mrs Merton</i>, various roles in <i>The Fast Show</i>, and as Denise in <i>The Royle Family</i>, a series which she co-wrote.</p>"
/wiki/Juan_Gabriel,Juan Gabriel,1950,2016,August 28,20160828,622,530.5,656,0.00000248618445339253,0.000002133355036114118,0.0000025901760424703433,372737,0.0013696244426040394,702.6145146088596,642.0049262399356,1244,1121.5,1311,0.0000025066928180074463,0.000002232625213912663,0.0000025755571093976677,631975,0.001204297277984207,563.5086937137762,539.4086165826654,4429,4178,4523,0.000002532915868265401,0.0000024229160612878115,0.0000025936821879752374,927720,0.0005253787997455946,222.04882719004308,216.83739199217197,355574,Mexican singer/Writer,Juan_Gabriel,Juan Gabriel,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Juan_Gabriel_---_Pepsi_Center_---_09.26.14_%28cropped%29.jpg/281px-Juan_Gabriel_---_Pepsi_Center_---_09.26.14_%28cropped%29.jpg,281,320,"<p><b>Alberto Aguilera Valadez</b>, better known by his stage name <b>Juan Gabriel</b>, was a Mexican singer, songwriter and actor. Colloquially nicknamed as Juanga and El Divo de Juárez, Gabriel was known for his flamboyant style, which broke barriers within the Latin music market. Widely considered one of the best and most prolific Mexican composers and singers of all time, he has been called a pop icon.</p>"
/wiki/Gene_Wilder,Gene Wilder,1933,2016,August 29,20160829,3735,4025,3539.5,0.000014980396418475315,0.000016171685878038177,0.000013831631100650673,1463457,0.005531756648293362,363.59180124223604,342.06431475432737,7578,8306,7190,0.000015240265139405556,0.000016599816686128146,0.000014114813820697215,2769450,0.005160136006461848,333.42764266795086,310.8549994274324,28062,31770.5,26622,0.000015989791319986746,0.000018047856096141333,0.00001471541307139781,3569849,0.002027078651886049,112.36363922506727,112.31686695016603,430144,American actor,Gene_Wilder,Gene Wilder,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Gene_Wilder_1970.JPG/253px-Gene_Wilder_1970.JPG,253,320,"<p><b>Jerome Silberman</b>, known professionally as <b>Gene Wilder</b>, was an American actor, screenwriter, director, producer, singer-songwriter and author.</p>"
/wiki/Alexis_Arquette,Alexis Arquette,1969,2016,September 11,20160911,1888,1611,2101,0.000007590492344886797,0.000006569968820070812,0.000008327975120553545,618359,0.0023685491677125164,383.8355058969584,360.51147769175986,3809,3248,4223.5,0.000007711577363656231,0.0000064444060746024525,0.000008454391653865288,939098,0.001812441782951897,289.13115763546796,281.24264082221174,13714,11706,15080.5,0.000007830586918482215,0.0000065366001754431606,0.00000836367249966487,1321194,0.0007488943686718935,112.86468477703741,114.56940130518552,639564,"American actress, cabaret performer and activist",Alexis_Arquette,Alexis Arquette,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Alexis_Arquette_2009.jpg/213px-Alexis_Arquette_2009.jpg,213,320,"<p><b>Alexis Arquette</b> was an American actress, cabaret performer, underground cartoonist, and activist. She underwent gender transitioning in her late thirties, and supported other people making similar transitions.</p>"
/wiki/Arnold_Palmer,Arnold Palmer,1929,2016,September 25,20160925,1196.5,1264.5,1151,0.0000047151639262153615,0.000005027709629758875,0.000004507261652465206,691642,0.0025910097406684866,546.9687623566628,515.3459390996591,2460,2579,2345,0.000004871539362610482,0.000005090545295596213,0.000004646231683670475,692982,0.0013423528876678305,268.70182241178753,263.69530368958476,9003,9190.5,8577,0.000005056887503141971,0.000005329250020940419,0.0000048885020733722075,917372,0.0005263282567312622,99.81742016212394,98.76216253002602,81694,American golfer,Arnold_Palmer,Arnold Palmer,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9a/Arnold_Palmer_%28cropped%29.jpg/242px-Arnold_Palmer_%28cropped%29.jpg,242,320,"<p><b>Arnold Daniel Palmer</b> was an American professional golfer who is generally regarded as one of the greatest and most charismatic players in the sport's history. Dating back to 1955, he won numerous events on both the PGA Tour and the circuit now known as PGA Tour Champions. Nicknamed <b>The King</b>, he was one of golf's most popular stars and seen as a trailblazer, the first superstar of the sport's television age, which began in the 1950s.</p>"
/wiki/Bhumibol_Adulyadej,Bhumibol Adulyadej,1927,2016,October 13,20161013,1982,1978,1984,0.000008032299411027107,0.000007908649189674907,0.000008138548351115755,406780,0.0015606090879487125,205.65217391304347,197.32941119529704,3998.5,3976,4016.5,0.000007995223924241275,0.000007900145955771228,0.000008107273269670752,729799,0.0014366930300198917,183.55105633802816,181.85651734324685,14208,14239,14031,0.000008140265138510424,0.000008129330740210779,0.000008140265138510424,1110793,0.0006124648725500483,78.01060467729475,75.34013464608628,203756,King of Thailand,Bhumibol_Adulyadej,Bhumibol Adulyadej,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Anefo_911-6993_Aankomst_Koning_%28cropped%29.jpg/227px-Anefo_911-6993_Aankomst_Koning_%28cropped%29.jpg,227,320,"<p><b>Bhumibol Adulyadej</b>, conferred with the title <b>King Bhumibol the Great</b> in 1987, was the ninth monarch of Thailand from the Chakri dynasty as <b>Rama IX</b>. Reigning since 9 June 1946 he was, at the time of his death, the world's longest-reigning head of state, the longest-reigning monarch in Thai history and the longest-reigning monarch having reigned only as an adult, reigning for 70 years, 126 days. During his reign, he was served by a total of 30 prime ministers beginning with Pridi Banomyong and ending with Prayut Chan-o-cha.</p>"
/wiki/Leonard_Cohen,Leonard Cohen,1934,2016,November 7,20161107,3198.5,2887,3557.5,0.000012925484185178534,0.00001170166413738638,0.000014014291277815739,1391697,0.0053015306028399555,482.0564599930724,453.05783353512624,6442,5810,7112,0.000012973160629040277,0.000011589915374565084,0.000014172400657451829,1754728,0.0033949431091043728,302.01858864027537,292.92216546764644,23372,20648,24693,0.000013154120210776136,0.000011695911391850956,0.000013992854934939353,2039451,0.001074357753127252,98.77232661759008,91.85754894448013,19965375,Canadian poet and singer-songwriter,Leonard_Cohen,Leonard Cohen,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Leonard_Cohen%2C_1988_01.jpg/216px-Leonard_Cohen%2C_1988_01.jpg,216,320,"<p><b>Leonard Norman Cohen</b> was a Canadian singer-songwriter, poet and novelist. His work explored religion, politics, isolation, sexuality and personal relationships. Cohen was inducted into the Canadian Music Hall of Fame, the Canadian Songwriters Hall of Fame, and the Rock and Roll Hall of Fame. He was a Companion of the Order of Canada, the nation's highest civilian honour. In 2011, Cohen received one of the Prince of Asturias Awards for literature and the ninth Glenn Gould Prize.</p>"
/wiki/Florence_Henderson,Florence Henderson,1934,2016,November 24,20161124,1206,953.5,1364,0.00000485284279446671,0.000003853338528554192,0.000005494546693471305,535838,0.0022397903765072665,561.9695857367593,581.2596946543538,2459,1994,2864,0.000004961147811142836,0.000003986884532567262,0.000005787837339266756,536806,0.0011074189398820088,269.2106318956871,277.7654910333989,9205,7107,10039,0.000005289931285931444,0.000004089984478721207,0.000005866936417008256,979232,0.0005329159417232642,137.7841564654566,130.29779073633262,3648917,American actress,Florence_Henderson,Florence Henderson,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Florence_Henderson_2012.jpg/227px-Florence_Henderson_2012.jpg,227,320,"<p><b>Florence Agnes Henderson</b> was an American actress and singer with a career spanning six decades. She is best remembered for her starring role as matriarch Carol Brady on the ABC sitcom <i>The Brady Bunch</i> from 1969 to 1974. Henderson also appeared in film, as well as on stage, and hosted several long-running cooking and variety shows over the years. She appeared as a guest on many scripted and unscripted television programs and as a panelist on numerous game shows. She was a contestant on <i>Dancing with the Stars</i> in 2010. Henderson hosted her own talk show, <i>The Florence Henderson Show</i>, and cooking show, <i>Who's Cooking with Florence Henderson</i>, on Retirement Living TV during the years leading up to her death at age 82 on Thanksgiving Day, 2016 from heart failure.</p>"
/wiki/Fidel_Castro,Fidel Castro,1926,2016,November 25,20161125,5935.5,6437,5653.5,0.000023351446844528468,0.000025236328445042597,0.00002211906059921563,1784848,0.007068663546323227,277.2794780177101,280.09872996052997,11949,12879,11370.5,0.00002361950771987259,0.000025538985957515296,0.000022225830271709184,1792809,0.0036458677139901904,139.2040531097135,142.75694892722746,41679,47240,39668,0.000023835272564346735,0.000026060748978181275,0.00002229925534725883,3981865,0.002149960738965868,84.29011430990685,82.49804104885358,38301,former First Secretary of the Communist Party and President of Cuba,Fidel_Castro,Fidel Castro,https://upload.wikimedia.org/wikipedia/commons/thumb/6/66/Fidel_Castro_-_MATS_Terminal_Washington_1959_%28cropped%29.png/249px-Fidel_Castro_-_MATS_Terminal_Washington_1959_%28cropped%29.png,249,320,"<p><b>Fidel Alejandro Castro Ruz</b> was a Cuban communist revolutionary and politician who governed the Republic of Cuba as Prime Minister from 1959 to 1976 and then as President from 1976 to 2008. A Marxist–Leninist and Cuban nationalist, Castro also served as the First Secretary of the Communist Party of Cuba from 1961 until 2011. Under his administration, Cuba became a one-party communist state, while industry and business were nationalized and state socialist reforms were implemented throughout society.</p>"
/wiki/John_Glenn,John Glenn,1921,2016,December 8,20161208,2505,1997.5,3363,0.00001006560163549225,0.000007827871657632937,0.000013286181383749132,637115,0.0025118958096930345,318.9561952440551,320.8912868728106,5149,4084,6600.5,0.000010399879511278233,0.000008008480390722082,0.000013389760425474,1145970,0.0021945853539072275,280.599902056807,274.03268121249073,19062,14980,24793,0.00001061142851259299,0.000008616242293527127,0.000014315578473115193,1444438,0.0007917678013244921,96.42443257676902,91.89247172393242,58702,American astronaut and politician,John_Glenn,John Glenn,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e3/John_Glenn_Low_Res.jpg/252px-John_Glenn_Low_Res.jpg,252,320,"<p>Colonel <b>John Herschel Glenn Jr.</b> was a United States Marine Corps aviator, engineer, astronaut, and United States Senator from Ohio. In 1962, he became the first American to orbit the Earth, circling it three times.</p>"
/wiki/Alan_Thicke,Alan Thicke,1947,2016,December 13,20161213,2153.5,1439,2716,0.000008650200865292335,0.000005777581660758374,0.000011032896811746366,2051180,0.00782571528715661,1425.4204308547603,1354.4966989059214,4411,2893,5533,0.00000876721239430862,0.000005758946109935375,0.000011205653619020738,2055020,0.003913701955829045,710.3422053231939,679.5864870270444,16335.5,10436,20497,0.00000938343792750701,0.000005990291409695451,0.000011576789981911323,2838253,0.001602597454459423,271.9675162897662,267.53246959998893,611455,American actor,Alan_Thicke,Alan Thicke,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Alan_Thicke_2010.jpg/213px-Alan_Thicke_2010.jpg,213,320,"<p><b>Alan Willis Thicke</b> was a Canadian actor, songwriter, comedian, game and talk show host. He was the father of singer Robin Thicke. In 2013, Thicke was inducted into Canada's Walk of Fame. Thicke died on December 13, 2016, in the Providence Saint Joseph Medical Center in Burbank, California, U.S.</p>"
/wiki/Zsa_Zsa_Gabor,Zsa Zsa Gabor,1917,2016,December 18,20161218,3080.5,3484.5,2371,0.000012123132054807863,0.000013707796689568577,0.000009356859764998272,1441194,0.005259853597723269,413.60137752905723,383.71254818259285,6183,7063.5,4788,0.000012366759204017106,0.000013937624113588032,0.00000954136538859573,1749122,0.0032764586650407073,247.62822963120266,235.08014266552294,22712,24898.5,17017,0.000012865944031845098,0.000014395554794469687,0.000009636251384028838,2250006,0.0012758584105172735,90.36713055003314,88.62863771026161,152860,Hungarian-American socialite and actress,Zsa_Zsa_Gabor,Zsa Zsa Gabor,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/Zsa_Zsa_Gabor_-_1959.jpg/256px-Zsa_Zsa_Gabor_-_1959.jpg,256,320,<p><b>Zsa Zsa Gabor</b> was a Hungarian-American actress and socialite. Her sisters were actresses Eva and Magda Gabor.</p>
/wiki/George_Michael,George Michael,1963,2016,December 25,20161225,5391.5,3546,7652.5,0.00002157808436994235,0.000014058440300897636,0.00003014916092090905,4275899,0.01642117536924198,1205.8372814438803,1168.065234675676,10814,7042,15567,0.000021674059026045163,0.000014049104764028463,0.000030508352810090665,5546267,0.01113388015384202,787.5982675376314,792.4974822843781,38646,25215,56677,0.00002206099062459478,0.000014325773542891092,0.00003155525663350145,7749130,0.0042398562468054495,307.3222288320444,295.960021573104,45985,"English singer-songwriter, musician, producer",George_Michael,George Michael,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/George_Michael.jpeg/225px-George_Michael.jpeg,225,320,"<p><b>Georgios Kyriacos Panayiotou</b>, known professionally as <b>George Michael</b>, was an English singer, songwriter, record producer, and philanthropist who rose to fame as a member of the music duo Wham! He was widely known for his work in the 1980s and 1990s, including hit singles such as &quot;Wake Me Up Before You Go-Go&quot; and &quot;Last Christmas&quot;, and albums such as <i>Faith</i> (1987) and <i>Listen Without Prejudice Vol. 1</i> (1990).</p>"
/wiki/Carrie_Fisher,Carrie Fisher,1956,2016,December 27,20161227,7949,6595,8721,0.00003189301018955123,0.00002665729736979488,0.000034661744779932916,3017099,0.01100808894681841,457.4827899924185,412.94842436996504,16203,13160.5,17646,0.00003239941663513047,0.00002693727514431352,0.00003530170978901354,5502016,0.010025938806763866,418.07043805326543,372.195730750456,57558,48147,62106.5,0.00003257142934201822,0.000027119714749458898,0.000035912540583999654,8989054,0.004790436721832896,186.70018900450702,176.64038011050528,314475,"American actress, screenwriter and novelist",Carrie_Fisher,Carrie Fisher,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Carrie_Fisher_2013-a_straightened.jpg/209px-Carrie_Fisher_2013-a_straightened.jpg,209,320,"<p><b>Carrie Frances Fisher</b> was an American actress, writer, and humorist. Fisher is known for playing Princess Leia in the <i>Star Wars</i> films, a role for which she was nominated for three Saturn Awards. Her other film credits include <i>Shampoo</i> (1975), <i>The Blues Brothers</i> (1980), <i>Hannah and Her Sisters</i> (1986), <i>The 'Burbs</i> (1989), <i>When Harry Met Sally...</i> (1989), <i>Soapdish</i> (1991), and <i>The Women</i> (2008). She was nominated twice for the Primetime Emmy Award for Outstanding Guest Actress in a Comedy Series for her performances on the television series <i>30 Rock</i> and <i>Catastrophe</i>. She was posthumously made a Disney Legend in 2017, and in 2018 she was awarded a posthumous Grammy Award for Best Spoken Word Album.</p>"
/wiki/Debbie_Reynolds,Debbie Reynolds,1932,2016,December 28,20161228,3623,2925,4037,0.000014615091833845917,0.000011523929075118071,0.00001603087309072004,3971598,0.014103423894090606,1357.811282051282,1223.8381373365148,7494,5938,8329.5,0.000014890422110435547,0.000011984926214973027,0.0000166832127641477,5037365,0.009055071210359228,848.3268777366117,755.5383360680629,27720,22200.5,29493,0.000015702362299145928,0.000012689119033002205,0.00001694673080956991,6283130,0.0033254667603567593,283.0174996058647,262.0723118529975,70315,"American actress, singer, and dancer",Debbie_Reynolds,Debbie Reynolds,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Debbie_Reynolds_6_Allan_Warren.jpg/302px-Debbie_Reynolds_6_Allan_Warren.jpg,302,320,"<p><b>Mary Frances &quot;Debbie&quot; Reynolds</b> was an American actress, singer, businesswoman, film historian, humanitarian, and mother of the actress and writer Carrie Fisher. She was nominated for the Golden Globe Award for Most Promising Newcomer for her portrayal of Helen Kane in the 1950 film <i>Three Little Words</i>, and her breakout role was her first leading role, as Kathy Selden in <i>Singin' in the Rain</i> (1952). Other successes include <i>The Affairs of Dobie Gillis</i> (1953), <i>Susan Slept Here</i> (1954), <i>Bundle of Joy</i>, <i>The Catered Affair</i>, and <i>Tammy and the Bachelor</i> (1957), in which her performance of the song &quot;Tammy&quot; reached number one on the <i>Billboard</i> music charts. In 1959, she released her first pop music album, titled <i>Debbie</i>.</p>"
/wiki/Om_Puri,Om Puri,1950,2017,January 6,20170106,1576.5,1510,1714,0.000006329367790092213,0.000005970852780599868,0.000006945551757654779,821451,0.0030346203976003606,544.0072847682119,508.23902532989337,3142,3046,3422,0.00000640918636298567,0.000005981906669160899,0.0000069736927622569335,1081222,0.001990577491601285,354.9645436638214,332.766390666625,11159,10829,12628,0.00000654414630209011,0.0000061783856904593625,0.00000729972850387708,1365620,0.0006939470200582728,126.10767383876627,112.31850111427374,1085325,Indian actor,Om_Puri,Om Puri,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/OmPuriSept10TIFF.jpg/206px-OmPuriSept10TIFF.jpg,206,320,"<p><b>Om Prakash Puri</b>, was an Indian actor who appeared in mainstream commercial Indian films, as well as independent and art films. He is best known for his author-backed roles in films like <i>Aakrosh</i> (1980), <i>Arohan</i> (1982), <i>Ardh Satya</i> and television films like <i>Sadgati</i> (1981) and <i>Tamas</i> (1987) and also light-hearted roles in <i>Jaane Bhi Do Yaaro</i> (1983) and <i>Chachi 420</i> (1997). He had various collaborations with director Shyam Benegal and Govind Nihalani. Puri also appeared in non-Indian productions in the United States, Britain and Pakistan.</p>"
/wiki/Miguel_Ferrer,Miguel Ferrer,1955,2017,January 19,20170119,2208,1318.5,3685,0.000008729786194056967,0.000005279283400405579,0.00001534833645177787,537366,0.001963248964074951,407.5585893060296,371.87792644814726,4687.5,2694,7530,0.000009182051215377308,0.000005403262697353334,0.000015067596307458108,692152,0.001247554984495513,256.92353377876765,230.889196837792,17756,9428,26696,0.000010162575089295597,0.000005308852332817115,0.000015848865279383976,946033,0.0004774528409227565,100.34291472210437,89.93522723759743,970710,American actor,Miguel_Ferrer,Miguel Ferrer,https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Miguel_Ferrer_2015.jpg/222px-Miguel_Ferrer_2015.jpg,222,320,"<p><b>Miguel José Ferrer</b> was an American actor and voice actor. His breakthrough role was the OCP Vice President Bob Morton in the 1987 film <i>RoboCop</i>. Other film roles include Quigley in <i>Blank Check</i> (1994), Harbinger in <i>Hot Shots! Part Deux</i> (1993), Shan Yu in <i>Mulan</i> (1998), Eduardo Ruiz in <i>Traffic</i> (2000) and Vice President Rodriguez in <i>Iron Man 3</i> (2013).</p>"
/wiki/John_Hurt,John Hurt,1940,2017,January 25,20170125,3168.5,2904,3488,0.000012550722246748716,0.000011503973385469041,0.000014171779229638153,1215078,0.004483410376501932,418.4152892561983,389.7271165600088,6259,5860,7059.5,0.000012626377508598652,0.000011609672048581194,0.000014425982376144538,1218420,0.0022581234021164212,207.92150170648463,194.5036339241283,22492,21047,25451,0.000012631380392713613,0.000011797494145499253,0.000014790180178838814,1568009,0.0007887041486500968,74.50035634532237,66.85353168418293,164390,British actor,John_Hurt,John Hurt,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/John_Hurt_by_Walterlan_Papetti.jpg/213px-John_Hurt_by_Walterlan_Papetti.jpg,213,320,<p><b>Sir John Vincent Hurt</b> was an English actor whose screen and stage career spanned more than 50 years. Hurt was regarded as one of Britain's finest actors; director David Lynch described him as &quot;simply the greatest actor in the world&quot;.</p>
/wiki/Mary_Tyler_Moore,Mary Tyler Moore,1936,2017,January 25,20170125,2647,2438,2833,0.000010559263558849836,0.000009757437148244403,0.000011433602945774297,946141,0.0032642366257236567,388.0808039376538,334.5383194511246,5437.5,4941,5704,0.000010775147305929381,0.000009872923716915206,0.000011402565087597419,1832940,0.0032036044354850192,370.9653916211293,324.48386388282404,19168,17598,21084.5,0.000010894256378816315,0.000009882754943028203,0.000012152938010997714,2533307,0.0012742463472494934,143.95425616547334,128.93634969148067,20833,"American actress, television producer",Mary_Tyler_Moore,Mary Tyler Moore,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Mary_Tyler_Moore_rework.jpg/244px-Mary_Tyler_Moore_rework.jpg,244,320,"<p><b>Mary Tyler Moore</b> was an American actress, known for her roles in the television sitcoms <i>The Mary Tyler Moore Show</i> (1970–1977), in which she starred as Mary Richards, a single woman working as a local news producer in Minneapolis, and <i>The Dick Van Dyke Show</i> (1961–1966), in which she played Laura Petrie, a former dancer turned Westchester homemaker, wife and mother. Her film work includes 1967's <i>Thoroughly Modern Millie</i> and 1980's <i>Ordinary People</i>, in which she played a role that was very different from the television characters she had portrayed, and for which she was nominated for an Academy Award for Best Actress.</p>"
/wiki/Bill_Paxton,Bill Paxton,1955,2017,February 25,20170225,3473.5,2183,8254.5,0.000013357924019976674,0.000008726947616447489,0.00003338273764007416,2622501,0.009095347025819015,1201.3289051763627,1042.214004891838,6561,4425,16662.5,0.000012877918042275531,0.000008814218601463592,0.00003434156890546358,2625791,0.0048065329093314145,593.3990960451978,545.3158273761551,22628,15444,59525,0.000011920977261350236,0.000008855434823588359,0.000034390522779388736,4766067,0.0024574281310599873,308.6031468531468,277.50507795665754,303960,"American actor, director and film producer",Bill_Paxton,Bill Paxton,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Bill_Paxton_2014.jpg/235px-Bill_Paxton_2014.jpg,235,320,"<p><b>William Archibald Paxton</b> was an American actor and director. He appeared in films such as <i>The Terminator</i> (1984), <i>Weird Science</i> (1985), <i>Aliens</i> (1986), <i>Predator 2</i> (1990), <i>Tombstone</i> (1993), <i>True Lies</i> (1994), <i>Apollo 13</i> (1995), <i>Twister</i> (1996), <i>Titanic</i> (1997), <i>U-571</i> (2000), <i>Vertical Limit</i> (2000), <i>Edge of Tomorrow</i> (2014), and <i>Nightcrawler</i> (2014). He also starred in the HBO drama series <i>Big Love</i> (2006–2011), earning three Golden Globe Award nominations during the show's run. He was nominated for a Primetime Emmy Award and a Screen Actors Guild Award for portraying Randall McCoy in the History channel miniseries <i>Hatfields &amp; McCoys</i> (2012). Paxton's final film appearance was in <i>The Circle</i> (2017), released two months after his death.</p>"
/wiki/Chuck_Berry,Chuck Berry,1926,2017,March 18,20170318,2892.5,3027.5,2684,0.000011545881416333037,0.00001204515204563354,0.000010840903297938038,912869,0.0033036776725476817,301.52568125516103,274.2744682700199,5839.5,6076,5405,0.000011662819135428698,0.00001214808611244854,0.000010853759142550131,1223140,0.002273969658090106,201.30678077682686,187.18748262410614,21045,21841,19051,0.000011939944122109878,0.00001239086197742297,0.000010944750337683077,1817917,0.0009696627649679072,83.23414678815072,78.25628005014515,45964,American rock-and-roll musician,Chuck_Berry,Chuck Berry,https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Chuck_Berry_1957.jpg/253px-Chuck_Berry_1957.jpg,253,320,"<p><b>Charles Edward Anderson Berry</b> was an American singer, songwriter, musician, and one of the pioneers of rock and roll music. With songs such as &quot;Maybellene&quot; (1955), &quot;Roll Over Beethoven&quot; (1956), &quot;Rock and Roll Music&quot; (1957) and &quot;Johnny B. Goode&quot; (1958), Berry refined and developed rhythm and blues into the major elements that made rock and roll distinctive. Writing lyrics that focused on teen life and consumerism, and developing a music style that included guitar solos and showmanship, Berry was a major influence on subsequent rock music.</p>"
