bin,timestamp_index,bin_death_index,pageid,timestamp,views,views_adjusted,share
83,583,79,405184,20170203,18403,16725,0.00000942
84,590,80,405184,20170210,16858,15430,0.00000877
85,597,81,405184,20170217,20253,18788,0.00001058
86,604,82,405184,20170224,17084,15522,0.00000881
87,611,83,405184,20170303,17179,15994,0.00000907
88,618,84,405184,20170310,15778,14877,0.00000845
89,625,85,405184,20170317,16759,15679,0.00000889
90,632,86,405184,20170324,19212,18825,0.00001072
91,639,87,405184,20170331,20576,20456,0.00001164
92,646,88,405184,20170407,16426,16602,0.00000941
93,653,89,405184,20170414,20945,20595,0.00001166
94,660,90,405184,20170421,17830,17711,0.00000992
95,667,91,405184,20170428,18049,17785,0.00001013
96,674,92,405184,20170505,15790,15659,0.00000885
97,681,93,405184,20170512,12741,12812,0.00000725
98,688,94,405184,20170519,12052,11997,0.00000677
99,695,95,405184,20170526,13301,13561,0.00000764
100,702,96,405184,20170602,12061,12419,0.00000705
101,709,97,405184,20170609,11826,12340,0.00000701
102,716,98,405184,20170616,11906,12715,0.00000721
103,723,99,405184,20170623,12967,14178,0.00000805
104,730,100,405184,20170630,14233,15579,0.00000885
105,737,101,405184,20170707,14505,15389,0.00000874
106,744,102,405184,20170714,14603,15609,0.00000885
107,751,103,405184,20170721,16620,17532,0.00000994
108,758,104,405184,20170728,24348,26196,0.00001500
109,765,105,405184,20170804,14697,15991,0.00000906
110,772,106,405184,20170811,17065,18553,0.00001053
111,779,107,405184,20170818,15426,16683,0.00000944
112,786,108,405184,20170825,15261,16650,0.00000944
113,793,109,405184,20170901,12641,13515,0.00000766
114,800,110,405184,20170908,12490,13418,0.00000764
115,807,111,405184,20170915,17736,18323,0.00001052
116,814,112,405184,20170922,13435,14187,0.00000804
117,821,113,405184,20170929,13541,14369,0.00000819
118,828,114,405184,20171006,12304,12654,0.00000718
119,835,115,405184,20171013,14365,14927,0.00000845
120,842,116,405184,20171020,14873,15278,0.00000860
121,849,117,405184,20171027,17804,18305,0.00001036
122,856,118,405184,20171103,22601,22742,0.00001291
123,863,119,405184,20171110,17690,17911,0.00001009
124,870,120,405184,20171117,16349,16794,0.00000944
125,877,121,405184,20171124,14011,14098,0.00000800
126,884,122,405184,20171201,13044,13322,0.00000752
127,891,123,405184,20171208,12883,13068,0.00000740
128,898,124,405184,20171215,13509,14476,0.00000821
129,905,125,405184,20171222,12550,13610,0.00000774
130,912,126,405184,20171229,16142,15951,0.00000902
131,919,127,405184,20180105,13866,12851,0.00000729
132,926,128,405184,20180112,15551,14220,0.00000804
133,933,129,405184,20180119,16753,15786,0.00000896
134,940,130,405184,20180126,62518,57555,0.00003355
135,947,131,405184,20180202,26176,25117,0.00001417
136,954,132,405184,20180209,19821,19190,0.00001090
137,961,133,405184,20180216,20709,19808,0.00001126
138,968,134,405184,20180223,35046,32607,0.00001889
139,975,135,405184,20180302,26474,25042,0.00001431
140,982,136,405184,20180309,19291,18485,0.00001049
141,989,137,405184,20180316,20105,19576,0.00001111
142,996,138,405184,20180323,24144,24013,0.00001363
143,1003,139,405184,20180330,20323,19945,0.00001135
144,1010,140,405184,20180406,53645,50976,0.00002941
145,1017,141,405184,20180413,47384,46353,0.00002635
146,1024,142,405184,20180420,23007,22866,0.00001295
147,1031,143,405184,20180427,18206,18543,0.00001051
148,1038,144,405184,20180504,15797,16146,0.00000913
149,1045,145,405184,20180511,14804,14866,0.00000844
150,1052,146,405184,20180518,21068,20357,0.00001169
151,1059,147,405184,20180525,12703,12931,0.00000734
152,1066,148,405184,20180601,12574,12967,0.00000736
153,1073,149,405184,20180608,13347,13625,0.00000774
154,1080,150,405184,20180615,15367,16010,0.00000912
155,1087,151,405184,20180622,15494,16261,0.00000922
156,1094,152,405184,20180629,13541,14133,0.00000804
0,4,-8,153147,20150705,9145,9289,0.00000525
1,11,-7,153147,20150712,8352,8502,0.00000481
2,18,-6,153147,20150719,8697,8849,0.00000501
3,25,-5,153147,20150726,9275,9421,0.00000533
4,32,-4,153147,20150802,9954,10388,0.00000589
5,39,-3,153147,20150809,9189,9421,0.00000535
6,46,-2,153147,20150816,8868,8962,0.00000509
7,53,-1,153147,20150823,8472,8562,0.00000486
8,60,0,153147,20150830,924980,892892,0.00052319
9,67,1,153147,20150906,95642,89278,0.00005131
10,74,2,153147,20150913,39621,39269,0.00002233
11,81,3,153147,20150920,37571,37529,0.00002155
12,88,4,153147,20150927,32071,33383,0.00001872
13,95,5,153147,20151004,31260,31574,0.00001787
14,102,6,153147,20151011,27710,27889,0.00001577
15,109,7,153147,20151018,27442,27265,0.00001540
16,116,8,153147,20151025,115512,120358,0.00006553
17,123,9,153147,20151101,80936,81144,0.00004592
18,130,10,153147,20151108,18531,18586,0.00001056
19,137,11,153147,20151115,13624,13688,0.00000773
20,144,12,153147,20151122,12707,13027,0.00000738
21,151,13,153147,20151129,12031,12114,0.00000683
22,158,14,153147,20151206,12100,11994,0.00000681
23,165,15,153147,20151213,12967,13578,0.00000764
24,172,16,153147,20151220,13072,14755,0.00000837
25,179,17,153147,20151227,21809,22810,0.00001286
26,186,18,153147,20160103,14113,13671,0.00000776
27,193,19,153147,20160110,13529,12846,0.00000726
28,200,20,153147,20160117,13645,13025,0.00000736
29,207,21,153147,20160124,11206,10684,0.00000605
30,214,22,153147,20160131,10306,9849,0.00000558
31,221,23,153147,20160207,10591,10349,0.00000585
32,228,24,153147,20160214,18576,17926,0.00001015
33,235,25,153147,20160221,10417,10110,0.00000573
34,242,26,153147,20160228,51606,46094,0.00002807
35,249,27,153147,20160306,12514,12475,0.00000709
36,256,28,153147,20160313,11443,11791,0.00000669
37,263,29,153147,20160320,10743,11393,0.00000646
38,270,30,153147,20160327,11105,11501,0.00000651
39,277,31,153147,20160403,14121,14271,0.00000811
40,284,32,153147,20160410,11321,11520,0.00000653
41,291,33,153147,20160417,11424,11570,0.00000655
42,298,34,153147,20160424,10706,10895,0.00000619
43,305,35,153147,20160501,11307,11707,0.00000662
44,312,36,153147,20160508,13620,14245,0.00000796
45,319,37,153147,20160515,14203,14422,0.00000819
46,326,38,153147,20160522,14492,15131,0.00000856
47,333,39,153147,20160529,14067,14600,0.00000830
48,340,40,153147,20160605,13763,14414,0.00000815
49,347,41,153147,20160612,11626,12080,0.00000686
50,354,42,153147,20160619,12810,13460,0.00000763
51,361,43,153147,20160626,12784,13304,0.00000755
52,368,44,153147,20160703,12696,13285,0.00000756
53,375,45,153147,20160710,11396,12076,0.00000685
54,382,46,153147,20160717,9958,9896,0.00000560
55,389,47,153147,20160724,11110,9968,0.00000566
56,396,48,153147,20160731,15147,13866,0.00000790
57,403,49,153147,20160807,10735,9673,0.00000548
58,410,50,153147,20160814,11278,11078,0.00000624
59,417,51,153147,20160821,11076,11091,0.00000628
60,424,52,153147,20160828,13560,13443,0.00000768
61,431,53,153147,20160904,10177,10252,0.00000582
62,438,54,153147,20160911,9716,9729,0.00000551
63,445,55,153147,20160918,9242,9145,0.00000518
64,452,56,153147,20160925,9526,9666,0.00000547
65,459,57,153147,20161002,12126,12051,0.00000682
66,466,58,153147,20161009,15301,15284,0.00000857
67,473,59,153147,20161016,15899,15532,0.00000882
68,480,60,153147,20161023,22858,23434,0.00001298
69,487,61,153147,20161030,24354,23720,0.00001343
70,494,62,153147,20161106,11030,10339,0.00000584
71,501,63,153147,20161113,10061,9398,0.00000533
72,508,64,153147,20161120,8522,8304,0.00000471
73,515,65,153147,20161127,21085,20690,0.00001133
74,522,66,153147,20161204,14734,14064,0.00000791
75,529,67,153147,20161211,9506,9512,0.00000537
76,536,68,153147,20161218,10279,10266,0.00000583
77,543,69,153147,20161225,11762,11281,0.00000644
78,550,70,153147,20170101,10563,9624,0.00000546
79,557,71,153147,20170108,12346,11050,0.00000627
80,564,72,153147,20170115,10125,8964,0.00000511
81,571,73,153147,20170122,9616,8503,0.00000483
82,578,74,153147,20170129,11122,10095,0.00000570
83,585,75,153147,20170205,9443,8529,0.00000484
84,592,76,153147,20170212,10609,9788,0.00000555
85,599,77,153147,20170219,10421,9594,0.00000543
86,606,78,153147,20170226,9863,9001,0.00000510
87,613,79,153147,20170305,9317,8705,0.00000493
88,620,80,153147,20170312,9066,8486,0.00000482
89,627,81,153147,20170319,8509,8109,0.00000459
90,634,82,153147,20170326,9108,9071,0.00000512
91,641,83,153147,20170402,9075,9047,0.00000512
92,648,84,153147,20170409,9529,9620,0.00000546
93,655,85,153147,20170416,8867,8679,0.00000491
94,662,86,153147,20170423,9469,9324,0.00000531
95,669,87,153147,20170430,9501,9323,0.00000530
96,676,88,153147,20170507,9099,9066,0.00000514
97,683,89,153147,20170514,8469,8450,0.00000480
98,690,90,153147,20170521,9490,9608,0.00000541
99,697,91,153147,20170528,13716,13763,0.00000784
100,704,92,153147,20170604,9344,9612,0.00000545
101,711,93,153147,20170611,9743,10312,0.00000583
102,718,94,153147,20170618,9001,9636,0.00000547
103,725,95,153147,20170625,9793,10750,0.00000610
104,732,96,153147,20170702,10641,11561,0.00000656
105,739,97,153147,20170709,10044,10690,0.00000605
106,746,98,153147,20170716,12095,12790,0.00000728
107,753,99,153147,20170723,9367,9968,0.00000566
108,760,100,153147,20170730,14186,15450,0.00000878
109,767,101,153147,20170806,9413,10171,0.00000577
110,774,102,153147,20170813,9282,10094,0.00000573
111,781,103,153147,20170820,8506,9202,0.00000522
112,788,104,153147,20170827,14877,16242,0.00000924
113,795,105,153147,20170903,10402,11046,0.00000627
114,802,106,153147,20170910,9996,10779,0.00000609
115,809,107,153147,20170917,10476,10936,0.00000620
116,816,108,153147,20170924,9202,9827,0.00000556
117,823,109,153147,20171001,12231,12895,0.00000729
118,830,110,153147,20171008,17493,18067,0.00001019
119,837,111,153147,20171015,17305,17901,0.00001018
120,844,112,153147,20171022,22689,23272,0.00001314
121,851,113,153147,20171029,21881,22215,0.00001266
122,858,114,153147,20171105,10553,10611,0.00000604
123,865,115,153147,20171112,8045,8080,0.00000459
124,872,116,153147,20171119,7248,7421,0.00000420
125,879,117,153147,20171126,8119,8230,0.00000464
126,886,118,153147,20171203,7152,7218,0.00000408
127,893,119,153147,20171210,6974,7217,0.00000407
128,900,120,153147,20171217,7227,7875,0.00000445
129,907,121,153147,20171224,8062,8465,0.00000480
130,914,122,153147,20171231,10955,10523,0.00000598
131,921,123,153147,20180107,9038,8475,0.00000480
132,928,124,153147,20180114,12568,11472,0.00000653
133,935,125,153147,20180121,9750,9170,0.00000520
134,942,126,153147,20180128,8768,8348,0.00000474
135,949,127,153147,20180204,8720,8334,0.00000472
136,956,128,153147,20180211,8542,8288,0.00000471
137,963,129,153147,20180218,8377,8016,0.00000454
138,970,130,153147,20180225,9896,9393,0.00000534
139,977,131,153147,20180304,8663,8288,0.00000470
140,984,132,153147,20180311,8072,7739,0.00000438
141,991,133,153147,20180318,8053,7865,0.00000447
142,998,134,153147,20180325,8266,8233,0.00000467
143,1005,135,153147,20180401,8730,8561,0.00000485
144,1012,136,153147,20180408,9034,8819,0.00000498
145,1019,137,153147,20180415,8001,7849,0.00000447
146,1026,138,153147,20180422,9269,9131,0.00000522
147,1033,139,153147,20180429,8168,8349,0.00000473
148,1040,140,153147,20180506,9090,9227,0.00000523
149,1047,141,153147,20180513,9043,8958,0.00000509
150,1054,142,153147,20180520,8823,8779,0.00000499
151,1061,143,153147,20180527,8785,8949,0.00000509
152,1068,144,153147,20180603,8732,8916,0.00000505
153,1075,145,153147,20180610,9089,9437,0.00000536
154,1082,146,153147,20180617,8455,8782,0.00000498
155,1089,147,153147,20180624,8275,8725,0.00000495
156,1096,148,153147,20180701,9905,10217,0.00000579
0,6,-11,43088,20150707,9915,10008,0.00000568
1,13,-10,43088,20150714,15799,16063,0.00000915
2,20,-9,43088,20150721,13493,13672,0.00000777
3,27,-8,43088,20150728,10695,11016,0.00000628
4,34,-7,43088,20150804,10146,10409,0.00000590
5,41,-6,43088,20150811,10464,10681,0.00000604
6,48,-5,43088,20150818,13876,14102,0.00000795
7,55,-4,43088,20150825,10018,10131,0.00000575
8,62,-3,43088,20150901,8916,8737,0.00000496
9,69,-2,43088,20150908,8722,8286,0.00000469
10,76,-1,43088,20150915,8959,9069,0.00000510
11,83,0,43088,20150922,935505,940155,0.00053986
12,90,1,43088,20150929,91685,93338,0.00005371
13,97,2,43088,20151006,25426,25437,0.00001448
14,104,3,43088,20151013,19541,19520,0.00001108
15,111,4,43088,20151020,16251,16073,0.00000912
16,118,5,43088,20151027,18400,18403,0.00001047
17,125,6,43088,20151103,12067,12043,0.00000681
18,132,7,43088,20151110,9246,9282,0.00000529
19,139,8,43088,20151117,10749,10710,0.00000611
20,146,9,43088,20151124,12001,12253,0.00000693
21,153,10,43088,20151201,8658,8705,0.00000492
22,160,11,43088,20151208,8226,8148,0.00000463
23,167,12,43088,20151215,9037,9641,0.00000548
24,174,13,43088,20151222,9918,11132,0.00000630
25,181,14,43088,20151229,11438,11716,0.00000655
26,188,15,43088,20160105,8785,8404,0.00000475
27,195,16,43088,20160112,7064,6761,0.00000384
28,202,17,43088,20160119,6978,6584,0.00000374
29,209,18,43088,20160126,6670,6349,0.00000360
30,216,19,43088,20160202,5958,5706,0.00000324
31,223,20,43088,20160209,6375,6272,0.00000354
32,230,21,43088,20160216,6553,6264,0.00000355
33,237,22,43088,20160223,8330,8109,0.00000457
34,244,23,43088,20160301,7249,7021,0.00000399
35,251,24,43088,20160308,6860,6921,0.00000393
36,258,25,43088,20160315,7305,7634,0.00000431
37,265,26,43088,20160322,17411,18571,0.00001040
38,272,27,43088,20160329,11607,11948,0.00000679
39,279,28,43088,20160405,10417,10516,0.00000596
40,286,29,43088,20160412,10938,11243,0.00000636
41,293,30,43088,20160419,9757,9793,0.00000555
42,300,31,43088,20160426,11430,11691,0.00000665
43,307,32,43088,20160503,10139,10492,0.00000594
44,314,33,43088,20160510,14766,15246,0.00000861
45,321,34,43088,20160517,9457,9593,0.00000545
46,328,35,43088,20160524,8796,9263,0.00000526
47,335,36,43088,20160531,9749,10058,0.00000571
48,342,37,43088,20160607,9204,9591,0.00000544
49,349,38,43088,20160614,7280,7615,0.00000431
50,356,39,43088,20160621,7397,7755,0.00000441
51,363,40,43088,20160628,8098,8447,0.00000480
52,370,41,43088,20160705,8141,8477,0.00000481
53,377,42,43088,20160712,11717,12564,0.00000712
54,384,43,43088,20160719,9121,8616,0.00000488
55,391,44,43088,20160726,7838,7029,0.00000398
56,398,45,43088,20160802,8445,7819,0.00000443
57,405,46,43088,20160809,8587,7741,0.00000436
58,412,47,43088,20160816,6572,6587,0.00000373
59,419,48,43088,20160823,7528,7565,0.00000428
60,426,49,43088,20160830,6836,6869,0.00000391
61,433,50,43088,20160906,6457,6480,0.00000367
62,440,51,43088,20160913,7263,7254,0.00000409
63,447,52,43088,20160920,9418,9349,0.00000531
64,454,53,43088,20160927,7552,7630,0.00000433
65,461,54,43088,20161004,7285,7246,0.00000410
66,468,55,43088,20161011,7369,7196,0.00000409
67,475,56,43088,20161018,8785,8617,0.00000490
68,482,57,43088,20161025,13344,13367,0.00000763
69,489,58,43088,20161101,12479,11863,0.00000676
70,496,59,43088,20161108,6213,5726,0.00000325
71,503,60,43088,20161115,5732,5429,0.00000308
72,510,61,43088,20161122,7277,7082,0.00000401
73,517,62,43088,20161129,6153,5841,0.00000331
74,524,63,43088,20161206,6107,5795,0.00000330
75,531,64,43088,20161213,5302,5281,0.00000299
76,538,65,43088,20161220,5340,5456,0.00000309
77,545,66,43088,20161227,5977,5645,0.00000319
78,552,67,43088,20170103,5913,5277,0.00000299
79,559,68,43088,20170110,6702,6010,0.00000340
80,566,69,43088,20170117,7889,7007,0.00000397
81,573,70,43088,20170124,7330,6516,0.00000368
82,580,71,43088,20170131,7548,6815,0.00000388
83,587,72,43088,20170207,11581,10563,0.00000595
84,594,73,43088,20170214,7063,6530,0.00000371
85,601,74,43088,20170221,7023,6398,0.00000361
86,608,75,43088,20170228,6432,5978,0.00000339
87,615,76,43088,20170307,6455,6033,0.00000343
88,622,77,43088,20170314,7421,6953,0.00000395
89,629,78,43088,20170321,8639,8388,0.00000474
90,636,79,43088,20170328,8024,7941,0.00000452
91,643,80,43088,20170404,8353,8344,0.00000474
92,650,81,43088,20170411,10135,10141,0.00000577
93,657,82,43088,20170418,8576,8345,0.00000473
94,664,83,43088,20170425,10018,9963,0.00000563
95,671,84,43088,20170502,10238,10044,0.00000572
96,678,85,43088,20170509,30503,31229,0.00001734
97,685,86,43088,20170516,10463,10310,0.00000584
98,692,87,43088,20170523,9611,9840,0.00000562
99,699,88,43088,20170530,9075,9149,0.00000519
100,706,89,43088,20170606,8505,8751,0.00000496
101,713,90,43088,20170613,7325,7819,0.00000443
102,720,91,43088,20170620,8265,8930,0.00000506
103,727,92,43088,20170627,7313,8059,0.00000457
104,734,93,43088,20170704,9365,10046,0.00000569
105,741,94,43088,20170711,10469,11117,0.00000632
106,748,95,43088,20170718,7661,8088,0.00000459
107,755,96,43088,20170725,8743,9419,0.00000534
108,762,97,43088,20170801,7888,8613,0.00000489
109,769,98,43088,20170808,7589,8225,0.00000466
110,776,99,43088,20170815,7680,8283,0.00000470
111,783,100,43088,20170822,6586,7168,0.00000406
112,790,101,43088,20170829,6353,6903,0.00000392
113,797,102,43088,20170905,5440,5790,0.00000329
114,804,103,43088,20170912,6327,6739,0.00000381
115,811,104,43088,20170919,7039,7425,0.00000419
116,818,105,43088,20170926,6451,6917,0.00000392
117,825,106,43088,20171003,8960,9293,0.00000528
118,832,107,43088,20171010,11152,11507,0.00000649
119,839,108,43088,20171017,14146,14658,0.00000829
120,846,109,43088,20171024,11399,11640,0.00000660
121,853,110,43088,20171031,10046,10178,0.00000579
122,860,111,43088,20171107,7867,7929,0.00000450
123,867,112,43088,20171114,5786,5810,0.00000329
124,874,113,43088,20171121,5629,5750,0.00000326
125,881,114,43088,20171128,5943,6077,0.00000344
126,888,115,43088,20171205,5703,5702,0.00000323
127,895,116,43088,20171212,5632,5871,0.00000333
128,902,117,43088,20171219,4949,5503,0.00000313
129,909,118,43088,20171226,5419,5534,0.00000314
130,916,119,43088,20180102,5566,5163,0.00000293
131,923,120,43088,20180109,6154,5693,0.00000324
132,930,121,43088,20180116,6140,5679,0.00000322
133,937,122,43088,20180123,6827,6430,0.00000364
134,944,123,43088,20180130,6852,6547,0.00000372
135,951,124,43088,20180206,6271,6002,0.00000341
136,958,125,43088,20180213,6238,6046,0.00000344
137,965,126,43088,20180220,6590,6260,0.00000354
138,972,127,43088,20180227,6793,6475,0.00000367
139,979,128,43088,20180306,7284,7027,0.00000398
140,986,129,43088,20180313,6445,6182,0.00000351
141,993,130,43088,20180320,6770,6668,0.00000378
142,1000,131,43088,20180327,9234,9225,0.00000521
143,1007,132,43088,20180403,12873,12521,0.00000708
144,1014,133,43088,20180410,9426,9148,0.00000519
145,1021,134,43088,20180417,8747,8729,0.00000496
146,1028,135,43088,20180424,8153,8115,0.00000462
147,1035,136,43088,20180501,8970,9168,0.00000520
148,1042,137,43088,20180508,17620,18162,0.00001010
149,1049,138,43088,20180515,8654,8461,0.00000479
150,1056,139,43088,20180522,8298,8446,0.00000479
151,1063,140,43088,20180529,8289,8494,0.00000482
152,1070,141,43088,20180605,10248,10403,0.00000591
153,1077,142,43088,20180612,9990,10385,0.00000592
154,1084,143,43088,20180619,8851,9225,0.00000523
155,1091,144,43088,20180626,8701,9153,0.00000519
0,3,-16,235309,20150704,13046,13294,0.00000751
1,10,-15,235309,20150711,11793,12026,0.00000678
2,17,-14,235309,20150718,28050,28576,0.00001624
3,24,-13,235309,20150725,11542,11646,0.00000660
4,31,-12,235309,20150801,13121,13778,0.00000778
5,38,-11,235309,20150808,12250,12569,0.00000713
6,45,-10,235309,20150815,57696,58162,0.00003311
7,52,-9,235309,20150822,17071,17310,0.00000979
8,59,-8,235309,20150829,11666,11801,0.00000664
9,66,-7,235309,20150905,16411,15811,0.00000884
10,73,-6,235309,20150912,10123,9907,0.00000565
11,80,-5,235309,20150919,11117,11336,0.00000636
12,87,-4,235309,20150926,15640,16489,0.00000912
13,94,-3,235309,20151003,14670,14725,0.00000842
14,101,-2,235309,20151010,16765,16784,0.00000953
15,108,-1,235309,20151017,14403,14359,0.00000811
16,115,0,235309,20151024,704749,718803,0.00039921
17,122,1,235309,20151031,55299,56725,0.00003141
18,129,2,235309,20151107,64597,64387,0.00003677
19,136,3,235309,20151114,31673,32248,0.00001799
20,143,4,235309,20151121,57861,61354,0.00003376
21,150,5,235309,20151128,18739,18710,0.00001058
22,157,6,235309,20151205,34327,33954,0.00001935
23,164,7,235309,20151212,29044,29830,0.00001695
24,171,8,235309,20151219,61009,69361,0.00003930
25,178,9,235309,20151226,35242,37685,0.00002121
26,185,10,235309,20160102,19048,18276,0.00001039
27,192,11,235309,20160109,12494,11869,0.00000670
28,199,12,235309,20160116,12891,12287,0.00000697
29,206,13,235309,20160123,12054,11471,0.00000650
30,213,14,235309,20160130,13975,13200,0.00000754
31,220,15,235309,20160206,11430,11140,0.00000631
32,227,16,235309,20160213,18213,17698,0.00000997
33,234,17,235309,20160220,15146,14781,0.00000830
34,241,18,235309,20160227,34297,31137,0.00001873
35,248,19,235309,20160305,10993,10878,0.00000618
36,255,20,235309,20160312,15028,15621,0.00000875
37,262,21,235309,20160319,11745,12560,0.00000709
38,269,22,235309,20160326,11289,11712,0.00000661
39,276,23,235309,20160402,16345,16496,0.00000941
40,283,24,235309,20160409,10583,10705,0.00000608
41,290,25,235309,20160416,9318,9488,0.00000537
42,297,26,235309,20160423,9000,9125,0.00000517
43,304,27,235309,20160430,10517,10750,0.00000616
44,311,28,235309,20160507,12226,12719,0.00000716
45,318,29,235309,20160514,13850,14155,0.00000802
46,325,30,235309,20160521,15443,16053,0.00000905
47,332,31,235309,20160528,12272,12959,0.00000728
48,339,32,235309,20160604,9343,9710,0.00000553
49,346,33,235309,20160611,20096,21305,0.00001181
50,353,34,235309,20160618,9408,9904,0.00000561
51,360,35,235309,20160625,20531,21341,0.00001212
52,367,36,235309,20160702,19448,20463,0.00001158
53,374,37,235309,20160709,11743,12330,0.00000703
54,381,38,235309,20160716,9625,9877,0.00000555
55,388,39,235309,20160723,13149,11691,0.00000670
56,395,40,235309,20160730,12630,11505,0.00000658
57,402,41,235309,20160806,8658,7817,0.00000443
58,409,42,235309,20160813,14037,13579,0.00000761
59,416,43,235309,20160820,11524,11464,0.00000654
60,423,44,235309,20160827,12406,12400,0.00000702
61,430,45,235309,20160903,12382,12585,0.00000711
62,437,46,235309,20160910,9614,9570,0.00000542
63,444,47,235309,20160917,9893,9804,0.00000554
64,451,48,235309,20160924,8807,8934,0.00000506
65,458,49,235309,20161001,15394,15414,0.00000868
66,465,50,235309,20161008,14342,14237,0.00000806
67,472,51,235309,20161015,13062,12660,0.00000722
68,479,52,235309,20161022,14282,14133,0.00000807
69,486,53,235309,20161029,17700,17396,0.00000988
70,493,54,235309,20161105,13420,12634,0.00000713
71,500,55,235309,20161112,13841,12902,0.00000728
72,507,56,235309,20161119,21520,21500,0.00001197
73,514,57,235309,20161126,20720,19613,0.00001112
74,521,58,235309,20161203,18055,17021,0.00000965
75,528,59,235309,20161210,16138,16007,0.00000904
76,535,60,235309,20161217,24762,25015,0.00001409
77,542,61,235309,20161224,35900,35465,0.00001971
78,549,62,235309,20161231,28881,26501,0.00001518
79,556,63,235309,20170107,27634,24684,0.00001402
80,563,64,235309,20170114,20073,17805,0.00001010
81,570,65,235309,20170121,16047,14268,0.00000808
82,577,66,235309,20170128,33495,30024,0.00001706
