bin,timestamp_index,bin_death_index,pageid,timestamp,views,views_adjusted,share
22,155,-6,39879,20151203,32849,32739,0.00001857
23,162,-5,39879,20151210,37094,37521,0.00002123
24,169,-4,39879,20151217,46053,50448,0.00002865
25,176,-3,39879,20151224,63945,70621,0.00003970
26,183,-2,39879,20151231,46222,46061,0.00002596
27,190,-1,39879,20160107,32860,31445,0.00001766
28,197,0,39879,20160114,5467390,5270447,0.00296355
29,204,1,39879,20160121,225441,215368,0.00012105
30,211,2,39879,20160128,142659,135722,0.00007702
31,218,3,39879,20160204,92935,90323,0.00005095
32,225,4,39879,20160211,82360,79811,0.00004530
33,232,5,39879,20160218,85047,81565,0.00004647
34,239,6,39879,20160225,160977,146342,0.00008829
35,246,7,39879,20160303,80738,78933,0.00004475
36,253,8,39879,20160310,62104,63590,0.00003593
37,260,9,39879,20160317,62704,66344,0.00003754
38,267,10,39879,20160324,74677,77682,0.00004394
39,274,11,39879,20160331,99574,102516,0.00005791
40,281,12,39879,20160407,123703,125892,0.00007089
41,288,13,39879,20160414,85595,88959,0.00004998
42,295,14,39879,20160421,102136,102466,0.00005797
43,302,15,39879,20160428,65427,67596,0.00003815
44,309,16,39879,20160505,62666,64687,0.00003668
45,316,17,39879,20160512,60308,61843,0.00003505
46,323,18,39879,20160519,60118,61647,0.00003491
47,330,19,39879,20160526,104153,109769,0.00006201
48,337,20,39879,20160602,68418,71568,0.00004039
49,344,21,39879,20160609,78642,81497,0.00004619
50,351,22,39879,20160616,72847,77088,0.00004351
51,358,23,39879,20160623,62224,65266,0.00003694
52,365,24,39879,20160630,80694,84365,0.00004757
53,372,25,39879,20160707,69683,73742,0.00004167
54,379,26,39879,20160714,72552,77494,0.00004363
55,386,27,39879,20160721,70984,64479,0.00003646
56,393,28,39879,20160728,87841,79222,0.00004513
57,400,29,39879,20160804,71875,66320,0.00003739
58,407,30,39879,20160811,61228,56271,0.00003190
59,414,31,39879,20160818,63442,64147,0.00003624
60,421,32,39879,20160825,68029,67848,0.00003846
61,428,33,39879,20160901,91447,92489,0.00005260
62,435,34,39879,20160908,61508,61643,0.00003480
63,442,35,39879,20160915,71646,70704,0.00004045
64,449,36,39879,20160922,60444,60880,0.00003426
65,456,37,39879,20160929,56572,57188,0.00003215
66,463,38,39879,20161006,50181,50269,0.00002833
67,470,39,39879,20161013,69182,67366,0.00003815
68,477,40,39879,20161020,64637,64422,0.00003627
69,484,41,39879,20161027,62888,63606,0.00003581
70,491,42,39879,20161103,60054,56953,0.00003207
71,498,43,39879,20161110,75395,69797,0.00003951
72,505,44,39879,20161117,90540,86937,0.00004920
73,512,45,39879,20161124,95152,91595,0.00005178
74,519,46,39879,20161201,85697,81582,0.00004611
75,526,47,39879,20161208,111006,107560,0.00006085
76,533,48,39879,20161215,120500,120085,0.00006830
77,540,49,39879,20161222,279865,277047,0.00015918
78,547,50,39879,20161229,275895,261914,0.00014571
79,554,51,39879,20170105,85513,76470,0.00004339
80,561,52,39879,20170112,140089,125181,0.00007063
81,568,53,39879,20170119,58058,51760,0.00002930
82,575,54,39879,20170126,58272,51834,0.00002934
83,582,55,39879,20170202,55606,50472,0.00002857
84,589,56,39879,20170209,48042,43842,0.00002488
85,596,57,39879,20170216,67013,61545,0.00003496
86,603,58,39879,20170223,62259,56655,0.00003212
87,610,59,39879,20170302,52586,48918,0.00002781
88,617,60,39879,20170309,45657,43003,0.00002434
89,624,61,39879,20170316,41818,38999,0.00002215
90,631,62,39879,20170323,49545,48928,0.00002755
91,638,63,39879,20170330,36112,36166,0.00002042
92,645,64,39879,20170406,36641,37102,0.00002093
93,652,65,39879,20170413,38501,38178,0.00002156
94,659,66,39879,20170420,33331,32664,0.00001851
95,666,67,39879,20170427,54018,53345,0.00003031
96,673,68,39879,20170504,40668,40310,0.00002275
97,680,69,39879,20170511,34480,34830,0.00001968
98,687,70,39879,20170518,33486,33041,0.00001865
99,694,71,39879,20170525,44925,46140,0.00002583
100,701,72,39879,20170601,34912,36085,0.00002043
101,708,73,39879,20170608,42164,43839,0.00002486
102,715,74,39879,20170615,36562,39223,0.00002211
103,722,75,39879,20170622,51246,55935,0.00003176
104,729,76,39879,20170629,42547,46857,0.00002651
105,736,77,39879,20170706,37079,39520,0.00002235
106,743,78,39879,20170713,41094,44173,0.00002493
107,750,79,39879,20170720,51106,53820,0.00003049
108,757,80,39879,20170727,51386,55666,0.00003160
109,764,81,39879,20170803,42356,46305,0.00002616
110,771,82,39879,20170810,40570,44193,0.00002502
111,778,83,39879,20170817,40474,43575,0.00002474
112,785,84,39879,20170824,37096,40488,0.00002292
113,792,85,39879,20170831,46366,49617,0.00002825
114,799,86,39879,20170907,33025,35628,0.00002016
115,806,87,39879,20170914,36191,38165,0.00002155
116,813,88,39879,20170921,34381,36351,0.00002054
117,820,89,39879,20170928,32006,34273,0.00001935
118,827,90,39879,20171005,36042,37286,0.00002107
119,834,91,39879,20171012,40543,41985,0.00002379
120,841,92,39879,20171019,36964,38003,0.00002143
121,848,93,39879,20171026,37118,38305,0.00002171
122,855,94,39879,20171102,53833,54327,0.00003066
123,862,95,39879,20171109,40657,41133,0.00002324
124,869,96,39879,20171116,46037,46651,0.00002629
125,876,97,39879,20171123,57813,58846,0.00003326
126,883,98,39879,20171130,54504,56155,0.00003165
127,890,99,39879,20171207,50438,50812,0.00002872
128,897,100,39879,20171214,71098,75714,0.00004287
129,904,101,39879,20171221,139318,154319,0.00008722
130,911,102,39879,20171228,118047,117893,0.00006630
131,918,103,39879,20180104,72573,67571,0.00003832
132,925,104,39879,20180111,85518,77547,0.00004459
133,932,105,39879,20180118,58427,54488,0.00003086
134,939,106,39879,20180125,49435,46593,0.00002645
135,946,107,39879,20180201,39976,38404,0.00002169
136,953,108,39879,20180208,38001,36625,0.00002080
137,960,109,39879,20180215,56367,53858,0.00003076
138,967,110,39879,20180222,47376,45172,0.00002551
139,974,111,39879,20180301,53032,50800,0.00002867
140,981,112,39879,20180308,42105,40366,0.00002289
141,988,113,39879,20180315,42248,41080,0.00002332
142,995,114,39879,20180322,41057,40579,0.00002302
143,1002,115,39879,20180329,48362,47877,0.00002710
144,1009,116,39879,20180405,39860,38573,0.00002192
145,1016,117,39879,20180412,39843,39011,0.00002202
146,1023,118,39879,20180419,37606,37585,0.00002123
147,1030,119,39879,20180426,38915,39548,0.00002239
148,1037,120,39879,20180503,36778,37639,0.00002129
149,1044,121,39879,20180510,38728,39083,0.00002210
150,1051,122,39879,20180517,36138,35090,0.00001997
151,1058,123,39879,20180524,64254,64590,0.00003714
152,1065,124,39879,20180531,39439,40878,0.00002313
153,1072,125,39879,20180607,39033,39841,0.00002254
154,1079,126,39879,20180614,34046,35605,0.00002016
155,1086,127,39879,20180621,39108,41042,0.00002327
156,1093,128,39879,20180628,35920,37718,0.00002139
0,5,-28,536880,20150706,10325,10449,0.00000589
1,12,-27,536880,20150713,13489,13762,0.00000780
2,19,-26,536880,20150720,14000,14233,0.00000806
3,26,-25,536880,20150727,12018,12203,0.00000694
4,33,-24,536880,20150803,9332,9679,0.00000549
5,40,-23,536880,20150810,9209,9447,0.00000536
6,47,-22,536880,20150817,9714,9808,0.00000556
7,54,-21,536880,20150824,10796,11034,0.00000621
8,61,-20,536880,20150831,9766,9684,0.00000548
9,68,-19,536880,20150907,9089,8574,0.00000486
10,75,-18,536880,20150914,10751,10794,0.00000610
11,82,-17,536880,20150921,11410,11590,0.00000657
12,89,-16,536880,20150928,10412,10771,0.00000608
13,96,-15,536880,20151005,8737,8836,0.00000499
14,103,-14,536880,20151012,8321,8359,0.00000472
15,110,-13,536880,20151019,8819,8752,0.00000494
16,117,-12,536880,20151026,8810,8852,0.00000502
17,124,-11,536880,20151102,12802,12867,0.00000723
18,131,-10,536880,20151109,9198,9270,0.00000524
19,138,-9,536880,20151116,8337,8386,0.00000474
20,145,-8,536880,20151123,9305,9509,0.00000539
21,152,-7,536880,20151130,8349,8413,0.00000475
22,159,-6,536880,20151207,12597,12459,0.00000708
23,166,-5,536880,20151214,8161,8624,0.00000488
24,173,-4,536880,20151221,8428,9481,0.00000537
25,180,-3,536880,20151228,18799,19331,0.00001089
26,187,-2,536880,20160104,9817,9499,0.00000539
27,194,-1,536880,20160111,9666,9191,0.00000519
28,201,0,536880,20160118,1981787,1833939,0.00106624
29,208,1,536880,20160125,238235,223099,0.00012855
30,215,2,536880,20160201,94114,89731,0.00005122
31,222,3,536880,20160208,60881,59739,0.00003371
32,229,4,536880,20160215,187190,173240,0.00010186
33,236,5,536880,20160222,43984,43002,0.00002429
34,243,6,536880,20160229,32572,31167,0.00001770
35,250,7,536880,20160307,36325,36448,0.00002073
36,257,8,536880,20160314,30621,31647,0.00001797
37,264,9,536880,20160321,25792,27324,0.00001549
38,271,10,536880,20160328,25468,26295,0.00001489
39,278,11,536880,20160404,24815,25004,0.00001421
40,285,12,536880,20160411,20688,21220,0.00001199
41,292,13,536880,20160418,39926,40421,0.00002278
42,299,14,536880,20160425,26377,27109,0.00001533
43,306,15,536880,20160502,21702,22445,0.00001271
44,313,16,536880,20160509,21174,21850,0.00001234
45,320,17,536880,20160516,22299,22682,0.00001286
46,327,18,536880,20160523,21181,22271,0.00001259
47,334,19,536880,20160530,23710,24613,0.00001390
48,341,20,536880,20160606,20079,21020,0.00001191
49,348,21,536880,20160613,19320,20250,0.00001143
50,355,22,536880,20160620,21164,22257,0.00001258
51,362,23,536880,20160627,18814,19693,0.00001114
52,369,24,536880,20160704,19142,19970,0.00001135
53,376,25,536880,20160711,17947,19188,0.00001085
54,383,26,536880,20160718,18790,18149,0.00001031
55,390,27,536880,20160725,18305,16442,0.00000931
56,397,28,536880,20160801,18021,16681,0.00000945
57,404,29,536880,20160808,17739,15939,0.00000902
58,411,30,536880,20160815,20069,20017,0.00001124
59,418,31,536880,20160822,20566,20712,0.00001170
60,425,32,536880,20160829,21686,21861,0.00001231
61,432,33,536880,20160905,19677,19733,0.00001120
62,439,34,536880,20160912,18239,18313,0.00001034
63,446,35,536880,20160919,22236,21867,0.00001251
64,453,36,536880,20160926,26473,26710,0.00001517
65,460,37,536880,20161003,19029,18924,0.00001068
66,467,38,536880,20161010,17216,16995,0.00000962
67,474,39,536880,20161017,16756,16530,0.00000932
68,481,40,536880,20161024,16122,16236,0.00000918
69,488,41,536880,20161031,19369,18619,0.00001058
70,495,42,536880,20161107,16853,15676,0.00000888
71,502,43,536880,20161114,22784,21591,0.00001215
72,509,44,536880,20161121,23144,22504,0.00001274
73,516,45,536880,20161128,30057,28621,0.00001619
74,523,46,536880,20161205,45417,43466,0.00002448
75,530,47,536880,20161212,26672,26620,0.00001507
76,537,48,536880,20161219,36734,37871,0.00002109
77,544,49,536880,20161226,141622,133519,0.00007667
78,551,50,536880,20170102,39681,35418,0.00002017
79,558,51,536880,20170109,32933,29484,0.00001674
80,565,52,536880,20170116,45297,40340,0.00002280
81,572,53,536880,20170123,22705,20120,0.00001141
82,579,54,536880,20170130,22271,20206,0.00001144
83,586,55,536880,20170206,22667,20548,0.00001162
84,593,56,536880,20170213,25411,23233,0.00001333
85,600,57,536880,20170220,24279,22221,0.00001260
86,607,58,536880,20170227,22735,21047,0.00001184
87,614,59,536880,20170306,21506,20060,0.00001137
88,621,60,536880,20170313,19847,18620,0.00001056
89,628,61,536880,20170320,19380,18699,0.00001055
90,635,62,536880,20170327,19938,19954,0.00001126
91,642,63,536880,20170403,18461,18403,0.00001042
92,649,64,536880,20170410,18626,18813,0.00001066
93,656,65,536880,20170417,18623,18154,0.00001027
94,663,66,536880,20170424,19230,19109,0.00001083
95,670,67,536880,20170501,21759,21373,0.00001212
96,677,68,536880,20170508,17293,17361,0.00000982
97,684,69,536880,20170515,23544,23474,0.00001332
98,691,70,536880,20170522,17628,18037,0.00001011
99,698,71,536880,20170529,23187,23776,0.00001322
100,705,72,536880,20170605,18448,19047,0.00001077
101,712,73,536880,20170612,18447,19631,0.00001109
102,719,74,536880,20170619,18750,20211,0.00001141
103,726,75,536880,20170626,18087,19953,0.00001129
104,733,76,536880,20170703,20933,22597,0.00001282
105,740,77,536880,20170710,25084,26589,0.00001509
106,747,78,536880,20170717,27962,29528,0.00001680
107,754,79,536880,20170724,24691,26544,0.00001500
108,761,80,536880,20170731,25257,27705,0.00001565
109,768,81,536880,20170807,21022,22742,0.00001290
110,775,82,536880,20170814,29470,31755,0.00001809
111,782,83,536880,20170821,20392,22202,0.00001255
112,789,84,536880,20170828,18392,20100,0.00001140
113,796,85,536880,20170904,17834,18929,0.00001074
114,803,86,536880,20170911,17837,19148,0.00001084
115,810,87,536880,20170918,18740,19684,0.00001112
116,817,88,536880,20170925,20983,22628,0.00001274
117,824,89,536880,20171002,25507,26519,0.00001509
118,831,90,536880,20171009,20125,20718,0.00001171
119,838,91,536880,20171016,24758,25748,0.00001454
120,845,92,536880,20171023,23829,24444,0.00001378
121,852,93,536880,20171030,19416,19737,0.00001120
122,859,94,536880,20171106,22482,22551,0.00001288
123,866,95,536880,20171113,20803,21014,0.00001187
124,873,96,536880,20171120,28985,29753,0.00001680
125,880,97,536880,20171127,28004,28593,0.00001609
126,887,98,536880,20171204,25677,25795,0.00001460
127,894,99,536880,20171211,24379,25348,0.00001433
128,901,100,536880,20171218,21072,23236,0.00001311
129,908,101,536880,20171225,27433,28463,0.00001614
130,915,102,536880,20180101,26075,24655,0.00001395
131,922,103,536880,20180108,24564,22981,0.00001298
132,929,104,536880,20180115,38270,35457,0.00002002
133,936,105,536880,20180122,29874,28228,0.00001591
134,943,106,536880,20180129,26635,25426,0.00001442
135,950,107,536880,20180205,26470,25406,0.00001433
136,957,108,536880,20180212,21827,21237,0.00001204
137,964,109,536880,20180219,22088,21047,0.00001192
138,971,110,536880,20180226,22283,21349,0.00001207
139,978,111,536880,20180305,21575,20750,0.00001172
140,985,112,536880,20180312,26337,25343,0.00001432
141,992,113,536880,20180319,27979,27592,0.00001560
142,999,114,536880,20180326,25029,24942,0.00001416
143,1006,115,536880,20180402,20437,19872,0.00001126
144,1013,116,536880,20180409,28972,27942,0.00001594
145,1020,117,536880,20180416,27902,27716,0.00001571
146,1027,118,536880,20180423,20903,20914,0.00001182
147,1034,119,536880,20180430,18943,19436,0.00001100
148,1041,120,536880,20180507,23838,24298,0.00001368
149,1048,121,536880,20180514,24198,23762,0.00001346
150,1055,122,536880,20180521,22837,23060,0.00001308
151,1062,123,536880,20180528,20166,20701,0.00001169
152,1069,124,536880,20180604,21104,21504,0.00001218
153,1076,125,536880,20180611,23245,24535,0.00001375
154,1083,126,536880,20180618,28403,29487,0.00001674
155,1090,127,536880,20180625,27989,29558,0.00001673
156,1097,128,536880,20180702,23446,24010,0.00001363
0,4,-30,233249,20150705,2858,2900,0.00000164
1,11,-29,233249,20150712,3114,3169,0.00000179
2,18,-28,233249,20150719,2781,2827,0.00000160
3,25,-27,233249,20150726,2674,2717,0.00000154
4,32,-26,233249,20150802,3845,4020,0.00000227
5,39,-25,233249,20150809,3738,3823,0.00000218
6,46,-24,233249,20150816,3082,3113,0.00000177
7,53,-23,233249,20150823,3156,3214,0.00000181
8,60,-22,233249,20150830,9916,9866,0.00000561
9,67,-21,233249,20150906,10217,9685,0.00000548
10,74,-20,233249,20150913,7511,7524,0.00000423
11,81,-19,233249,20150920,7428,7514,0.00000426
12,88,-18,233249,20150927,3509,3606,0.00000205
13,95,-17,233249,20151004,5274,5238,0.00000301
14,102,-16,233249,20151011,3219,3272,0.00000183
15,109,-15,233249,20151018,5005,4936,0.00000281
16,116,-14,233249,20151025,7050,7004,0.00000400
17,123,-13,233249,20151101,3971,4046,0.00000225
18,130,-12,233249,20151108,24887,25969,0.00001419
19,137,-11,233249,20151115,6111,6094,0.00000347
20,144,-10,233249,20151122,4427,4540,0.00000257
21,151,-9,233249,20151129,3441,3435,0.00000195
22,158,-8,233249,20151206,5087,5069,0.00000286
23,165,-7,233249,20151213,4652,4838,0.00000274
24,172,-6,233249,20151220,3848,4400,0.00000246
25,179,-5,233249,20151227,3541,3687,0.00000209
26,186,-4,233249,20160103,3417,3322,0.00000188
27,193,-3,233249,20160110,3898,3681,0.00000209
28,200,-2,233249,20160117,3833,3651,0.00000207
29,207,-1,233249,20160124,4240,4017,0.00000229
30,214,0,233249,20160131,772498,713659,0.00041821
31,221,1,233249,20160207,40697,39109,0.00002248
32,228,2,233249,20160214,18250,17593,0.00000997
33,235,3,233249,20160221,14325,13939,0.00000788
34,242,4,233249,20160228,13267,12583,0.00000722
35,249,5,233249,20160306,11928,11887,0.00000676
36,256,6,233249,20160313,14597,15149,0.00000853
37,263,7,233249,20160320,10601,11220,0.00000637
38,270,8,233249,20160327,12360,12897,0.00000725
39,277,9,233249,20160403,7747,7852,0.00000445
40,284,10,233249,20160410,9493,9946,0.00000547
41,291,11,233249,20160417,25441,25452,0.00001460
42,298,12,233249,20160424,9448,9642,0.00000546
43,305,13,233249,20160501,6811,7055,0.00000399
44,312,14,233249,20160508,25684,27513,0.00001501
45,319,15,233249,20160515,15862,16090,0.00000914
46,326,16,233249,20160522,10284,10418,0.00000608
47,333,17,233249,20160529,5589,5842,0.00000330
48,340,18,233249,20160605,6231,6524,0.00000369
49,347,19,233249,20160612,5247,5485,0.00000309
50,354,20,233249,20160619,4512,4730,0.00000269
51,361,21,233249,20160626,4953,5171,0.00000292
52,368,22,233249,20160703,5239,5502,0.00000312
53,375,23,233249,20160710,4232,4484,0.00000254
54,382,24,233249,20160717,4197,4169,0.00000236
55,389,25,233249,20160724,6183,5528,0.00000315
56,396,26,233249,20160731,5280,4849,0.00000275
57,403,27,233249,20160807,4088,3684,0.00000209
58,410,28,233249,20160814,4716,4670,0.00000261
59,417,29,233249,20160821,6379,6371,0.00000362
60,424,30,233249,20160828,5964,5934,0.00000338
61,431,31,233249,20160904,9222,9258,0.00000528
62,438,32,233249,20160911,8819,8961,0.00000500
63,445,33,233249,20160918,40308,39941,0.00002259
64,452,34,233249,20160925,156049,159749,0.00008953
65,459,35,233249,20161002,18920,18695,0.00001065
66,466,36,233249,20161009,9277,9146,0.00000520
67,473,37,233249,20161016,8256,8204,0.00000458
68,480,38,233249,20161023,5984,6001,0.00000340
69,487,39,233249,20161030,7774,7560,0.00000429
70,494,40,233249,20161106,17697,16508,0.00000937
71,501,41,233249,20161113,90478,85315,0.00004790
72,508,42,233249,20161120,12331,11964,0.00000682
73,515,43,233249,20161127,7356,6978,0.00000395
74,522,44,233249,20161204,6429,6135,0.00000345
75,529,45,233249,20161211,8899,8851,0.00000502
76,536,46,233249,20161218,9217,9322,0.00000523
77,543,47,233249,20161225,26778,25883,0.00001465
78,550,48,233249,20170101,10445,9635,0.00000540
79,557,49,233249,20170108,5577,4985,0.00000283
80,564,50,233249,20170115,4475,3970,0.00000226
81,571,51,233249,20170122,4641,4120,0.00000233
82,578,52,233249,20170129,6094,5490,0.00000312
83,585,53,233249,20170205,4250,3823,0.00000218
84,592,54,233249,20170212,5038,4623,0.00000263
85,599,55,233249,20170219,4265,3925,0.00000222
86,606,56,233249,20170226,4474,4135,0.00000232
87,613,57,233249,20170305,4381,4104,0.00000232
88,620,58,233249,20170312,4342,4075,0.00000231
89,627,59,233249,20170319,7418,7206,0.00000400
90,634,60,233249,20170326,4947,4889,0.00000278
91,641,61,233249,20170402,4529,4502,0.00000256
92,648,62,233249,20170409,5078,5114,0.00000291
93,655,63,233249,20170416,4537,4431,0.00000251
94,662,64,233249,20170423,4197,4155,0.00000235
95,669,65,233249,20170430,4886,4817,0.00000273
96,676,66,233249,20170507,13758,14378,0.00000778
97,683,67,233249,20170514,8216,8201,0.00000465
98,690,68,233249,20170521,5375,5541,0.00000306
99,697,69,233249,20170528,4337,4416,0.00000248
100,704,70,233249,20170604,3855,3966,0.00000225
101,711,71,233249,20170611,3692,3898,0.00000221
102,718,72,233249,20170618,4893,5341,0.00000297
103,725,73,233249,20170625,4577,5013,0.00000285
104,732,74,233249,20170702,3803,4120,0.00000234
105,739,75,233249,20170709,3044,3236,0.00000183
106,746,76,233249,20170716,3658,3888,0.00000220
107,753,77,233249,20170723,3355,3579,0.00000203
108,760,78,233249,20170730,4556,4967,0.00000282
109,767,79,233249,20170806,3691,4010,0.00000226
110,774,80,233249,20170813,10385,11534,0.00000641
111,781,81,233249,20170820,4670,5010,0.00000286
112,788,82,233249,20170827,3486,3823,0.00000217
113,795,83,233249,20170903,4070,4325,0.00000245
114,802,84,233249,20170910,3492,3746,0.00000213
115,809,85,233249,20170917,4238,4457,0.00000251
116,816,86,233249,20170924,7577,8073,0.00000458
117,823,87,233249,20171001,4354,4593,0.00000260
118,830,88,233249,20171008,3514,3620,0.00000205
119,837,89,233249,20171015,3617,3743,0.00000213
120,844,90,233249,20171022,3408,3480,0.00000197
121,851,91,233249,20171029,5069,5204,0.00000293
122,858,92,233249,20171105,5838,5874,0.00000334
123,865,93,233249,20171112,20324,21266,0.00001159
124,872,94,233249,20171119,7839,7994,0.00000455
125,879,95,233249,20171126,7973,8012,0.00000456
126,886,96,233249,20171203,3753,3785,0.00000214
127,893,97,233249,20171210,7600,7802,0.00000443
128,900,98,233249,20171217,5095,5506,0.00000314
129,907,99,233249,20171224,5285,5580,0.00000315
130,914,100,233249,20171231,5235,5064,0.00000286
131,921,101,233249,20180107,4648,4317,0.00000247
132,928,102,233249,20180114,4636,4232,0.00000241
133,935,103,233249,20180121,4174,3922,0.00000223
134,942,104,233249,20180128,5095,4876,0.00000275
135,949,105,233249,20180204,3925,3740,0.00000212
136,956,106,233249,20180211,3850,3752,0.00000212
137,963,107,233249,20180218,4281,4124,0.00000232
138,970,108,233249,20180225,5255,5020,0.00000284
139,977,109,233249,20180304,5941,5590,0.00000322
140,984,110,233249,20180311,4912,4685,0.00000267
141,991,111,233249,20180318,4686,4583,0.00000260
142,998,112,233249,20180325,4305,4293,0.00000243
143,1005,113,233249,20180401,3795,3725,0.00000211
144,1012,114,233249,20180408,3639,3541,0.00000201
145,1019,115,233249,20180415,3820,3758,0.00000213
146,1026,116,233249,20180422,3442,3438,0.00000194
147,1033,117,233249,20180429,4189,4272,0.00000243
148,1040,118,233249,20180506,14641,15315,0.00000843
149,1047,119,233249,20180513,7087,7036,0.00000399
150,1054,120,233249,20180520,4729,4718,0.00000268
151,1061,121,233249,20180527,4661,4781,0.00000270
152,1068,122,233249,20180603,4839,4933,0.00000280
153,1075,123,233249,20180610,3627,3769,0.00000214
154,1082,124,233249,20180617,3811,3946,0.00000225
155,1089,125,233249,20180624,4375,4586,0.00000262
156,1096,126,233249,20180701,3096,3187,0.00000181
0,3,-32,166514,20150704,19916,20295,0.00001146
1,10,-31,166514,20150711,10227,10362,0.00000588
2,17,-30,166514,20150718,8485,8652,0.00000491
3,24,-29,166514,20150725,6486,6523,0.00000371
4,31,-28,166514,20150801,7003,7293,0.00000415
5,38,-27,166514,20150808,5854,5999,0.00000341
6,45,-26,166514,20150815,5968,6035,0.00000342
7,52,-25,166514,20150822,6384,6445,0.00000366
8,59,-24,166514,20150829,8191,8174,0.00000466
9,66,-23,166514,20150905,8284,7868,0.00000446
10,73,-22,166514,20150912,12315,12166,0.00000687
11,80,-21,166514,20150919,12352,12466,0.00000707
12,87,-20,166514,20150926,9396,9626,0.00000548
13,94,-19,166514,20151003,10270,10322,0.00000589
14,101,-18,166514,20151010,8374,8347,0.00000476
15,108,-17,166514,20151017,10210,10018,0.00000575
16,115,-16,166514,20151024,9966,9894,0.00000565
17,122,-15,166514,20151031,9251,9203,0.00000525
18,129,-14,166514,20151107,10466,10470,0.00000596
19,136,-13,166514,20151114,12171,12077,0.00000691
20,143,-12,166514,20151121,7629,7799,0.00000445
21,150,-11,166514,20151128,11311,11236,0.00000639
22,157,-10,166514,20151205,57615,57553,0.00003248
23,164,-9,166514,20151212,34334,35392,0.00002004
24,171,-8,166514,20151219,7502,8505,0.00000483
25,178,-7,166514,20151226,6664,7078,0.00000401
26,185,-6,166514,20160102,14294,13684,0.00000780
27,192,-5,166514,20160109,12250,11606,0.00000657
28,199,-4,166514,20160116,11432,10876,0.00000618
29,206,-3,166514,20160123,12153,11532,0.00000655
30,213,-2,166514,20160130,12799,12127,0.00000691
31,220,-1,166514,20160206,12115,11772,0.00000669
32,227,0,166514,20160213,2444531,2396778,0.00133777
33,234,1,166514,20160220,376976,373743,0.00020654
34,241,2,166514,20160227,75415,72712,0.00004118
35,248,3,166514,20160305,44707,44131,0.00002513
36,255,4,166514,20160312,71526,72787,0.00004162
37,262,5,166514,20160319,28849,30659,0.00001742
38,269,6,166514,20160326,25188,26061,0.00001476
39,276,7,166514,20160402,28923,29163,0.00001665
40,283,8,166514,20160409,17349,17538,0.00000996
41,290,9,166514,20160416,17455,17662,0.00001006
42,297,10,166514,20160423,16888,17094,0.00000970
43,304,11,166514,20160430,15080,15540,0.00000884
44,311,12,166514,20160507,14504,14906,0.00000849
45,318,13,166514,20160514,16499,16757,0.00000956
46,325,14,166514,20160521,11631,11989,0.00000681
47,332,15,166514,20160528,9542,9952,0.00000566
48,339,16,166514,20160604,11346,11842,0.00000671
49,346,17,166514,20160611,11382,11774,0.00000669
50,353,18,166514,20160618,15123,15891,0.00000903
51,360,19,166514,20160625,16617,17127,0.00000981
52,367,20,166514,20160702,10578,11074,0.00000630
53,374,21,166514,20160709,17706,18709,0.00001059
54,381,22,166514,20160716,12427,12485,0.00000717
55,388,23,166514,20160723,12104,10846,0.00000617
56,395,24,166514,20160730,11894,10910,0.00000620
57,402,25,166514,20160806,13210,11851,0.00000676
58,409,26,166514,20160813,9079,8724,0.00000493
59,416,27,166514,20160820,9919,9907,0.00000563
60,423,28,166514,20160827,9587,9569,0.00000543
61,430,29,166514,20160903,12232,12303,0.00000702
62,437,30,166514,20160910,10463,10376,0.00000590
63,444,31,166514,20160917,12237,12029,0.00000685
64,451,32,166514,20160924,13799,13941,0.00000792
65,458,33,166514,20161001,16223,16009,0.00000915
66,465,34,166514,20161008,66193,64754,0.00003722
67,472,35,166514,20161015,38689,37882,0.00002140
68,479,36,166514,20161022,26229,26185,0.00001483
69,486,37,166514,20161029,23457,23007,0.00001309
70,493,38,166514,20161105,72431,67058,0.00003850
71,500,39,166514,20161112,47711,44000,0.00002510
72,507,40,166514,20161119,20635,20190,0.00001147
73,514,41,166514,20161126,22281,20980,0.00001196
74,521,42,166514,20161203,15831,14878,0.00000846
75,528,43,166514,20161210,13216,13073,0.00000740
76,535,44,166514,20161217,10453,10490,0.00000595
77,542,45,166514,20161224,15708,15189,0.00000862
78,549,46,166514,20161231,14281,13267,0.00000750
79,556,47,166514,20170107,14264,12782,0.00000724
80,563,48,166514,20170114,17399,15514,0.00000875
81,570,49,166514,20170121,30103,26769,0.00001517
82,577,50,166514,20170128,211317,190320,0.00010761
83,584,51,166514,20170204,44351,40275,0.00002272
84,591,52,166514,20170211,25128,22880,0.00001311
85,598,53,166514,20170218,16726,15414,0.00000873
86,605,54,166514,20170225,29053,26588,0.00001498
87,612,55,166514,20170304,13199,12264,0.00000699
88,619,56,166514,20170311,12153,11452,0.00000650
89,626,57,166514,20170318,34725,32396,0.00001852
90,633,58,166514,20170325,18803,18533,0.00001051
91,640,59,166514,20170401,38270,38240,0.00002163
92,647,60,166514,20170408,40278,40491,0.00002310
93,654,61,166514,20170415,15606,15203,0.00000866
94,661,62,166514,20170422,12804,12591,0.00000715
95,668,63,166514,20170429,11954,11753,0.00000669
96,675,64,166514,20170506,10033,9922,0.00000565
97,682,65,166514,20170513,9701,9643,0.00000550
98,689,66,166514,20170520,8118,8091,0.00000459
99,696,67,166514,20170527,7054,7155,0.00000405
100,703,68,166514,20170603,7278,7459,0.00000424
101,710,69,166514,20170610,9377,9889,0.00000560
102,717,70,166514,20170617,8381,8943,0.00000508
