pageid,bin_death_index,ma,diff_percent
21181,82,2249,-0.34
21181,83,2275,-0.33
21181,84,2295,-0.32
21181,85,2281,-0.33
21181,86,2259,-0.33
21181,87,2231,-0.34
21181,88,2207,-0.35
21181,89,2144,-0.37
21181,90,2219,-0.35
21181,91,2207,-0.35
21181,92,2213,-0.35
21181,93,2428,-0.28
21181,94,2584,-0.24
21181,95,2908,-0.14
21181,96,2995,-0.12
21181,97,2964,-0.13
21181,98,2950,-0.13
21181,99,2911,-0.14
21181,100,2681,-0.21
21181,101,2541,-0.25
21181,102,2214,-0.35
21181,103,2113,-0.38
21181,104,2038,-0.40
21181,105,1999,-0.41
21181,106,1970,-0.42
21181,107,1963,-0.42
21181,108,1951,-0.42
21181,109,1928,-0.43
21181,110,1925,-0.43
21181,111,1952,-0.42
21181,112,1982,-0.42
21181,113,1999,-0.41
21181,114,2009,-0.41
21181,115,2027,-0.40
21181,116,2060,-0.39
21181,117,2069,-0.39
21181,118,2022,-0.40
21181,119,2137,-0.37
21181,120,2173,-0.36
26276416,30,2699,0.85
26276416,31,2661,0.82
26276416,32,2816,0.93
26276416,33,2755,0.89
26276416,34,2707,0.85
26276416,35,2701,0.85
26276416,36,2588,0.77
26276416,37,2559,0.75
26276416,38,2474,0.69
26276416,39,2256,0.54
26276416,40,2152,0.47
26276416,41,2122,0.45
26276416,42,2065,0.41
26276416,43,2056,0.41
26276416,44,1990,0.36
26276416,45,2014,0.38
26276416,46,1929,0.32
26276416,47,1901,0.30
26276416,48,1878,0.29
26276416,49,1866,0.28
26276416,50,1854,0.27
26276416,51,1917,0.31
26276416,52,1988,0.36
26276416,53,2011,0.38
26276416,54,2018,0.38
26276416,55,2025,0.39
26276416,56,2030,0.39
26276416,57,2160,0.48
26276416,58,2157,0.48
26276416,59,2123,0.45
26276416,60,2117,0.45
26276416,61,2171,0.49
26276416,62,2191,0.50
26276416,63,2185,0.50
26276416,64,2104,0.44
26276416,65,2225,0.52
26276416,66,2242,0.53
26276416,67,2255,0.54
26276416,68,2192,0.50
26276416,69,2172,0.49
26276416,70,2179,0.49
26276416,71,2141,0.47
26276416,72,2042,0.40
26276416,73,1997,0.37
26276416,74,1970,0.35
26276416,75,2075,0.42
26276416,76,2120,0.45
26276416,77,2122,0.45
26276416,78,2203,0.51
26276416,79,2166,0.48
26276416,80,2256,0.54
26276416,81,2351,0.61
26276416,82,2282,0.56
26276416,83,2246,0.54
26276416,84,2240,0.53
26276416,85,2219,0.52
26276416,86,2254,0.54
26276416,87,2156,0.48
26276416,88,2063,0.41
26276416,89,2076,0.42
26276416,90,2121,0.45
26276416,91,2126,0.46
26276416,92,2027,0.39
26276416,93,1984,0.36
26276416,94,1989,0.36
26276416,95,2349,0.61
26276416,96,2401,0.64
26276416,97,2355,0.61
26276416,98,2391,0.64
26276416,99,2719,0.86
26276416,100,3041,1.08
26276416,101,3166,1.17
26276416,102,2847,0.95
26276416,103,2800,0.92
26276416,104,2874,0.97
26276416,105,2928,1.00
26276416,106,2708,0.85
26276416,107,2347,0.61
26276416,108,2312,0.58
26276416,109,2425,0.66
26276416,110,2425,0.66
26276416,111,2349,0.61
26276416,112,2265,0.55
26276416,113,2176,0.49
26276416,114,2131,0.46
26276416,115,1994,0.36
26276416,116,1882,0.29
26276416,117,1816,0.24
26276416,118,1748,0.20
26276416,119,1670,0.14
26276416,120,1603,0.10
635632,30,6998,11.65
635632,31,6970,11.60
635632,32,6896,11.47
635632,33,7270,12.15
635632,34,7186,11.99
635632,35,6775,11.25
635632,36,5873,9.62
635632,37,5632,9.18
635632,38,5211,8.42
635632,39,4734,7.56
635632,40,4054,6.33
635632,41,3747,5.78
635632,42,3499,5.33
635632,43,3467,5.27
635632,44,3448,5.24
635632,45,3520,5.37
635632,46,3479,5.29
635632,47,3486,5.30
635632,48,3485,5.30
635632,49,3455,5.25
635632,50,3371,5.10
635632,51,3144,4.69
635632,52,2791,4.05
635632,53,2679,3.84
635632,54,2630,3.76
635632,55,2549,3.61
635632,56,2501,3.52
635632,57,2416,3.37
635632,58,2429,3.39
635632,59,2448,3.43
635632,60,2415,3.37
635632,61,2406,3.35
635632,62,2374,3.29
635632,63,2365,3.28
635632,64,2356,3.26
635632,65,2318,3.19
635632,66,2345,3.24
635632,67,2353,3.25
635632,68,2284,3.13
635632,69,2269,3.10
635632,70,2204,2.99
635632,71,2170,2.92
635632,72,2118,2.83
635632,73,1997,2.61
635632,74,1929,2.49
635632,75,1938,2.50
635632,76,2268,3.10
635632,77,2448,3.43
635632,78,2506,3.53
635632,79,2548,3.61
635632,80,2600,3.70
635632,81,2613,3.73
635632,82,2597,3.70
635632,83,2266,3.10
635632,84,2107,2.81
635632,85,2042,2.69
635632,86,1957,2.54
635632,87,1905,2.44
635632,88,1953,2.53
635632,89,1923,2.48
635632,90,1910,2.45
635632,91,1972,2.57
635632,92,1974,2.57
635632,93,1974,2.57
635632,94,1898,2.43
635632,95,1776,2.21
635632,96,1754,2.17
635632,97,1731,2.13
635632,98,1759,2.18
635632,99,1993,2.60
635632,100,2067,2.74
635632,101,2204,2.99
635632,102,2342,3.24
635632,103,2625,3.75
635632,104,2785,4.04
635632,105,2768,4.01
635632,106,2557,3.62
635632,107,2491,3.50
635632,108,2402,3.34
635632,109,2326,3.21
635632,110,2108,2.81
635632,111,1974,2.57
635632,112,1881,2.40
635632,113,1839,2.33
635632,114,1827,2.30
635632,115,2325,3.20
635632,116,2343,3.24
635632,117,2289,3.14
635632,118,2407,3.35
635632,119,2417,3.37
635632,120,2409,3.36
575345,30,3943,1.23
575345,31,3710,1.10
575345,32,3395,0.92
575345,33,3233,0.83
575345,34,3168,0.79
575345,35,3051,0.73
575345,36,3122,0.77
575345,37,3255,0.84
575345,38,3194,0.81
575345,39,3255,0.84
575345,40,3258,0.84
575345,41,3665,1.07
575345,42,4292,1.43
575345,43,4150,1.35
575345,44,4009,1.27
575345,45,3965,1.24
575345,46,3984,1.25
575345,47,4101,1.32
575345,48,3680,1.08
575345,49,2996,0.70
575345,50,2850,0.61
575345,51,2782,0.57
575345,52,2665,0.51
575345,53,2586,0.46
575345,54,2423,0.37
575345,55,2367,0.34
575345,56,2311,0.31
575345,57,2280,0.29
575345,58,2330,0.32
575345,59,2463,0.39
575345,60,2563,0.45
575345,61,2539,0.44
575345,62,2708,0.53
575345,63,2810,0.59
575345,64,2852,0.61
575345,65,2776,0.57
575345,66,2659,0.50
575345,67,2511,0.42
575345,68,2550,0.44
575345,69,2374,0.34
575345,70,2284,0.29
575345,71,2230,0.26
575345,72,2134,0.21
575345,73,2110,0.19
575345,74,2098,0.19
575345,75,2077,0.18
575345,76,3185,0.80
575345,77,3364,0.90
575345,78,3410,0.93
575345,79,3494,0.98
575345,80,3564,1.02
575345,81,3555,1.01
575345,82,3720,1.10
575345,83,2649,0.50
575345,84,2461,0.39
575345,85,2493,0.41
575345,86,2542,0.44
575345,87,2495,0.41
575345,88,2512,0.42
575345,89,2311,0.31
575345,90,2344,0.33
575345,91,2381,0.35
575345,92,2312,0.31
575345,93,2268,0.28
575345,94,2250,0.27
575345,95,2203,0.25
575345,96,2212,0.25
575345,97,2258,0.28
575345,98,2300,0.30
575345,99,2324,0.31
575345,100,2272,0.29
575345,101,2276,0.29
575345,102,2290,0.30
575345,103,2290,0.30
575345,104,2191,0.24
575345,105,2107,0.19
575345,106,2055,0.16
575345,107,2025,0.15
575345,108,2233,0.26
575345,109,2419,0.37
575345,110,2444,0.38
575345,111,2412,0.36
575345,112,2579,0.46
575345,113,2645,0.50
575345,114,2631,0.49
575345,115,2349,0.33
575345,116,2129,0.20
575345,117,2073,0.17
575345,118,2043,0.16
575345,119,1801,0.02
575345,120,1751,-0.01
169941,30,7284,3.79
169941,31,7062,3.65
169941,32,6832,3.49
169941,33,4011,1.64
169941,34,3686,1.43
169941,35,3569,1.35
169941,36,3489,1.30
169941,37,3467,1.28
169941,38,3436,1.26
169941,39,3357,1.21
169941,40,3260,1.14
169941,41,3220,1.12
169941,42,3076,1.02
169941,43,2912,0.92
169941,44,2805,0.85
169941,45,2662,0.75
169941,46,2753,0.81
169941,47,2821,0.86
169941,48,2696,0.77
169941,49,2616,0.72
169941,50,2591,0.70
169941,51,2616,0.72
169941,52,2756,0.81
169941,53,2803,0.84
169941,54,2782,0.83
169941,55,2758,0.81
169941,56,2765,0.82
169941,57,2760,0.82
169941,58,2734,0.80
169941,59,2566,0.69
169941,60,2349,0.55
169941,61,2212,0.46
169941,62,2241,0.47
169941,63,2265,0.49
169941,64,2479,0.63
169941,65,2447,0.61
169941,66,2518,0.66
169941,67,2493,0.64
169941,68,2540,0.67
169941,69,2470,0.63
169941,70,2418,0.59
169941,71,2170,0.43
169941,72,2132,0.40
169941,73,2028,0.33
169941,74,2036,0.34
169941,75,1944,0.28
169941,76,1937,0.27
169941,77,1933,0.27
169941,78,1936,0.27
169941,79,1917,0.26
169941,80,1910,0.26
169941,81,1851,0.22
169941,82,1924,0.27
169941,83,2019,0.33
169941,84,2005,0.32
169941,85,1996,0.31
169941,86,1940,0.28
169941,87,1907,0.25
169941,88,1891,0.24
169941,89,1866,0.23
169941,90,1822,0.20
169941,91,1809,0.19
169941,92,1800,0.18
169941,93,1792,0.18
169941,94,1768,0.16
169941,95,1751,0.15
169941,96,1727,0.14
169941,97,1653,0.09
169941,98,1646,0.08
169941,99,1624,0.07
169941,100,1638,0.08
169941,101,1665,0.10
169941,102,1758,0.16
169941,103,2201,0.45
169941,104,2211,0.45
169941,105,2191,0.44
169941,106,2168,0.43
169941,107,2154,0.42
169941,108,2152,0.42
169941,109,2004,0.32
169941,110,1481,-0.03
169941,111,1429,-0.06
169941,112,1432,-0.06
169941,113,1447,-0.05
169941,114,1445,-0.05
169941,115,1465,-0.04
169941,116,1501,-0.01
169941,117,2064,0.36
169941,118,2097,0.38
169941,119,2082,0.37
169941,120,2087,0.37
690102,30,10385,1.48
690102,31,10144,1.42
690102,32,9980,1.38
690102,33,9869,1.35
690102,34,8624,1.06
690102,35,8212,0.96
690102,36,7915,0.89
690102,37,7459,0.78
690102,38,7033,0.68
690102,39,6921,0.65
690102,40,6768,0.61
690102,41,6748,0.61
690102,42,6628,0.58
690102,43,6651,0.59
690102,44,6656,0.59
690102,45,6809,0.62
690102,46,6828,0.63
690102,47,6658,0.59
690102,48,6770,0.61
690102,49,6895,0.64
690102,50,6815,0.62
690102,51,6683,0.59
690102,52,6433,0.53
690102,53,6171,0.47
690102,54,6111,0.46
690102,55,5809,0.38
690102,56,5615,0.34
690102,57,5483,0.31
690102,58,5494,0.31
690102,59,5442,0.30
690102,60,5396,0.29
690102,61,5455,0.30
690102,62,5422,0.29
690102,63,5409,0.29
690102,64,5590,0.33
690102,65,5619,0.34
690102,66,5651,0.35
690102,67,5616,0.34
690102,68,5539,0.32
690102,69,5548,0.32
690102,70,5518,0.32
690102,71,5324,0.27
690102,72,5232,0.25
690102,73,5116,0.22
690102,74,5083,0.21
690102,75,5079,0.21
690102,76,5211,0.24
690102,77,5216,0.24
690102,78,5158,0.23
690102,79,5032,0.20
690102,80,4966,0.18
690102,81,4933,0.18
690102,82,4818,0.15
690102,83,4595,0.10
690102,84,4513,0.08
690102,85,4576,0.09
690102,86,4546,0.08
690102,87,4567,0.09
690102,88,4536,0.08
690102,89,4518,0.08
690102,90,4567,0.09
690102,91,4685,0.12
690102,92,4564,0.09
690102,93,4473,0.07
690102,94,4350,0.04
690102,95,4223,0.01
690102,96,4219,0.01
690102,97,4085,-0.03
690102,98,3924,-0.06
690102,99,3886,-0.07
690102,100,3949,-0.06
690102,101,3954,-0.06
690102,102,3965,-0.05
690102,103,3955,-0.06
690102,104,3972,-0.05
690102,105,3960,-0.06
690102,106,3962,-0.06
690102,107,4033,-0.04
690102,108,4037,-0.04
690102,109,4027,-0.04
690102,110,3940,-0.06
690102,111,3862,-0.08
690102,112,3796,-0.10
690102,113,3781,-0.10
690102,114,3661,-0.13
690102,115,3640,-0.13
690102,116,3613,-0.14
690102,117,3639,-0.13
690102,118,3694,-0.12
690102,119,3785,-0.10
690102,120,3850,-0.08
57317,30,39065,3.76
57317,31,34326,3.18
57317,32,36244,3.41
57317,33,35493,3.32
57317,34,34946,3.25
57317,35,34366,3.18
57317,36,33461,3.07
57317,37,32913,3.01
57317,38,31988,2.89
57317,39,27419,2.34
57317,40,26011,2.17
57317,41,24853,2.03
57317,42,27445,2.34
57317,43,30492,2.71
57317,44,32064,2.90
57317,45,32304,2.93
57317,46,32595,2.97
57317,47,37583,3.57
57317,48,41612,4.07
57317,49,38874,3.73
57317,50,34861,3.24
57317,51,32119,2.91
57317,52,30635,2.73
57317,53,29129,2.55
57317,54,23041,1.80
57317,55,18057,1.20
57317,56,16260,0.98
57317,57,16596,1.02
57317,58,16395,1.00
57317,59,16002,0.95
57317,60,15754,0.92
57317,61,15664,0.91
57317,62,16017,0.95
57317,63,16059,0.95
57317,64,14648,0.78
57317,65,14126,0.72
57317,66,14222,0.73
57317,67,16855,1.05
57317,68,17356,1.11
57317,69,16932,1.06
57317,70,16631,1.02
57317,71,16886,1.06
57317,72,16790,1.04
57317,73,16529,1.01
57317,74,13657,0.66
57317,75,12978,0.58
57317,76,12599,0.53
57317,77,12440,0.51
57317,78,12008,0.46
57317,79,11678,0.42
57317,80,11218,0.37
57317,81,10972,0.34
57317,82,10553,0.28
57317,83,10383,0.26
57317,84,10129,0.23
57317,85,9891,0.20
57317,86,9699,0.18
57317,87,9699,0.18
57317,88,9510,0.16
57317,89,9377,0.14
57317,90,9159,0.11
57317,91,8884,0.08
57317,92,8614,0.05
57317,93,8325,0.01
57317,94,7903,-0.04
57317,95,7611,-0.07
57317,96,7362,-0.10
57317,97,7302,-0.11
57317,98,7358,-0.10
57317,99,7566,-0.08
57317,100,8054,-0.02
57317,101,8201,-0.00
57317,102,8291,0.01
57317,103,8384,0.02
57317,104,8370,0.02
57317,105,8316,0.01
57317,106,8144,-0.01
57317,107,7534,-0.08
57317,108,7370,-0.10
57317,109,7237,-0.12
57317,110,7121,-0.13
57317,111,6957,-0.15
57317,112,6850,-0.17
57317,113,6668,-0.19
57317,114,6604,-0.20
57317,115,6530,-0.21
57317,116,6514,-0.21
57317,117,6549,-0.20
57317,118,6702,-0.18
57317,119,6791,-0.17
57317,120,6977,-0.15
63747,30,23344,0.56
63747,31,21111,0.41
63747,32,20222,0.35
63747,33,19466,0.30
63747,34,18515,0.24
63747,35,18294,0.22
63747,36,18023,0.20
63747,37,17522,0.17
63747,38,19562,0.31
63747,39,19559,0.31
63747,40,19542,0.31
63747,41,20619,0.38
63747,42,20356,0.36
63747,43,20352,0.36
63747,44,21032,0.41
63747,45,18853,0.26
63747,46,18308,0.22
63747,47,17789,0.19
63747,48,16142,0.08
63747,49,15332,0.02
63747,50,14457,-0.03
63747,51,13039,-0.13
63747,52,12365,-0.17
63747,53,11734,-0.22
63747,54,11248,-0.25
63747,55,11014,-0.26
63747,56,10812,-0.28
63747,57,11255,-0.25
63747,58,11286,-0.25
63747,59,11013,-0.26
63747,60,11190,-0.25
63747,61,11263,-0.25
63747,62,11625,-0.22
63747,63,13344,-0.11
63747,64,13433,-0.10
63747,65,13540,-0.10
63747,66,13626,-0.09
63747,67,13538,-0.10
63747,68,13570,-0.09
63747,69,13339,-0.11
63747,70,11753,-0.21
63747,71,11382,-0.24
63747,72,11579,-0.23
63747,73,11956,-0.20
63747,74,12509,-0.16
63747,75,13055,-0.13
63747,76,13666,-0.09
63747,77,14178,-0.05
63747,78,14813,-0.01
63747,79,15631,0.04
63747,80,15294,0.02
63747,81,15231,0.02
63747,82,14957,-0.00
63747,83,14386,-0.04
63747,84,14206,-0.05
63747,85,13463,-0.10
63747,86,12834,-0.14
63747,87,12873,-0.14
63747,88,12649,-0.15
63747,89,12587,-0.16
63747,90,12567,-0.16
63747,91,12356,-0.17
63747,92,12333,-0.18
63747,93,11656,-0.22
63747,94,11814,-0.21
63747,95,11962,-0.20
63747,96,11893,-0.21
63747,97,11898,-0.21
63747,98,11761,-0.21
63747,99,12505,-0.16
63747,100,12657,-0.15
63747,101,12334,-0.18
63747,102,11829,-0.21
63747,103,11683,-0.22
63747,104,11714,-0.22
63747,105,11957,-0.20
63747,106,12225,-0.18
63747,107,12262,-0.18
63747,108,12261,-0.18
63747,109,12408,-0.17
63747,110,12489,-0.17
63747,111,12560,-0.16
63747,112,12308,-0.18
63747,113,11078,-0.26
63747,114,10949,-0.27
63747,115,11056,-0.26
63747,116,11007,-0.26
63747,117,10953,-0.27
63747,118,10788,-0.28
63747,119,10813,-0.28
63747,120,11083,-0.26
141390,30,1130,0.06
141390,31,1082,0.01
141390,32,1043,-0.02
141390,33,1006,-0.06
141390,34,1134,0.06
141390,35,1135,0.06
141390,36,1139,0.07
141390,37,1167,0.09
141390,38,1180,0.10
141390,39,1171,0.10
141390,40,1135,0.06
141390,41,936,-0.12
141390,42,857,-0.20
141390,43,777,-0.27
141390,44,704,-0.34
141390,45,641,-0.40
141390,46,598,-0.44
141390,47,564,-0.47
141390,48,547,-0.49
141390,49,546,-0.49
141390,50,556,-0.48
141390,51,561,-0.47
141390,52,568,-0.47
141390,53,565,-0.47
141390,54,577,-0.46
141390,55,624,-0.42
141390,56,627,-0.41
141390,57,616,-0.42
141390,58,597,-0.44
141390,59,623,-0.42
141390,60,628,-0.41
141390,61,626,-0.41
141390,62,580,-0.46
141390,63,564,-0.47
141390,64,551,-0.48
141390,65,553,-0.48
141390,66,507,-0.53
141390,67,495,-0.54
141390,68,512,-0.52
141390,69,530,-0.50
141390,70,559,-0.48
141390,71,570,-0.47
141390,72,640,-0.40
141390,73,680,-0.36
141390,74,691,-0.35
141390,75,693,-0.35
141390,76,692,-0.35
141390,77,678,-0.37
141390,78,677,-0.37
141390,79,622,-0.42
141390,80,592,-0.45
141390,81,594,-0.44
141390,82,616,-0.42
141390,83,691,-0.35
141390,84,722,-0.32
141390,85,734,-0.31
141390,86,737,-0.31
141390,87,754,-0.29
141390,88,763,-0.29
141390,89,740,-0.31
141390,90,671,-0.37
141390,91,671,-0.37
141390,92,684,-0.36
141390,93,672,-0.37
141390,94,655,-0.39
141390,95,651,-0.39
141390,96,697,-0.35
141390,97,723,-0.32
141390,98,720,-0.33
141390,99,715,-0.33
141390,100,743,-0.30
141390,101,764,-0.28
141390,102,784,-0.27
141390,103,963,-0.10
141390,104,988,-0.07
141390,105,999,-0.06
141390,106,1039,-0.03
141390,107,1165,0.09
141390,108,1395,0.31
141390,109,1467,0.37
141390,110,1333,0.25
141390,111,1297,0.21
141390,112,1298,0.22
141390,113,1257,0.18
141390,114,1124,0.05
141390,115,906,-0.15
141390,116,943,-0.12
141390,117,875,-0.18
141390,118,870,-0.19
141390,119,844,-0.21
141390,120,843,-0.21
30963890,30,12061,10.86
30963890,31,11759,10.56
30963890,32,11133,9.95
30963890,33,10670,9.49
30963890,34,10498,9.32
30963890,35,10388,9.21
30963890,36,10508,9.33
30963890,37,10578,9.40
30963890,38,10391,9.22
30963890,39,10291,9.12
30963890,40,10200,9.03
30963890,41,9913,8.75
30963890,42,9438,8.28
30963890,43,8805,7.66
30963890,44,8328,7.19
30963890,45,8112,6.98
30963890,46,8396,7.26
30963890,47,8450,7.31
30963890,48,8289,7.15
30963890,49,8122,6.99
30963890,50,8116,6.98
30963890,51,8068,6.93
30963890,52,8650,7.51
30963890,53,8456,7.31
30963890,54,8206,7.07
30963890,55,8156,7.02
30963890,56,8107,6.97
30963890,57,7988,6.85
30963890,58,7874,6.74
30963890,59,6970,5.85
30963890,60,6278,5.17
30963890,61,5911,4.81
30963890,62,5960,4.86
30963890,63,6418,5.31
30963890,64,6530,5.42
30963890,65,6675,5.56
30963890,66,6713,5.60
30963890,67,6781,5.67
30963890,68,6981,5.86
30963890,69,7005,5.89
30963890,70,6676,5.56
30963890,71,6616,5.51
30963890,72,6624,5.51
30963890,73,10733,9.55
30963890,74,11780,10.58
30963890,75,12021,10.82
30963890,76,12058,10.86
30963890,77,12177,10.97
30963890,78,12470,11.26
30963890,79,12529,11.32
30963890,80,8589,7.45
30963890,81,7718,6.59
30963890,82,7530,6.40
30963890,83,7420,6.30
30963890,84,7419,6.29
30963890,85,7267,6.15
30963890,86,7242,6.12
30963890,87,7236,6.12
30963890,88,7093,5.97
30963890,89,6937,5.82
30963890,90,6738,5.63
30963890,91,6428,5.32
30963890,92,6332,5.23
30963890,93,6222,5.12
30963890,94,6051,4.95
30963890,95,6028,4.93
30963890,96,5995,4.89
30963890,97,6026,4.93
30963890,98,6215,5.11
30963890,99,6209,5.11
30963890,100,6234,5.13
30963890,101,6764,5.65
30963890,102,7553,6.43
30963890,103,8077,6.94
30963890,104,8365,7.23
30963890,105,8392,7.25
30963890,106,8810,7.66
30963890,107,9135,7.98
30963890,108,8698,7.55
30963890,109,7994,6.86
30963890,110,7709,6.58
30963890,111,7594,6.47
30963890,112,7498,6.37
30963890,113,7036,5.92
30963890,114,6595,5.48
30963890,115,6632,5.52
30963890,116,6608,5.50
30963890,117,6915,5.80
30963890,118,6842,5.73
30963890,119,6735,5.62
30963890,120,6689,5.58
1034732,30,26412,11.52
1034732,31,29772,13.12
1034732,32,33093,14.69
1034732,33,36185,16.16
1034732,34,38247,17.14
1034732,35,41834,18.84
1034732,36,43021,19.40
1034732,37,40873,18.38
1034732,38,37716,16.88
1034732,39,34719,15.46
1034732,40,31435,13.91
1034732,41,28430,12.48
1034732,42,24950,10.83
1034732,43,22410,9.63
1034732,44,23739,10.26
1034732,45,25945,11.30
1034732,46,25673,11.17
1034732,47,24770,10.74
1034732,48,23227,10.01
1034732,49,22041,9.45
1034732,50,20785,8.86
1034732,51,17491,7.29
1034732,52,13610,5.45
1034732,53,12594,4.97
1034732,54,11877,4.63
1034732,55,11300,4.36
1034732,56,10378,3.92
1034732,57,10034,3.76
1034732,58,9793,3.64
1034732,59,9779,3.64
1034732,60,9779,3.64
1034732,61,9936,3.71
1034732,62,10649,4.05
1034732,63,10737,4.09
1034732,64,10780,4.11
1034732,65,10717,4.08
1034732,66,10546,4.00
1034732,67,10215,3.84
1034732,68,10171,3.82
1034732,69,9617,3.56
1034732,70,9754,3.62
1034732,71,9877,3.68
1034732,72,9781,3.64
1034732,73,9480,3.50
1034732,74,9287,3.40
1034732,75,9210,3.37
1034732,76,8815,3.18
1034732,77,8485,3.02
1034732,78,8370,2.97
1034732,79,8432,3.00
1034732,80,8439,3.00
1034732,81,8626,3.09
1034732,82,8544,3.05
1034732,83,8648,3.10
1034732,84,8651,3.10
1034732,85,8410,2.99
1034732,86,8067,2.83
1034732,87,8024,2.80
1034732,88,7785,2.69
1034732,89,7651,2.63
1034732,90,7508,2.56
1034732,91,7388,2.50
1034732,92,10403,3.93
1034732,93,11236,4.33
1034732,94,11435,4.42
1034732,95,11405,4.41
1034732,96,11251,4.33
1034732,97,11095,4.26
1034732,98,10840,4.14
1034732,99,7558,2.58
1034732,100,6565,2.11
1034732,101,6103,1.89
1034732,102,6489,2.08
1034732,103,7256,2.44
1034732,104,8230,2.90
1034732,105,9037,3.28
1034732,106,9636,3.57
1034732,107,10230,3.85
1034732,108,10732,4.09
1034732,109,11357,4.39
1034732,110,11389,4.40
1034732,111,11023,4.23
1034732,112,10693,4.07
1034732,113,10583,4.02
1034732,114,10438,3.95
1034732,115,10285,3.88
1034732,116,9638,3.57
1034732,117,9096,3.31
1034732,118,8678,3.11
1034732,119,8405,2.99
1034732,120,8427,3.00
213795,30,1002,1.59
213795,31,937,1.42
213795,32,908,1.35
213795,33,886,1.29
213795,34,858,1.22
213795,35,815,1.11
213795,36,694,0.79
213795,37,707,0.83
213795,38,713,0.84
213795,39,719,0.86
213795,40,967,1.50
213795,41,1002,1.59
213795,42,1021,1.64
213795,43,1116,1.88
213795,44,1115,1.88
213795,45,1102,1.85
213795,46,1054,1.72
213795,47,818,1.11
213795,48,760,0.96
213795,49,756,0.95
213795,50,666,0.72
213795,51,655,0.69
213795,52,641,0.66
213795,53,1006,1.60
213795,54,1048,1.71
213795,55,1057,1.73
213795,56,1034,1.67
213795,57,1029,1.66
213795,58,1652,3.27
213795,59,1856,3.80
213795,60,1612,3.17
213795,61,1710,3.42
213795,62,1756,3.54
213795,63,1774,3.58
213795,64,1767,3.57
213795,65,1107,1.86
213795,66,900,1.33
213795,67,788,1.04
213795,68,601,0.55
213795,69,543,0.40
213795,70,514,0.33
213795,71,513,0.33
213795,72,901,1.33
213795,73,1664,3.30
213795,74,1729,3.47
213795,75,1738,3.49
213795,76,1759,3.55
213795,77,1760,3.55
213795,78,1753,3.53
213795,79,1351,2.49
213795,80,578,0.49
213795,81,800,1.07
213795,82,921,1.38
213795,83,916,1.37
213795,84,923,1.39
213795,85,935,1.42
213795,86,942,1.43
213795,87,937,1.42
213795,88,695,0.80
213795,89,573,0.48
213795,90,613,0.58
213795,91,609,0.57
213795,92,588,0.52
213795,93,585,0.51
213795,94,582,0.50
213795,95,518,0.34
213795,96,500,0.29
213795,97,432,0.12
213795,98,425,0.10
213795,99,423,0.09
213795,100,407,0.05
213795,101,397,0.03
213795,102,391,0.01
213795,103,394,0.02
213795,104,390,0.01
213795,105,382,-0.01
213795,106,380,-0.02
213795,107,380,-0.02
213795,108,406,0.05
213795,109,429,0.11
213795,110,410,0.06
213795,111,419,0.08
213795,112,427,0.10
213795,113,450,0.16
213795,114,475,0.23
213795,115,3292,7.51
213795,116,3666,8.47
213795,117,3728,8.63
213795,118,3754,8.70
213795,119,3768,8.74
213795,120,3779,8.76
514223,30,1189,1.23
514223,31,1156,1.17
514223,32,2033,2.81
514223,33,2425,3.55
514223,34,2781,4.22
514223,35,2844,4.34
514223,36,2812,4.28
514223,37,2823,4.30
514223,38,2868,4.38
514223,39,2006,2.76
514223,40,1588,1.98
514223,41,1150,1.16
514223,42,1030,0.93
514223,43,942,0.77
514223,44,862,0.62
514223,45,756,0.42
514223,46,705,0.32
514223,47,685,0.29
514223,48,693,0.30
514223,49,695,0.30
514223,50,701,0.32
514223,51,718,0.35
514223,52,910,0.71
514223,53,927,0.74
514223,54,943,0.77
514223,55,941,0.77
514223,56,946,0.77
514223,57,933,0.75
514223,58,926,0.74
514223,59,740,0.39
514223,60,705,0.32
514223,61,676,0.27
514223,62,690,0.29
514223,63,680,0.28
514223,64,701,0.32
514223,65,679,0.27
514223,66,721,0.35
514223,67,721,0.35
514223,68,721,0.35
514223,69,747,0.40
514223,70,738,0.38
514223,71,744,0.40
514223,72,779,0.46
514223,73,783,0.47
514223,74,787,0.48
514223,75,781,0.47
514223,76,727,0.36
514223,77,754,0.41
514223,78,717,0.35
514223,79,685,0.29
514223,80,681,0.28
514223,81,682,0.28
514223,82,688,0.29
514223,83,767,0.44
514223,84,756,0.42
514223,85,791,0.48
514223,86,799,0.50
514223,87,833,0.56
514223,88,1325,1.49
514223,89,1443,1.71
514223,90,1494,1.80
514223,91,1551,1.91
514223,92,1547,1.90
514223,93,1823,2.42
514223,94,2032,2.81
514223,95,1586,1.98
514223,96,1536,1.88
514223,97,1486,1.79
514223,98,1438,1.70
514223,99,1442,1.71
514223,100,1203,1.26
514223,101,1272,1.39
514223,102,1238,1.32
514223,103,1332,1.50
514223,104,1301,1.44
514223,105,1335,1.50
514223,106,1367,1.56
514223,107,1345,1.52
514223,108,998,0.87
514223,109,1024,0.92
514223,110,962,0.80
514223,111,2050,2.85
514223,112,2397,3.50
514223,113,2447,3.59
514223,114,2484,3.66
514223,115,2569,3.82
514223,116,2572,3.83
514223,117,2574,3.83
514223,118,1482,1.78
514223,119,1102,1.07
514223,120,1041,0.95
355574,30,5578,9.40
355574,31,5395,9.06
355574,32,5246,8.78
355574,33,5150,8.60
355574,34,5004,8.33
355574,35,4835,8.01
