pageid,bin_death_index,ma,diff_percent
355574,36,4842,8.03
355574,37,4678,7.72
355574,38,4521,7.43
355574,39,4389,7.18
355574,40,4434,7.26
355574,41,4280,6.98
355574,42,4384,7.17
355574,43,3732,5.96
355574,44,3666,5.83
355574,45,3623,5.75
355574,46,3573,5.66
355574,47,3358,5.26
355574,48,3259,5.07
355574,49,2924,4.45
355574,50,2792,4.20
355574,51,2664,3.97
355574,52,2580,3.81
355574,53,2512,3.68
355574,54,2505,3.67
355574,55,2502,3.66
355574,56,2480,3.62
355574,57,2414,3.50
355574,58,2464,3.59
355574,59,2528,3.71
355574,60,2618,3.88
355574,61,2648,3.94
355574,62,2634,3.91
355574,63,2619,3.88
355574,64,2810,4.24
355574,65,2799,4.22
355574,66,2813,4.24
355574,67,2754,4.13
355574,68,2695,4.02
355574,69,2633,3.91
355574,70,2558,3.77
355574,71,2359,3.40
355574,72,2250,3.19
355574,73,2045,2.81
355574,74,1936,2.61
355574,75,1874,2.49
355574,76,1857,2.46
355574,77,1856,2.46
355574,78,1653,2.08
355574,79,1627,2.03
355574,80,1667,2.11
355574,81,1672,2.12
355574,82,1954,2.64
355574,83,2066,2.85
355574,84,2093,2.90
355574,85,2403,3.48
355574,86,2488,3.64
355574,87,2754,4.13
355574,88,2834,4.28
355574,89,2704,4.04
355574,90,2612,3.87
355574,91,2581,3.81
355574,92,2493,3.65
355574,93,2383,3.44
355574,94,2118,2.95
355574,95,2041,2.80
355574,96,1856,2.46
355574,97,1805,2.36
355574,98,1735,2.23
355574,99,1245,1.32
355574,100,1192,1.22
355574,101,1140,1.12
355574,102,1094,1.04
355574,103,1078,1.01
355574,104,1084,1.02
355574,105,1088,1.03
355574,106,1078,1.01
355574,107,1066,0.99
355574,108,1058,0.97
355574,109,1062,0.98
355574,110,1041,0.94
355574,111,1016,0.89
355574,112,1004,0.87
355574,113,880,0.64
355574,114,876,0.63
355574,115,878,0.64
355574,116,880,0.64
355574,117,906,0.69
355574,118,956,0.78
355574,119,1048,0.95
355574,120,1168,1.18
430144,30,8545,1.10
430144,31,8336,1.05
430144,32,12893,2.17
430144,33,13153,2.23
430144,34,13311,2.27
430144,35,13225,2.25
430144,36,12987,2.19
430144,37,12231,2.00
430144,38,11845,1.91
430144,39,6735,0.65
430144,40,5970,0.47
430144,41,5487,0.35
430144,42,5169,0.27
430144,43,5298,0.30
430144,44,5447,0.34
430144,45,5537,0.36
430144,46,5595,0.37
430144,47,5722,0.41
430144,48,5661,0.39
430144,49,5717,0.40
430144,50,5602,0.38
430144,51,5532,0.36
430144,52,5594,0.37
430144,53,5633,0.38
430144,54,5525,0.36
430144,55,5643,0.39
430144,56,5710,0.40
430144,57,5683,0.40
430144,58,5632,0.38
430144,59,5564,0.37
430144,60,5634,0.38
430144,61,5693,0.40
430144,62,5770,0.42
430144,63,6340,0.56
430144,64,6614,0.62
430144,65,6580,0.62
430144,66,6449,0.58
430144,67,6323,0.55
430144,68,5991,0.47
430144,69,5691,0.40
430144,70,4835,0.19
430144,71,4423,0.09
430144,72,4121,0.01
430144,73,3944,-0.03
430144,74,4278,0.05
430144,75,4755,0.17
430144,76,4688,0.15
430144,77,4741,0.16
430144,78,4702,0.15
430144,79,4993,0.23
430144,80,5096,0.25
430144,81,4657,0.14
430144,82,4146,0.02
430144,83,4139,0.02
430144,84,3991,-0.02
430144,85,3914,-0.04
430144,86,3756,-0.08
430144,87,3825,-0.06
430144,88,3906,-0.04
430144,89,4361,0.07
430144,90,4374,0.07
430144,91,4403,0.08
430144,92,4439,0.09
430144,93,4393,0.08
430144,94,4466,0.10
430144,95,4573,0.12
430144,96,4325,0.06
430144,97,4354,0.07
430144,98,4387,0.08
430144,99,4342,0.07
430144,100,4352,0.07
430144,101,4096,0.01
430144,102,3800,-0.07
430144,103,3632,-0.11
430144,104,3623,-0.11
430144,105,3616,-0.11
430144,106,3860,-0.05
430144,107,4065,-0.00
430144,108,4276,0.05
430144,109,4418,0.09
430144,110,4487,0.10
430144,111,4648,0.14
430144,112,4703,0.16
430144,113,4590,0.13
430144,114,4665,0.15
430144,115,4735,0.16
430144,116,4936,0.21
430144,117,5997,0.47
430144,118,6669,0.64
430144,119,7458,0.83
430144,120,8450,1.08
639564,30,4319,1.61
639564,31,4355,1.63
639564,32,4476,1.71
639564,33,4489,1.71
639564,34,4207,1.54
639564,35,4241,1.56
639564,36,4165,1.52
639564,37,4118,1.49
639564,38,3957,1.39
639564,39,3609,1.18
639564,40,3604,1.18
639564,41,3443,1.08
639564,42,3179,0.92
639564,43,3307,1.00
639564,44,3358,1.03
639564,45,3342,1.02
639564,46,3651,1.21
639564,47,3656,1.21
639564,48,3751,1.27
639564,49,3619,1.19
639564,50,3396,1.05
639564,51,3231,0.95
639564,52,3184,0.93
639564,53,2807,0.70
639564,54,2654,0.61
639564,55,2479,0.50
639564,56,2436,0.47
639564,57,2411,0.46
639564,58,2490,0.51
639564,59,2418,0.46
639564,60,2377,0.44
639564,61,2443,0.48
639564,62,2412,0.46
639564,63,2502,0.51
639564,64,2653,0.60
639564,65,2559,0.55
639564,66,2630,0.59
639564,67,2697,0.63
639564,68,2636,0.59
639564,69,2650,0.60
639564,70,2545,0.54
639564,71,2350,0.42
639564,72,2327,0.41
639564,73,2404,0.45
639564,74,2431,0.47
639564,75,2822,0.71
639564,76,2909,0.76
639564,77,3063,0.85
639564,78,3269,0.98
639564,79,3325,1.01
639564,80,3273,0.98
639564,81,3234,0.96
639564,82,2859,0.73
639564,83,2873,0.74
639564,84,2679,0.62
639564,85,2469,0.49
639564,86,2435,0.47
639564,87,2455,0.48
639564,88,2457,0.49
639564,89,2501,0.51
639564,90,2513,0.52
639564,91,2602,0.57
639564,92,2729,0.65
639564,93,2721,0.65
639564,94,2873,0.74
639564,95,3012,0.82
639564,96,3070,0.86
639564,97,3144,0.90
639564,98,3183,0.93
639564,99,3248,0.96
639564,100,3366,1.04
639564,101,3255,0.97
639564,102,3490,1.11
639564,103,3529,1.13
639564,104,3607,1.18
639564,105,3809,1.30
639564,106,4842,1.93
639564,107,5687,2.44
639564,108,7497,3.53
639564,109,9912,4.99
639564,110,11217,5.78
639564,111,11973,6.24
639564,112,12486,6.55
639564,113,11856,6.17
639564,114,11193,5.77
639564,115,9432,4.70
639564,116,6715,3.06
639564,117,5341,2.23
639564,118,4418,1.67
639564,119,3810,1.30
639564,120,3578,1.16
81694,30,2033,0.61
81694,31,1989,0.57
81694,32,1921,0.52
81694,33,1831,0.45
81694,34,1764,0.39
81694,35,1743,0.38
81694,36,1653,0.31
81694,37,1619,0.28
81694,38,1608,0.27
81694,39,1552,0.23
81694,40,1494,0.18
81694,41,1433,0.13
81694,42,1338,0.06
81694,43,1316,0.04
81694,44,1282,0.01
81694,45,1188,-0.06
81694,46,1161,-0.08
81694,47,1155,-0.09
81694,48,1155,-0.09
81694,49,1160,-0.08
81694,50,1140,-0.10
81694,51,1120,-0.11
81694,52,1138,-0.10
81694,53,1131,-0.11
81694,54,1123,-0.11
81694,55,1097,-0.13
81694,56,1524,0.20
81694,57,1531,0.21
81694,58,1527,0.21
81694,59,1549,0.22
81694,60,1635,0.29
81694,61,1649,0.30
81694,62,1682,0.33
81694,63,1239,-0.02
81694,64,1226,-0.03
81694,65,1224,-0.03
81694,66,1225,-0.03
81694,67,1173,-0.07
81694,68,1194,-0.06
81694,69,1202,-0.05
81694,70,1225,-0.03
81694,71,1240,-0.02
81694,72,1277,0.01
81694,73,1282,0.01
81694,74,1315,0.04
81694,75,1341,0.06
81694,76,1471,0.16
81694,77,1588,0.25
81694,78,1632,0.29
81694,79,1626,0.28
81694,80,1622,0.28
81694,81,1617,0.28
81694,82,1628,0.29
81694,83,1492,0.18
81694,84,1415,0.12
81694,85,1389,0.10
81694,86,1378,0.09
81694,87,1411,0.11
81694,88,1436,0.13
81694,89,1432,0.13
81694,90,1876,0.48
81694,91,2179,0.72
81694,92,2688,1.12
81694,93,3359,1.65
81694,94,3732,1.95
81694,95,3953,2.12
81694,96,4108,2.25
81694,97,3963,2.13
81694,98,3929,2.10
81694,99,3603,1.85
81694,100,3027,1.39
81694,101,2645,1.09
81694,102,2353,0.86
81694,103,2165,0.71
81694,104,1879,0.48
81694,105,1649,0.30
81694,106,1552,0.23
81694,107,1436,0.13
81694,108,1513,0.20
81694,109,1579,0.25
81694,110,1566,0.24
81694,111,1528,0.21
81694,112,1437,0.14
81694,113,1313,0.04
81694,114,1328,0.05
81694,115,1173,-0.07
81694,116,1110,-0.12
81694,117,1056,-0.17
81694,118,1078,-0.15
81694,119,1068,-0.16
81694,120,1067,-0.16
203756,30,7546,2.79
203756,31,7148,2.59
203756,32,6869,2.45
203756,33,6587,2.31
203756,34,6413,2.22
203756,35,6138,2.08
203756,36,5898,1.96
203756,37,5750,1.89
203756,38,5573,1.80
203756,39,5416,1.72
203756,40,5214,1.62
203756,41,5140,1.58
203756,42,5061,1.54
203756,43,5016,1.52
203756,44,5083,1.55
203756,45,5055,1.54
203756,46,5403,1.71
203756,47,6071,2.05
203756,48,6315,2.17
203756,49,8431,3.24
203756,50,11649,4.85
203756,51,13065,5.56
203756,52,14039,6.05
203756,53,14484,6.28
203756,54,14293,6.18
203756,55,14254,6.16
203756,56,12132,5.09
203756,57,8811,3.43
203756,58,7100,2.57
203756,59,5920,1.97
203756,60,5036,1.53
203756,61,4518,1.27
203756,62,4204,1.11
203756,63,4063,1.04
203756,64,3990,1.00
203756,65,3939,0.98
203756,66,3924,0.97
203756,67,3790,0.90
203756,68,3642,0.83
203756,69,3514,0.77
203756,70,3467,0.74
203756,71,3374,0.70
203756,72,3297,0.66
203756,73,3260,0.64
203756,74,3316,0.67
203756,75,3311,0.66
203756,76,3399,0.71
203756,77,3383,0.70
203756,78,3489,0.75
203756,79,3642,0.83
203756,80,3690,0.85
203756,81,3629,0.82
203756,82,3579,0.80
203756,83,3488,0.75
203756,84,3481,0.75
203756,85,3432,0.72
203756,86,3232,0.62
203756,87,3116,0.57
203756,88,3029,0.52
203756,89,2997,0.51
203756,90,2921,0.47
203756,91,2848,0.43
203756,92,2719,0.37
203756,93,2704,0.36
203756,94,2646,0.33
203756,95,2614,0.31
203756,96,2585,0.30
203756,97,2553,0.28
203756,98,2494,0.25
203756,99,2506,0.26
203756,100,2494,0.25
203756,101,2517,0.26
203756,102,2518,0.27
203756,103,2502,0.26
203756,104,2485,0.25
203756,105,2466,0.24
203756,106,2448,0.23
203756,107,2420,0.22
203756,108,2359,0.19
203756,109,2473,0.24
203756,110,2482,0.25
203756,111,2487,0.25
203756,112,2496,0.25
203756,113,2478,0.24
203756,114,2481,0.25
203756,115,2508,0.26
203756,116,2875,0.44
203756,117,3097,0.56
203756,118,3167,0.59
203756,119,3172,0.59
203756,120,3187,0.60
3648917,30,6685,5.90
3648917,31,6844,6.06
3648917,32,7141,6.37
3648917,33,7730,6.97
3648917,34,8844,8.12
3648917,35,9668,8.97
3648917,36,10068,9.38
3648917,37,8957,8.24
3648917,38,9203,8.49
3648917,39,9003,8.29
3648917,40,8322,7.58
3648917,41,6858,6.07
3648917,42,5666,4.84
3648917,43,4793,3.94
3648917,44,3505,2.62
3648917,45,2813,1.90
3648917,46,2371,1.45
3648917,47,2212,1.28
3648917,48,2130,1.20
3648917,49,2077,1.14
3648917,50,2031,1.09
3648917,51,1874,0.93
3648917,52,1827,0.88
3648917,53,1808,0.86
3648917,54,1804,0.86
3648917,55,1786,0.84
3648917,56,1781,0.84
3648917,57,1754,0.81
3648917,58,1706,0.76
3648917,59,1624,0.68
3648917,60,1635,0.69
3648917,61,1584,0.63
3648917,62,1609,0.66
3648917,63,1624,0.68
3648917,64,1602,0.65
3648917,65,1633,0.68
3648917,66,1642,0.69
3648917,67,1741,0.80
3648917,68,1717,0.77
3648917,69,1650,0.70
3648917,70,1589,0.64
3648917,71,1570,0.62
3648917,72,1559,0.61
3648917,73,1533,0.58
3648917,74,1339,0.38
3648917,75,1322,0.36
3648917,76,1331,0.37
3648917,77,1355,0.40
3648917,78,1417,0.46
3648917,79,1464,0.51
3648917,80,1551,0.60
3648917,81,1607,0.66
3648917,82,1784,0.84
3648917,83,1890,0.95
3648917,84,1907,0.97
3648917,85,1851,0.91
3648917,86,1842,0.90
3648917,87,1816,0.87
3648917,88,1798,0.85
3648917,89,1714,0.77
3648917,90,1662,0.71
3648917,91,1656,0.71
3648917,92,1655,0.71
3648917,93,1635,0.69
3648917,94,1603,0.65
3648917,95,2405,1.48
3648917,96,3172,2.27
3648917,97,3358,2.46
3648917,98,3390,2.50
3648917,99,3412,2.52
3648917,100,3421,2.53
3648917,101,3420,2.53
3648917,102,2595,1.68
3648917,103,1782,0.84
3648917,104,1608,0.66
3648917,105,1603,0.65
3648917,106,1614,0.66
3648917,107,1582,0.63
3648917,108,1579,0.63
3648917,109,1590,0.64
3648917,110,1555,0.60
3648917,111,1456,0.50
3648917,112,1397,0.44
3648917,113,1341,0.38
3648917,114,1329,0.37
3648917,115,1275,0.32
3648917,116,1329,0.37
3648917,117,1912,0.97
3648917,118,2146,1.21
3648917,119,2234,1.30
3648917,120,2276,1.35
38301,30,9571,0.51
38301,31,9446,0.49
38301,32,9435,0.49
38301,33,9560,0.50
38301,34,9253,0.46
38301,35,9314,0.47
38301,36,9514,0.50
38301,37,9892,0.56
38301,38,9829,0.55
38301,39,9645,0.52
38301,40,9219,0.45
38301,41,8927,0.41
38301,42,8790,0.38
38301,43,8304,0.31
38301,44,7686,0.21
38301,45,7406,0.17
38301,46,7183,0.13
38301,47,7086,0.12
38301,48,7055,0.11
38301,49,6854,0.08
38301,50,6720,0.06
38301,51,6564,0.03
38301,52,6445,0.01
38301,53,6415,0.01
38301,54,6345,-0.00
38301,55,6268,-0.01
38301,56,6212,-0.02
38301,57,6148,-0.03
38301,58,6214,-0.02
38301,59,6209,-0.02
38301,60,6204,-0.02
38301,61,6148,-0.03
38301,62,6085,-0.04
38301,63,6049,-0.05
38301,64,6021,-0.05
38301,65,5949,-0.06
38301,66,5916,-0.07
38301,67,5889,-0.07
38301,68,5837,-0.08
38301,69,5792,-0.09
38301,70,5713,-0.10
38301,71,5629,-0.11
38301,72,5506,-0.13
38301,73,5374,-0.15
38301,74,5293,-0.17
38301,75,5331,-0.16
38301,76,5317,-0.16
38301,77,5293,-0.17
38301,78,5271,-0.17
38301,79,5322,-0.16
38301,80,5413,-0.15
38301,81,5406,-0.15
38301,82,5359,-0.16
38301,83,5455,-0.14
38301,84,5478,-0.14
38301,85,5514,-0.13
38301,86,5490,-0.14
38301,87,5443,-0.14
38301,88,5442,-0.14
38301,89,5418,-0.15
38301,90,5304,-0.17
38301,91,5298,-0.17
38301,92,5293,-0.17
38301,93,5266,-0.17
38301,94,5238,-0.18
38301,95,5175,-0.19
38301,96,5139,-0.19
38301,97,5134,-0.19
38301,98,5070,-0.20
38301,99,4977,-0.22
38301,100,4959,-0.22
38301,101,4978,-0.22
38301,102,5020,-0.21
38301,103,5047,-0.21
38301,104,5043,-0.21
38301,105,5126,-0.19
38301,106,5162,-0.19
38301,107,5176,-0.19
38301,108,5196,-0.18
38301,109,5170,-0.19
38301,110,5141,-0.19
38301,111,5154,-0.19
38301,112,5041,-0.21
38301,113,4996,-0.21
38301,114,4953,-0.22
38301,115,4968,-0.22
38301,116,5069,-0.20
38301,117,5177,-0.19
38301,118,5239,-0.18
38301,119,5360,-0.16
38301,120,5455,-0.14
58702,30,6841,2.47
58702,31,7726,2.92
58702,32,8298,3.21
58702,33,8426,3.28
58702,34,8703,3.42
58702,35,8806,3.47
58702,36,9185,3.66
58702,37,9924,4.04
58702,38,10641,4.40
58702,39,11991,5.09
58702,40,13410,5.81
58702,41,13712,5.96
58702,42,13855,6.03
58702,43,13440,5.82
58702,44,13344,5.77
58702,45,12645,5.42
58702,46,11302,4.74
58702,47,9947,4.05
58702,48,9642,3.89
58702,49,9439,3.79
58702,50,9412,3.78
58702,51,8616,3.37
58702,52,8355,3.24
58702,53,9116,3.63
58702,54,9423,3.78
58702,55,9467,3.81
58702,56,9517,3.83
58702,57,9413,3.78
58702,58,9347,3.74
58702,59,9532,3.84
58702,60,8245,3.19
58702,61,7732,2.92
58702,62,7449,2.78
58702,63,7290,2.70
58702,64,7158,2.63
58702,65,6990,2.55
58702,66,6479,2.29
58702,67,6477,2.29
58702,68,6423,2.26
58702,69,6445,2.27
58702,70,6395,2.25
58702,71,6586,2.34
58702,72,6766,2.43
58702,73,6875,2.49
58702,74,7420,2.77
58702,75,7815,2.97
58702,76,7903,3.01
58702,77,8065,3.09
58702,78,8010,3.07
58702,79,7903,3.01
58702,80,8001,3.06
58702,81,7800,2.96
58702,82,7581,2.85
58702,83,7499,2.81
58702,84,7359,2.74
58702,85,7173,2.64
58702,86,6914,2.51
58702,87,6476,2.29
58702,88,6015,2.05
58702,89,5739,1.91
58702,90,5557,1.82
58702,91,5404,1.74
58702,92,5283,1.68
58702,93,5063,1.57
58702,94,4848,1.46
58702,95,4710,1.39
58702,96,4647,1.36
58702,97,4576,1.32
58702,98,4514,1.29
58702,99,4392,1.23
58702,100,4194,1.13
58702,101,3919,0.99
58702,102,3767,0.91
58702,103,3632,0.84
58702,104,3610,0.83
58702,105,3539,0.80
58702,106,3573,0.81
58702,107,3784,0.92
58702,108,4095,1.08
58702,109,4305,1.19
58702,110,4489,1.28
58702,111,4737,1.40
58702,112,5062,1.57
58702,113,5268,1.67
58702,114,5459,1.77
58702,115,5494,1.79
58702,116,5483,1.78
58702,117,5391,1.74
58702,118,5810,1.95
58702,119,18322,8.30
58702,120,22645,10.49
611455,30,5251,2.61
611455,31,5518,2.80
611455,32,5695,2.92
611455,33,5647,2.88
611455,34,5528,2.80
611455,35,5418,2.73
611455,36,5144,2.54
611455,37,5100,2.51
611455,38,4486,2.09
611455,39,3837,1.64
611455,40,3523,1.42
611455,41,3342,1.30
611455,42,3196,1.20
611455,43,3245,1.23
611455,44,3139,1.16
611455,45,3572,1.46
611455,46,4316,1.97
611455,47,4751,2.27
611455,48,5140,2.54
611455,49,5231,2.60
611455,50,5716,2.93
611455,51,6207,3.27
611455,52,8248,4.67
611455,53,7919,4.45
611455,54,7768,4.34
611455,55,7396,4.09
611455,56,7338,4.05
611455,57,6973,3.80
611455,58,6500,3.47
611455,59,4038,1.78
611455,60,3635,1.50
611455,61,3308,1.28
611455,62,3247,1.23
611455,63,3139,1.16
611455,64,2820,0.94
611455,65,2771,0.91
611455,66,2719,0.87
611455,67,2695,0.85
611455,68,2686,0.85
611455,69,2730,0.88
611455,70,2742,0.89
611455,71,2766,0.90
611455,72,2851,0.96
611455,73,2975,1.05
611455,74,3014,1.07
611455,75,3092,1.13
611455,76,3273,1.25
611455,77,3386,1.33
611455,78,3477,1.39
611455,79,3528,1.43
611455,80,3359,1.31
611455,81,3255,1.24
611455,82,4005,1.75
611455,83,3775,1.60
611455,84,3670,1.52
611455,85,3543,1.44
611455,86,3426,1.36
611455,87,3574,1.46
611455,88,3790,1.61
611455,89,3073,1.11
611455,90,3110,1.14
611455,91,3198,1.20
611455,92,3299,1.27
611455,93,3294,1.27
611455,94,3146,1.16
611455,95,2966,1.04
611455,96,2856,0.96
611455,97,2776,0.91
611455,98,2625,0.81
611455,99,2722,0.87
611455,100,2640,0.82
611455,101,2585,0.78
611455,102,2555,0.76
611455,103,2499,0.72
611455,104,2477,0.70
611455,105,2508,0.72
611455,106,2305,0.59
611455,107,2877,0.98
611455,108,2954,1.03
611455,109,2974,1.05
611455,110,2983,1.05
611455,111,2996,1.06
611455,112,2965,1.04
611455,113,2955,1.03
611455,114,2393,0.65
611455,115,2350,0.62
611455,116,2318,0.59
611455,117,2270,0.56
611455,118,2243,0.54
611455,119,2237,0.54
611455,120,2211,0.52
152860,30,4458,0.29
152860,31,4337,0.26
152860,32,4193,0.22
152860,33,3659,0.06
152860,34,3557,0.03
152860,35,3414,-0.01
152860,36,3330,-0.03
152860,37,3249,-0.06
152860,38,3136,-0.09
152860,39,3097,-0.10
152860,40,3098,-0.10
152860,41,3012,-0.13
152860,42,2962,-0.14
152860,43,3089,-0.10
152860,44,3104,-0.10
152860,45,3065,-0.11
152860,46,3045,-0.12
152860,47,3063,-0.11
152860,48,3039,-0.12
152860,49,3094,-0.10
152860,50,3239,-0.06
152860,51,3268,-0.05
152860,52,3308,-0.04
152860,53,3322,-0.04
152860,54,3344,-0.03
152860,55,3393,-0.02
152860,56,3443,-0.00
152860,57,3146,-0.09
152860,58,2999,-0.13
152860,59,2979,-0.14
152860,60,3005,-0.13
152860,61,2909,-0.16
152860,62,2829,-0.18
152860,63,2864,-0.17
152860,64,2866,-0.17
152860,65,2899,-0.16
152860,66,2857,-0.17
152860,67,2782,-0.19
152860,68,2727,-0.21
152860,69,2689,-0.22
152860,70,2560,-0.26
152860,71,4263,0.24
152860,72,4556,0.32
152860,73,4688,0.36
152860,74,4734,0.37
152860,75,4758,0.38
152860,76,4740,0.37
152860,77,4771,0.38
152860,78,3010,-0.13
152860,79,2782,-0.19
152860,80,2670,-0.23
152860,81,2574,-0.25
152860,82,2572,-0.25
152860,83,2571,-0.25
152860,84,2468,-0.28
152860,85,2458,-0.29
152860,86,2362,-0.32
152860,87,2298,-0.33
152860,88,2284,-0.34
152860,89,2464,-0.29
152860,90,2567,-0.26
152860,91,2563,-0.26
152860,92,2571,-0.25
152860,93,2695,-0.22
152860,94,2714,-0.21
152860,95,2787,-0.19
152860,96,2617,-0.24
152860,97,2525,-0.27
152860,98,2602,-0.25
152860,99,2593,-0.25
152860,100,2570,-0.26
152860,101,2559,-0.26
152860,102,2481,-0.28
152860,103,2460,-0.29
152860,104,2492,-0.28
152860,105,2427,-0.30
152860,106,2419,-0.30
152860,107,2406,-0.30
152860,108,2463,-0.29
152860,109,3996,0.16
152860,110,4115,0.19
152860,111,4156,0.20
152860,112,4232,0.23
152860,113,4310,0.25
152860,114,4310,0.25
152860,115,4297,0.25
152860,116,2761,-0.20
152860,117,2636,-0.24
152860,118,2552,-0.26
152860,119,2496,-0.28
152860,120,2419,-0.30
45985,30,12701,2.59
45985,31,12376,2.50
45985,32,11959,2.38
45985,33,11598,2.28
45985,34,11195,2.16
45985,35,10643,2.01
45985,36,10134,1.86
45985,37,9925,1.80
45985,38,9369,1.65
45985,39,9021,1.55
45985,40,8815,1.49
45985,41,8600,1.43
45985,42,8600,1.43
45985,43,8473,1.39
45985,44,8356,1.36
45985,45,8512,1.41
45985,46,8701,1.46
45985,47,8815,1.49
45985,48,9220,1.61
45985,49,10048,1.84
45985,50,46018,12.00
45985,51,49916,13.10
45985,52,51223,13.47
45985,53,51859,13.65
45985,54,52604,13.86
45985,55,53225,14.04
45985,56,53002,13.98
45985,57,17610,3.98
45985,58,13904,2.93
45985,59,16864,3.77
45985,60,18024,4.09
45985,61,17910,4.06
45985,62,17341,3.90
45985,63,16913,3.78
45985,64,16486,3.66
45985,65,16373,3.63
45985,66,11841,2.35
45985,67,9756,1.76
45985,68,8855,1.50
45985,69,8242,1.33
45985,70,7982,1.26
45985,71,7865,1.22
45985,72,11809,2.34
45985,73,13621,2.85
45985,74,13831,2.91
45985,75,13940,2.94
45985,76,13984,2.95
45985,77,14029,2.96
45985,78,14336,3.05
45985,79,10274,1.90
45985,80,8388,1.37
45985,81,8039,1.27
45985,82,7843,1.22
45985,83,7685,1.17
45985,84,7523,1.13
45985,85,7135,1.02
45985,86,6961,0.97
45985,87,6935,0.96
45985,88,7795,1.20
45985,89,8099,1.29
45985,90,8217,1.32
45985,91,8415,1.38
45985,92,8417,1.38
45985,93,8418,1.38
45985,94,9302,1.63
45985,95,9331,1.64
45985,96,9307,1.63
45985,97,9366,1.65
45985,98,9073,1.56
45985,99,8959,1.53
45985,100,8881,1.51
45985,101,7878,1.23
45985,102,6944,0.96
45985,103,6522,0.84
45985,104,6081,0.72
45985,105,5835,0.65
45985,106,5780,0.63
45985,107,5735,0.62
45985,108,5693,0.61
45985,109,5624,0.59
45985,110,5664,0.60
45985,111,5684,0.61
45985,112,5753,0.63
45985,113,5761,0.63
45985,114,5708,0.61
45985,115,5665,0.60
45985,116,5583,0.58
45985,117,5519,0.56
45985,118,5536,0.56
45985,119,5446,0.54
45985,120,5432,0.53
314475,30,20284,2.02
314475,31,21323,2.18
314475,32,21967,2.27
314475,33,21863,2.26
314475,34,21262,2.17
314475,35,20068,1.99
314475,36,17587,1.62
314475,37,15783,1.35
314475,38,14147,1.11
314475,39,12316,0.84
314475,40,11531,0.72
314475,41,10735,0.60
314475,42,10266,0.53
314475,43,10022,0.49
314475,44,9697,0.44
314475,45,9428,0.40
314475,46,9107,0.36
314475,47,9197,0.37
314475,48,9360,0.39
314475,49,9249,0.38
314475,50,9354,0.39
314475,51,9357,0.39
314475,52,9535,0.42
314475,53,9526,0.42
314475,54,9216,0.37
314475,55,9137,0.36
314475,56,9202,0.37
314475,57,9144,0.36
314475,58,9028,0.35
314475,59,8831,0.32
314475,60,8661,0.29
314475,61,8663,0.29
314475,62,10451,0.56
314475,63,10638,0.59
314475,64,10605,0.58
314475,65,10640,0.59
314475,66,10623,0.58
314475,67,10850,0.62
314475,68,11638,0.73
314475,69,9885,0.47
314475,70,9634,0.44
314475,71,9600,0.43
314475,72,9456,0.41
314475,73,9350,0.39
314475,74,9090,0.35
314475,75,8004,0.19
314475,76,7665,0.14
314475,77,7461,0.11
314475,78,7249,0.08
314475,79,7371,0.10
314475,80,7307,0.09
314475,81,7424,0.11
314475,82,7830,0.17
314475,83,8001,0.19
314475,84,8130,0.21
314475,85,8350,0.24
314475,86,8582,0.28
314475,87,9099,0.36
314475,88,9873,0.47
314475,89,10595,0.58
314475,90,11044,0.65
314475,91,11430,0.70
314475,92,11330,0.69
314475,93,11034,0.64
314475,94,10671,0.59
314475,95,10113,0.51
314475,96,9277,0.38
314475,97,8708,0.30
314475,98,8445,0.26
314475,99,8579,0.28
314475,100,8686,0.29
314475,101,8839,0.32
314475,102,9857,0.47
314475,103,10425,0.55
314475,104,10753,0.60
314475,105,10784,0.61
314475,106,10730,0.60
314475,107,11915,0.78
314475,108,16067,1.39
314475,109,17921,1.67
314475,110,18603,1.77
314475,111,19440,1.90
314475,112,19998,1.98
314475,113,20231,2.01
314475,114,19146,1.85
314475,115,15131,1.25
314475,116,12173,0.81
314475,117,10949,0.63
314475,118,9844,0.47
314475,119,9163,0.37
314475,120,8845,0.32
70315,30,12232,3.22
70315,31,15199,4.24
70315,32,15221,4.25
70315,33,15269,4.26
70315,34,15153,4.22
70315,35,14649,4.05
70315,36,14071,3.85
70315,37,11905,3.10
70315,38,7288,1.51
70315,39,6549,1.26
70315,40,5869,1.02
70315,41,5447,0.88
70315,42,5226,0.80
70315,43,5147,0.77
70315,44,5024,0.73
70315,45,4839,0.67
70315,46,5237,0.81
70315,47,5537,0.91
70315,48,5490,0.89
70315,49,5622,0.94
70315,50,5521,0.90
70315,51,5605,0.93
70315,52,5564,0.92
70315,53,5103,0.76
70315,54,4804,0.66
70315,55,4808,0.66
70315,56,4621,0.59
70315,57,4510,0.55
70315,58,4598,0.58
70315,59,4664,0.61
70315,60,4623,0.59
70315,61,6029,1.08
70315,62,6235,1.15
70315,63,6304,1.17
70315,64,6427,1.22
70315,65,6263,1.16
70315,66,6293,1.17
70315,67,6408,1.21
70315,68,4956,0.71
70315,69,4681,0.61
70315,70,4637,0.60
70315,71,4475,0.54
70315,72,4471,0.54
70315,73,4309,0.49
70315,74,4062,0.40
70315,75,4011,0.38
70315,76,3963,0.37
70315,77,3889,0.34
70315,78,3985,0.37
70315,79,3897,0.34
70315,80,3855,0.33
70315,81,5031,0.73
70315,82,5047,0.74
70315,83,5048,0.74
70315,84,5270,0.82
70315,85,5527,0.91
70315,86,5738,0.98
